Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
904,2554.0,4,3,2,1982,Suburban,Good,Yes,458438
905,3242.0,5,5,1,1978,Suburban,Good,No,592074
906,1995.0,3,3,2,1970,Rural,Fair,Yes,309686
907,2396.0,5,4,1,2003,Rural,Excellent,No,472851
908,1693.0,2,2,1,2005,Downtown,Good,Yes,400197
909,1915.0,2,1,2,1970,Downtown,Good,No,360287
910,1376.0,2,2,1,2004,Downtown,Good,Yes,327961
911,783.0,1,1,2,2007,Suburban,Good,No,194406
912,2144.0,4,4,2,2013,Downtown,Fair,Yes,515501
913,2580.0,5,5,2,1995,Suburban,Excellent,Yes,556569
914,1329.0,2,2,2,1971,Suburban,Excellent,Yes,316912
915,1896.0,2,2,1,2009,Suburban,Good,Yes,381544
916,2984.0,6,5,1,1960,Suburban,Good,No,570640
917,2179.0,3,3,1,1996,Downtown,Excellent,Yes,456047
918,3163.0,5,5,1,1980,Rural,Excellent,Yes,541904
919,2112.0,4,4,1,1967,Suburban,Good,No,404160
920,1633.0,2,2,1,1971,Downtown,Good,Yes,364831
921,2521.0,4,4,2,2005,Rural,Good,No,462531
922,2764.0,5,5,1,1966,Suburban,Excellent,No,564091
923,2074.0,4,4,2,1987,Rural,Excellent,Yes,399974
924,1797.0,3,3,2,1974,Suburban,Fair,No,329694
925,2705.0,6,5,2,1981,Suburban,Good,Yes,555948
926,1582.0,1,1,1,1964,Downtown,Excellent,Yes,274404
927,2151.0,4,4,1,1962,Downtown,Excellent,Yes,523340
928,1864.0,3,3,1,2007,Suburban,Excellent,Yes,441706
929,2173.0,5,5,1,1999,Suburban,Excellent,No,510110
930,1231.0,2,2,1,1960,Downtown,Good,No,290610
931,1603.0,2,2,2,1962,Downtown,Good,Yes,315876
932,1713.0,3,3,1,1999,Rural,Good,Yes,343190
933,2307.0,4,3,2,1987,Rural,Fair,No,374312
934,1482.0,3,3,2,1950,Suburban,Good,Yes,290435
935,1878.0,2,2,1,1988,Downtown,Excellent,Yes,365984
936,1887.0,3,3,1,1976,Downtown,Fair,Yes,393294
937,908.0,2,1,2,1985,Downtown,Excellent,No,205323
938,3400.0,6,5,1,1981,Rural,Good,Yes,581867
939,2599.0,5,5,2,1990,Downtown,Excellent,No,577369
940,2223.0,2,2,1,1964,Suburban,Fair,No,333787
941,1344.0,2,1,2,1980,Downtown,Good,Yes,303773
942,3612.0,6,5,1,1955,Suburban,Good,Yes,701462
943,1541.0,2,2,1,2001,Suburban,Good,No,283333
944,2612.0,4,4,2,1971,Rural,Excellent,Yes,464833
945,1672.0,3,2,1,1980,Downtown,Excellent,No,390044
946,2138.0,1,1,1,1995,Downtown,Fair,No,363696
947,1744.0,2,2,1,2016,Downtown,Good,No,363070
948,2301.0,3,3,1,1992,Rural,Good,No,373504
949,2029.0,4,4,2,1950,Rural,Good,No,357681
950,2029.0,3,2,2,1993,Suburban,Excellent,No,351126
951,1697.0,3,3,2,2006,Suburban,Excellent,Yes,366113
952,2224.0,5,4,2,1958,Suburban,Good,Yes,478480
953,1374.0,3,2,1,1954,Downtown,Excellent,Yes,245743
954,1704.0,3,3,1,1958,Rural,Good,No,266905
955,2828.0,4,3,2,1994,Suburban,Excellent,Yes,588684
956,1401.0,3,2,2,1973,Downtown,Good,No,356811
957,1566.0,2,2,1,1991,Suburban,Excellent,Yes,348431
958,1533.0,2,2,1,1971,Downtown,Excellent,No,360073
959,1627.0,3,3,1,2009,Downtown,Good,Yes,376563
960,1327.0,2,2,2,1986,Suburban,Excellent,No,253678
961,1733.0,4,5,2,1988,Downtown,Fair,Yes,468030
962,1676.0,3,3,1,2002,Suburban,Good,Yes,354278
963,2284.0,4,4,2,1977,Downtown,Good,Yes,443883
964,1810.0,4,3,1,1964,Downtown,Excellent,No,415846
965,1440.0,3,3,1,2009,Downtown,Excellent,Yes,389182
966,1302.0,1,1,2,2009,Downtown,Excellent,Yes,322578
967,2148.0,4,4,1,1955,Suburban,Excellent,No,357241
968,1845.0,4,3,1,2001,Downtown,Good,No,357474
969,2187.0,4,4,2,1961,Suburban,Excellent,No,435321
970,2091.0,3,3,2,1968,Suburban,Good,Yes,381012
971,2229.0,3,3,2,1951,Suburban,Good,Yes,381227
972,2238.0,4,4,1,2004,Rural,Fair,No,413305
973,2028.0,3,3,1,1964,Suburban,Excellent,Yes,376662
974,766.0,1,1,2,2013,Downtown,Excellent,No,227159
975,1989.0,4,4,2,2018,Downtown,Good,Yes,475048
976,1720.0,3,3,2,1964,Downtown,Fair,Yes,384866
977,1813.0,3,2,1,1992,Suburban,Excellent,Yes,332132
978,2359.0,3,2,1,1966,Downtown,Fair,Yes,426276
979,2244.0,4,3,2,1973,Suburban,Excellent,Yes,476706
980,1682.0,2,2,2,1979,Suburban,Excellent,Yes,313019
981,1943.0,3,2,1,2016,Downtown,Good,No,426890
982,2399.0,4,4,1,2000,Suburban,Good,Yes,529351
983,1758.0,4,4,1,2009,Downtown,Excellent,No,454573
984,1430.0,3,3,1,1952,Downtown,Excellent,No,379716
985,2425.0,4,4,1,1954,Suburban,Good,Yes,484897
986,2069.0,4,3,1,1977,Suburban,Excellent,Yes,412265
987,2478.0,4,4,2,1960,Suburban,Fair,No,406108
988,1248.0,1,1,1,2021,Suburban,Good,No,233607
989,1426.0,2,2,2,2021,Downtown,Excellent,No,370349
990,3633.0,6,5,1,1964,Rural,Excellent,No,644313
991,1816.0,3,3,2,1997,Suburban,Fair,No,367666
992,1898.0,3,3,1,1995,Suburban,Excellent,Yes,382587
993,1421.0,4,3,2,1977,Downtown,Good,Yes,337998
994,1593.0,2,2,2,1956,Suburban,Good,No,279658
995,717.0,1,1,2,2020,Downtown,Fair,Yes,267983
996,1508.0,1,1,2,1955,Downtown,Excellent,No,258450
997,2682.0,5,5,1,2007,Rural,Fair,Yes,508800
998,1579.0,3,3,2,2017,Downtown,Good,Yes,391688
999,2513.0,5,4,2,2004,Rural,Good,No,470876
1000,2222.0,4,4,2,2016,Suburban,Excellent,Yes,467141
1001,2009.0,3,3,1,1998,Downtown,Good,Yes,446231
1002,2105.0,4,3,2,2000,Suburban,Excellent,Yes,484787
1003,2256.0,4,4,1,2008,Rural,Good,No,379054
1004,2059.0,2,2,1,1955,Suburban,Good,Yes,370297
1005,2948.0,6,5,1,2000,Rural,Good,No,521830
1006,2906.0,5,5,1,1987,Suburban,Excellent,Yes,600612
1007,1886.0,3,3,2,1960,Suburban,Excellent,No,369734
1008,2659.0,5,5,2,2001,Rural,Fair,No,496477
1009,1735.0,3,2,2,1969,Downtown,Good,Yes,359116
1010,1704.0,3,2,2,1959,Suburban,Fair,Yes,320571
1011,1608.0,2,1,2,1975,Downtown,Good,Yes,296552
1012,1721.0,3,3,2,1997,Rural,Good,No,330445
1013,1539.0,3,3,1,1963,Rural,Good,Yes,254777
1014,1747.0,2,2,2,2008,Downtown,Good,No,382199
1015,2008.0,4,4,2,1961,Suburban,Good,Yes,388791
1016,2721.0,5,4,2,1972,Rural,Good,Yes,521014
1017,1593.0,3,2,2,2021,Downtown,Excellent,Yes,425195
1018,1712.0,4,4,2,1988,Suburban,Good,Yes,396563
1019,2573.0,4,4,1,1958,Rural,Fair,Yes,443930
1020,1107.0,2,2,1,1974,Downtown,Excellent,No,267599
1021,2895.0,5,4,2,1966,Suburban,Good,No,534011
1022,1058.0,1,1,1,1991,Downtown,Good,Yes,254150
1023,2483.0,4,4,2,1978,Rural,Good,No,440672
1024,1975.0,3,3,1,2009,Rural,Good,No,342939
1025,2942.0,4,4,1,2016,Rural,Fair,No,495686
1026,2034.0,5,5,2,2006,Suburban,Good,Yes,498307
1027,2289.0,3,3,1,2021,Rural,Excellent,Yes,463694
1028,3112.0,4,3,2,1963,Rural,Good,Yes,481509
1029,1612.0,4,3,1,1988,Downtown,Good,No,426745
1030,2910.0,5,4,1,1965,Rural,Good,Yes,488631
1031,1207.0,1,1,2,1967,Downtown,Fair,Yes,242441
1032,1498.0,3,3,1,1969,Suburban,Good,Yes,335261
1033,1643.0,4,4,2,1995,Downtown,Excellent,Yes,465840
1034,1472.0,2,2,2,1994,Downtown,Fair,No,295376
1035,1851.0,5,5,1,1953,Downtown,Good,Yes,448177
1036,2160.0,2,2,2,1969,Suburban,Good,Yes,364378
1037,1682.0,3,3,2,1960,Downtown,Good,No,359351
1038,1388.0,3,2,1,2014,Suburban,Excellent,No,321046
1039,2355.0,5,3,1,1967,Downtown,Fair,No,459713
1040,1534.0,2,2,1,1988,Downtown,Good,No,302244
1041,2549.0,4,3,2,1993,Suburban,Fair,No,494990
1042,1782.0,3,3,2,1967,Suburban,Excellent,Yes,345609
1043,1723.0,3,3,2,1996,Downtown,Fair,Yes,428757
1044,1549.0,3,3,2,1980,Suburban,Good,No,300764
1045,2871.0,6,5,2,1988,Rural,Excellent,No,562288
1046,2022.0,3,3,2,1987,Suburban,Excellent,No,439418
1047,1612.0,3,3,2,1996,Downtown,Good,Yes,375611
1048,1879.0,2,2,1,2019,Downtown,Good,Yes,429463
1049,1860.0,3,3,2,1957,Rural,Good,Yes,318588
1050,1326.0,3,3,2,2014,Downtown,Good,Yes,345796
1051,2874.0,5,4,2,1962,Rural,Good,Yes,500771
1052,3249.0,6,5,2,2004,Suburban,Good,No,656290
1053,2517.0,4,3,1,1992,Rural,Good,Yes,487538
1054,2496.0,4,4,2,1953,Suburban,Good,Yes,448509
1055,2536.0,4,4,1,2020,Rural,Good,Yes,493484
1056,2377.0,4,4,2,2009,Downtown,Excellent,No,534429
1057,1326.0,2,1,1,1961,Suburban,Good,Yes,240621
1058,2247.0,5,4,2,2008,Suburban,Fair,Yes,463701
1059,1387.0,2,2,2,2003,Suburban,Fair,Yes,279910
1060,947.0,1,1,2,1993,Suburban,Excellent,Yes,254189
1061,2778.0,4,4,1,1965,Rural,Good,No,457622
1062,2684.0,4,3,2,1955,Rural,Fair,No,412021
1063,2058.0,3,2,2,1963,Suburban,Good,Yes,346025
1064,2147.0,4,4,2,2007,Suburban,Good,Yes,485761
1065,3749.0,5,5,1,1980,Suburban,Good,No,692511
1066,2071.0,3,3,2,1990,Suburban,Good,Yes,408690
1067,1804.0,3,3,1,1984,Downtown,Fair,Yes,440136
1068,1340.0,1,1,2,1959,Downtown,Excellent,Yes,267620
1069,1718.0,2,2,1,1979,Downtown,Good,No,317972
1070,1505.0,2,2,2,1993,Downtown,Good,Yes,339271
1071,1436.0,2,3,2,2004,Downtown,Excellent,Yes,352680
1072,2328.0,4,3,1,2020,Downtown,Good,No,514589
1073,2071.0,3,3,1,1967,Downtown,Good,Yes,426633
1074,1655.0,2,1,2,1988,Downtown,Good,Yes,375044
1075,1217.0,2,2,1,1991,Rural,Good,No,193088
1076,2019.0,5,5,2,2003,Suburban,Excellent,Yes,492284
1077,2681.0,6,5,1,1979,Downtown,Excellent,No,599999
1078,2085.0,2,2,1,1969,Suburban,Fair,Yes,372355
1079,2041.0,4,3,1,1991,Downtown,Fair,Yes,418985
1080,3465.0,6,5,2,1954,Rural,Excellent,Yes,595587
1081,2309.0,4,4,1,1999,Suburban,Excellent,Yes,479659
1082,1263.0,2,2,2,1990,Downtown,Excellent,Yes,297908
1083,982.0,2,2,2,1988,Suburban,Good,No,224049
1084,3010.0,5,5,1,2006,Rural,Good,Yes,581488
1085,2111.0,3,3,2,2006,Rural,Excellent,Yes,432864
1086,2288.0,3,3,1,1986,Suburban,Good,Yes,428781
1087,1575.0,2,1,2,1956,Suburban,Good,No,239675
1088,1494.0,3,3,1,1954,Downtown,Fair,Yes,298347
1089,2620.0,5,5,1,2000,Rural,Good,Yes,538289
1090,1707.0,3,3,2,1957,Downtown,Good,Yes,359176
1091,1931.0,3,2,2,2005,Rural,Good,Yes,329217
1092,2798.0,5,5,1,1960,Suburban,Excellent,Yes,573505
1093,1902.0,4,4,2,1971,Suburban,Good,No,368129
1094,1363.0,3,2,1,1960,Suburban,Excellent,Yes,260324
1095,1556.0,3,2,2,2009,Downtown,Fair,Yes,346623
1096,1614.0,3,2,2,1964,Downtown,Good,Yes,348130
1097,1664.0,3,3,1,1987,Downtown,Excellent,No,363854
1098,2145.0,3,2,1,1950,Downtown,Fair,Yes,395759
1099,2082.0,3,2,1,1995,Suburban,Fair,Yes,367915
1100,1552.0,3,2,1,1992,Downtown,Good,Yes,338761
1101,1159.0,2,2,1,1971,Downtown,Fair,Yes,251028
1102,3092.0,5,5,2,1952,Rural,Excellent,Yes,552822
1103,2711.0,5,5,2,1963,Rural,Excellent,Yes,513084
1104,2348.0,3,3,1,1951,Rural,Good,Yes,392451
1105,1457.0,3,3,2,2010,Rural,Good,Yes,277691
1106,2178.0,4,4,2,1981,Downtown,Good,Yes,514211
1107,1109.0,2,1,2,1987,Downtown,Excellent,Yes,356652
1108,1904.0,3,2,2,1995,Suburban,Fair,Yes,354106
1109,2379.0,4,3,2,1991,Suburban,Good,No,405546
1110,1121.0,2,2,1,1955,Downtown,Good,No,195038
1111,1704.0,3,2,1,1990,Rural,Good,No,274514
1112,750.0,1,1,1,1974,Downtown,Good,No,159198
1113,1888.0,4,4,1,1960,Downtown,Excellent,No,424990
1114,1927.0,4,4,1,1990,Suburban,Fair,No,400050
1115,3664.0,5,5,2,2020,Suburban,Fair,Yes,668168
1116,1703.0,3,3,1,2006,Suburban,Excellent,No,368896
1117,1231.0,2,1,2,1995,Downtown,Excellent,Yes,300392
1118,2261.0,4,4,1,1997,Rural,Fair,Yes,466375
1119,1697.0,4,3,2,2012,Downtown,Good,No,378262
1120,1412.0,2,2,2,1988,Downtown,Good,Yes,305135
1121,2967.0,5,5,1,1959,Rural,Good,Yes,518423
1122,2013.0,4,3,1,2019,Rural,Good,No,364646
1123,1771.0,2,1,2,2014,Rural,Fair,Yes,324298
1124,1521.0,2,2,1,2008,Rural,Good,Yes,251947
1125,1088.0,1,1,1,1985,Suburban,Excellent,No,191021
1126,1941.0,3,3,1,1976,Suburban,Good,No,390132
1127,1480.0,1,1,2,2004,Downtown,Good,Yes,291244
1128,1884.0,4,5,2,2019,Suburban,Fair,Yes,455247
1129,2097.0,5,5,2,2002,Downtown,Excellent,Yes,522711
1130,2091.0,4,4,2,2009,Downtown,Excellent,No,482002
1131,2033.0,2,2,2,2010,Suburban,Excellent,Yes,398428
1132,1303.0,2,1,2,1985,Suburban,Excellent,Yes,246092
1133,1373.0,2,2,2,1976,Downtown,Excellent,Yes,350558
1134,1360.0,2,2,1,1990,Downtown,Good,Yes,322021
1135,1871.0,4,4,1,1977,Suburban,Good,No,400051
1136,1321.0,3,3,2,1965,Downtown,Good,Yes,347026
1137,2208.0,3,3,2,1984,Rural,Excellent,No,397887
1138,2007.0,4,4,1,1985,Suburban,Excellent,Yes,402670
1139,1882.0,4,4,1,2005,Suburban,Good,No,380262
1140,2304.0,5,4,2,1968,Suburban,Fair,No,456758
1141,2816.0,6,5,2,2006,Rural,Good,Yes,555028
1142,1236.0,1,1,1,1982,Downtown,Excellent,Yes,303208
1143,2836.0,6,5,2,1972,Suburban,Good,Yes,563531
1144,1710.0,3,3,2,2012,Suburban,Good,No,348846
1145,953.0,1,1,2,2019,Downtown,Good,Yes,276792
1146,2828.0,5,4,1,1971,Rural,Good,No,438676
1147,1791.0,3,2,1,2016,Suburban,Excellent,No,374623
1148,2361.0,4,4,1,2008,Suburban,Good,No,476084
1149,1158.0,1,1,1,1974,Rural,Excellent,No,179013
1150,3435.0,6,5,2,1966,Rural,Good,Yes,572296
1151,2536.0,5,4,1,1988,Suburban,Good,Yes,479756
1152,1700.0,3,3,2,1988,Rural,Good,Yes,301718
1153,1461.0,3,3,1,1973,Suburban,Excellent,No,307879
1154,3036.0,5,4,1,1987,Suburban,Good,No,604319
1155,1831.0,4,4,2,2006,Suburban,Good,No,376289
1156,1783.0,2,2,2,1993,Suburban,Good,Yes,328409
1157,694.0,2,2,1,1985,Downtown,Excellent,Yes,280250
1158,2390.0,4,3,2,2019,Rural,Fair,No,452984
1159,2463.0,4,4,2,1994,Rural,Excellent,Yes,443407
1160,1886.0,4,4,2,1975,Downtown,Good,Yes,449938
1161,1761.0,2,2,2,1960,Rural,Good,No,273706
1162,992.0,1,1,1,2001,Downtown,Fair,Yes,244675
1163,1780.0,2,2,2,1974,Downtown,Good,Yes,333953
1164,2703.0,4,3,2,1980,Suburban,Good,Yes,485494
1165,972.0,3,3,1,1994,Downtown,Fair,Yes,268923
1166,3249.0,5,5,1,2016,Rural,Good,No,606665
1167,2623.0,3,3,2,1989,Rural,Excellent,Yes,451386
1168,2746.0,4,4,1,1995,Suburban,Fair,Yes,515239
1169,1572.0,2,2,1,2003,Downtown,Excellent,Yes,365038
1170,591.0,1,1,2,1990,Downtown,Good,No,129600
1171,2124.0,4,3,1,1987,Suburban,Good,Yes,490148
1172,3236.0,5,5,1,1985,Rural,Good,Yes,588810
1173,1753.0,4,4,2,1993,Suburban,Fair,Yes,417353
1174,1445.0,2,1,2,2006,Downtown,Fair,Yes,295038
1175,2112.0,4,4,1,2015,Suburban,Fair,Yes,488740
1176,750.0,1,2,2,1979,Suburban,Fair,No,133114
1177,3036.0,6,5,2,1959,Suburban,Good,No,580435
1178,1239.0,3,3,2,2010,Downtown,Excellent,Yes,391463
1179,2453.0,4,4,1,2012,Suburban,Excellent,Yes,563755
1180,2157.0,4,4,1,1985,Suburban,Good,No,423897
1181,3355.0,5,4,1,2003,Rural,Fair,Yes,564482
1182,1762.0,3,3,2,2014,Downtown,Good,No,408389
1183,2083.0,3,3,2,1953,Suburban,Good,Yes,388618
1184,2064.0,3,3,2,2004,Rural,Good,No,348725
1185,1919.0,3,3,2,2003,Downtown,Good,No,410303
1186,1476.0,2,1,2,2013,Rural,Good,No,209894
1187,2523.0,4,4,1,1971,Suburban,Good,No,439475
1188,1160.0,2,2,2,1974,Downtown,Good,Yes,287266
1189,2101.0,4,3,2,2008,Downtown,Excellent,No,507973
1190,2281.0,5,5,2,2006,Suburban,Excellent,Yes,550925
1191,1858.0,2,1,1,2003,Downtown,Good,Yes,445139
1192,2241.0,5,5,2,1993,Suburban,Excellent,No,528313
1193,899.0,1,1,1,2001,Downtown,Excellent,No,237935
1194,1770.0,3,2,1,1965,Suburban,Good,No,290280
1195,1869.0,2,1,2,1965,Downtown,Good,Yes,349225
1196,2700.0,5,5,2,2004,Rural,Good,No,491729
1197,3309.0,6,5,1,2010,Rural,Excellent,No,635577
1198,2842.0,4,4,2,1989,Rural,Excellent,Yes,542231
1199,1717.0,3,2,1,1970,Suburban,Fair,Yes,327721
1200,1282.0,3,2,1,2015,Downtown,Good,Yes,384488
1201,2251.0,4,4,1,1957,Suburban,Good,Yes,438067
1202,674.0,2,1,2,2020,Downtown,Good,No,190375
1203,2269.0,4,4,2,1959,Downtown,Fair,No,433247
1204,1777.0,4,4,2,2006,Downtown,Excellent,No,460629
1205,2814.0,3,3,2,1953,Suburban,Good,No,467277
1206,1410.0,4,4,1,1992,Suburban,Excellent,Yes,394100
1207,2822.0,6,5,1,2012,Suburban,Excellent,No,605068
1208,3316.0,5,4,2,1992,Suburban,Excellent,Yes,639825
1209,1072.0,1,1,1,2016,Downtown,Good,No,220140
1210,3063.0,5,5,2,2000,Rural,Good,Yes,547728
1211,2201.0,3,4,2,2005,Suburban,Fair,No,431945
1212,1428.0,3,3,2,1992,Suburban,Good,Yes,322176
1213,1797.0,3,3,1,1973,Downtown,Fair,Yes,396611
1214,2617.0,4,3,1,1983,Suburban,Good,No,487182
1215,1899.0,4,3,2,2008,Suburban,Good,Yes,409778
1216,2066.0,4,3,1,1951,Downtown,Fair,No,374727
1217,933.0,2,2,2,1951,Downtown,Fair,Yes,213563
1218,1453.0,2,2,1,1959,Suburban,Fair,No,237619
1219,2268.0,3,3,1,1972,Suburban,Excellent,Yes,471341
1220,1610.0,3,3,1,1964,Downtown,Excellent,Yes,410566
1221,2170.0,3,2,1,1966,Rural,Good,Yes,333871
1222,1924.0,2,1,2,1963,Downtown,Fair,Yes,335993
1223,2465.0,5,5,1,1965,Suburban,Fair,Yes,448607
1224,3115.0,6,5,1,1981,Rural,Fair,Yes,558987
1225,2138.0,4,4,1,1972,Suburban,Fair,Yes,403941
1226,2501.0,6,5,1,1983,Suburban,Excellent,Yes,613869
1227,1422.0,2,2,1,1965,Downtown,Good,Yes,276901
1228,2422.0,4,4,1,1983,Downtown,Good,No,501942
1229,2112.0,3,2,2,2020,Rural,Fair,Yes,360277
1230,3253.0,6,5,2,1982,Suburban,Good,Yes,633983
1231,2621.0,4,4,2,2017,Rural,Good,No,470763
1232,1050.0,2,2,2,1992,Downtown,Good,Yes,297107
1233,2147.0,3,3,1,2013,Downtown,Good,No,472941
1234,1650.0,2,2,2,2020,Downtown,Fair,Yes,395863
1235,2626.0,5,5,2,1967,Suburban,Good,Yes,497949
1236,2090.0,3,3,1,2017,Downtown,Good,Yes,499409
1237,2803.0,4,4,2,2010,Rural,Good,No,486308
1238,1904.0,4,3,1,1969,Suburban,Excellent,No,347980
1239,3185.0,6,5,1,1960,Rural,Good,Yes,559575
1240,1600.0,3,3,2,1995,Downtown,Good,Yes,386711
1241,3012.0,5,5,1,2013,Rural,Good,No,526140
1242,1123.0,2,2,1,1977,Suburban,Good,Yes,255465
1243,2423.0,4,4,1,1997,Suburban,Good,Yes,468074
1244,2217.0,4,3,1,1984,Rural,Good,No,359267
1245,3027.0,4,4,1,1957,Suburban,Excellent,No,542110
1246,2512.0,5,4,2,1971,Suburban,Fair,Yes,503759
1247,1696.0,3,2,2,1973,Downtown,Good,No,320121
1248,1795.0,2,1,2,2015,Downtown,Good,No,398685
1249,2001.0,3,3,1,2013,Rural,Excellent,Yes,342391
1250,3012.0,5,4,2,2014,Suburban,Good,Yes,609566
1251,3196.0,5,5,2,1963,Suburban,Good,Yes,565021
1252,2396.0,5,5,1,1974,Suburban,Fair,No,445891
1253,2236.0,4,3,2,1952,Downtown,Good,No,477977
1254,1372.0,2,2,2,1954,Downtown,Fair,Yes,253240
1255,1801.0,3,3,2,2014,Suburban,Good,No,372836
1256,2220.0,3,2,1,2003,Suburban,Fair,Yes,389556
1257,1774.0,3,2,1,1968,Downtown,Good,Yes,391212
1258,2003.0,4,3,2,2003,Suburban,Good,Yes,432890
1259,1815.0,4,4,2,1959,Downtown,Good,Yes,422407
1260,2353.0,4,4,2,1965,Suburban,Excellent,No,482947
1261,1201.0,3,3,2,1995,Downtown,Good,Yes,319276
1262,2459.0,5,4,2,1978,Suburban,Good,No,503161
1263,1945.0,3,3,1,1964,Downtown,Good,Yes,441720
1264,2286.0,5,5,2,1997,Suburban,Fair,Yes,493107
1265,2061.0,4,3,1,1960,Downtown,Excellent,No,409467
1266,1113.0,1,1,2,1983,Downtown,Fair,Yes,210482
1267,1787.0,4,4,2,1985,Downtown,Good,Yes,439195
1268,1615.0,4,4,1,1979,Suburban,Good,Yes,330850
1269,1643.0,3,2,2,1968,Suburban,Good,No,264987
1270,1348.0,2,2,1,2017,Downtown,Good,Yes,363265
1271,1729.0,3,2,1,2019,Suburban,Good,Yes,360088
1272,2271.0,4,4,1,1982,Rural,Fair,Yes,463938
1273,2093.0,4,4,1,1971,Suburban,Excellent,Yes,422065
1274,1935.0,4,3,1,1985,Downtown,Good,No,409456
1275,2039.0,3,3,1,1972,Suburban,Excellent,Yes,413863
1276,966.0,3,2,2,2012,Downtown,Excellent,Yes,323123
1277,2056.0,3,2,2,1975,Downtown,Excellent,Yes,435812
1278,2098.0,4,4,2,2009,Rural,Good,Yes,410680
1279,1577.0,2,2,1,1954,Downtown,Good,No,382705
1280,2423.0,4,4,2,2003,Suburban,Excellent,Yes,555241
1281,2300.0,4,3,2,1987,Suburban,Good,No,456061
1282,2747.0,5,5,1,2011,Suburban,Fair,Yes,532790
1283,2440.0,4,4,2,1974,Suburban,Excellent,Yes,488055
1284,1255.0,3,3,1,1961,Downtown,Excellent,No,326335
1285,2471.0,4,3,2,1971,Downtown,Good,Yes,518394
1286,2297.0,3,3,1,1958,Suburban,Fair,No,415442
1287,1541.0,4,3,1,1978,Downtown,Good,No,344224
1288,1986.0,4,4,2,1993,Downtown,Excellent,Yes,482252
1289,1700.0,1,1,1,1976,Downtown,Excellent,Yes,327881
1290,1760.0,3,3,1,2004,Downtown,Good,No,432744
1291,2597.0,3,3,2,1954,Downtown,Fair,Yes,494488
1292,1490.0,2,2,2,2001,Downtown,Excellent,Yes,354087
1293,2041.0,1,1,2,1962,Suburban,Good,Yes,327744
1294,2258.0,4,4,1,1991,Suburban,Good,Yes,460997
1295,3243.0,5,5,1,1964,Rural,Excellent,No,543801
1296,997.0,2,2,2,1967,Downtown,Fair,Yes,260209
1297,814.0,1,1,1,1999,Downtown,Good,Yes,224878
1298,1365.0,2,2,1,1951,Downtown,Fair,No,246001
1299,1383.0,2,2,2,1962,Suburban,Good,Yes,234219
1300,1988.0,4,4,1,2017,Suburban,Excellent,Yes,486464
1301,1801.0,4,4,1,1996,Downtown,Good,No,431683
1302,2066.0,4,3,1,1999,Rural,Excellent,Yes,390489
1303,1029.0,1,1,1,1961,Downtown,Good,No,191589
1304,2235.0,5,5,1,1962,Suburban,Good,No,442458
1305,2631.0,3,3,1,1958,Suburban,Good,Yes,457046
1306,1583.0,2,2,1,2008,Rural,Good,Yes,290950
1307,2610.0,4,4,2,1994,Suburban,Good,Yes,467648
1308,3090.0,6,5,2,2019,Rural,Fair,Yes,596877
1309,1982.0,3,3,1,1992,Downtown,Good,No,389284
1310,3331.0,5,5,2,1972,Rural,Good,No,600866
1311,2481.0,3,3,1,1994,Downtown,Excellent,Yes,552780
1312,2386.0,5,5,1,1972,Rural,Good,No,461552
1313,2255.0,4,3,1,1983,Suburban,Excellent,No,383574
1314,2350.0,4,4,2,1965,Rural,Fair,No,376766
1315,2201.0,3,3,2,2012,Suburban,Good,Yes,441637
1316,2966.0,4,4,2,2000,Suburban,Good,Yes,581724
1317,1527.0,2,2,1,1981,Suburban,Good,Yes,316568
1318,1769.0,3,3,1,1987,Suburban,Fair,No,367565
1319,2151.0,3,2,2,2005,Downtown,Excellent,Yes,420332
1320,2008.0,3,3,1,2018,Downtown,Excellent,Yes,461837
1321,1455.0,2,1,2,1966,Downtown,Good,Yes,299769
1322,1942.0,3,2,2,1988,Downtown,Fair,Yes,424297
1323,2805.0,4,3,2,1990,Rural,Excellent,Yes,523671
1324,2200.0,4,4,2,1997,Downtown,Good,No,493836
1325,2645.0,4,4,2,1977,Rural,Excellent,Yes,465512
1326,2010.0,3,2,2,1999,Downtown,Excellent,Yes,440339
1327,2657.0,5,5,2,1950,Downtown,Excellent,Yes,550103
1328,2499.0,3,2,1,1999,Suburban,Good,Yes,437245
1329,2225.0,4,4,2,1968,Suburban,Fair,Yes,399437
1330,2561.0,4,4,1,2008,Suburban,Good,Yes,490340
1331,2017.0,2,2,1,2017,Suburban,Good,Yes,403682
1332,3394.0,6,5,1,2016,Suburban,Excellent,Yes,706937
1333,1672.0,2,1,1,1990,Downtown,Fair,Yes,317287
1334,2436.0,4,4,2,1959,Rural,Fair,Yes,363158
1335,2099.0,4,4,2,1977,Rural,Excellent,No,380464
1336,2749.0,5,5,1,1983,Suburban,Excellent,No,590441
1337,1947.0,3,3,1,1988,Downtown,Excellent,Yes,446429
1338,1951.0,3,3,2,2005,Suburban,Excellent,Yes,442205
1339,1831.0,4,4,2,2001,Downtown,Good,No,438138
1340,997.0,2,1,2,1952,Downtown,Good,Yes,219887
1341,1674.0,2,2,1,1972,Downtown,Excellent,No,314705
1342,2426.0,3,3,2,1966,Suburban,Good,No,408692
1343,3624.0,5,5,1,2020,Rural,Good,Yes,651437
1344,1815.0,3,3,1,1975,Suburban,Fair,Yes,383020
1345,1561.0,3,2,1,1967,Suburban,Good,No,290710
