brand,year,mileage,engine_size,price
Hyundai,2022,39820,2.6,25957
Chevrolet,2014,146614,2.6,27094
Nissan,2010,78239,1.5,19699
Kia,2017,64998,2.9,21835
BMW,2021,48743,2.1,23936
Nissan,2016,18965,1.7,11894
Honda,2014,25387,3.0,28616
Hyundai,2022,39354,2.1,30613
BMW,2019,54541,2.9,26210
Toyota,2019,8728,1.4,13317
BMW,2016,63193,2.4,33185
Volkswagen,2019,94927,3.7,20214
Ford,2012,30394,3.1,37159
Ford,2017,123323,3.7,16239
BMW,2014,82835,3.3,20612
Volkswagen,2011,142552,3.3,20745
BMW,2011,52232,3.7,28311
Ford,2013,89239,1.5,18531
Kia,2016,81656,2.5,42363
Honda,2023,43920,3.9,26819
Ford,2019,89854,1.9,33609
Honda,2013,96258,3.1,8731
Toyota,2018,73041,3.5,17157
Honda,2011,85322,3.8,44994
Kia,2015,78334,3.7,23590
Volkswagen,2013,69918,3.2,22027
Honda,2015,110238,3.2,33927
Nissan,2019,145075,2.3,16162
Chevrolet,2018,19714,2.0,20739
Ford,2019,120697,3.9,36249
Volkswagen,2021,98960,3.9,28915
Mazda,2018,8316,2.5,17510
Toyota,2018,25710,2.5,20814
Chevrolet,2018,123993,2.6,17609
Nissan,2012,112896,2.6,17109
Hyundai,2021,22577,3.6,29182
Kia,2020,143578,2.5,12469
BMW,2023,62121,3.7,27747
Chevrolet,2018,145514,3.2,11309
Volkswagen,2012,63216,3.9,9034
Volkswagen,2019,7410,3.2,7204
Volkswagen,2012,31154,2.5,25215
Toyota,2014,79202,3.8,31878
Honda,2015,68446,2.0,33595
Ford,2018,26008,3.9,18999
Hyundai,2010,93601,1.5,24448
BMW,2017,100788,3.1,21572
Volkswagen,2023,68552,1.4,13642
BMW,2023,12005,1.9,18487
Mazda,2013,123239,2.6,42969
Toyota,2019,117413,1.8,31375
Volkswagen,2016,58737,4.0,25181
Mazda,2015,36811,3.4,12490
Hyundai,2015,123571,3.6,8452
Hyundai,2016,102887,3.9,23189
Ford,2013,79722,3.2,37511
Nissan,2015,30120,2.1,20918
Ford,2012,75610,3.4,12514
Honda,2014,145195,2.9,26945
BMW,2022,134996,2.1,24230
Kia,2022,117602,2.4,13666
Hyundai,2023,91253,3.0,9140
Kia,2022,52565,2.4,15396
Toyota,2011,110495,2.0,16164
Chevrolet,2012,110852,2.5,34293
Volkswagen,2022,24352,2.0,6214
Toyota,2018,36626,3.7,39801
Hyundai,2015,101825,3.2,16823
Mazda,2012,138731,2.4,14611
BMW,2011,136705,3.9,16725
Kia,2014,20716,2.4,42806
Ford,2019,96336,2.9,34889
Chevrolet,2023,22366,2.7,19372
Nissan,2014,90770,1.7,12930
Toyota,2010,25377,2.5,27572
Nissan,2012,118920,1.6,26688
Kia,2016,104293,1.8,8582
Kia,2018,72152,3.4,37268
Volkswagen,2014,101686,2.2,16592
Mazda,2013,13616,1.6,15551
Mazda,2012,145694,3.3,28753
Honda,2019,88555,3.5,32364
Ford,2022,50160,2.9,41764
Hyundai,2018,44163,3.8,32013
Hyundai,2023,108522,3.6,42608
Kia,2016,84112,2.8,17697
Toyota,2021,75787,3.3,26589
BMW,2016,99616,2.3,30205
Hyundai,2023,20306,3.1,7218
Hyundai,2022,32968,3.9,34157
Toyota,2017,83131,3.5,12961
Ford,2019,30920,2.4,30040
Chevrolet,2010,127211,3.8,25190
Mazda,2020,103911,3.5,23969
Volkswagen,2013,75847,1.5,12743
Volkswagen,2022,13944,3.3,23109
Volkswagen,2022,139120,3.9,42361
Toyota,2014,42212,2.2,21645
Volkswagen,2014,21000,2.1,17605
Kia,2010,93973,3.1,27185
Honda,2012,30534,1.7,17826
Toyota,2011,104895,3.2,44709
Toyota,2021,149411,2.0,38377
Mazda,2016,105892,2.6,24156
Volkswagen,2022,85359,3.7,17864
Nissan,2023,17459,3.5,31271
Chevrolet,2014,76717,1.7,13554
Honda,2012,148280,3.4,17449
Toyota,2020,58546,2.5,8502
Honda,2017,122786,4.0,32405
Toyota,2010,83571,2.2,42501
Ford,2010,141948,2.6,21629
Mazda,2023,72011,2.3,26612
Kia,2015,132901,2.9,22304
Ford,2010,94657,2.1,31157
BMW,2013,35978,3.8,14084
Volkswagen,2015,108379,3.0,38896
BMW,2010,63467,3.9,35237
Chevrolet,2022,16329,3.2,37353
Nissan,2018,33025,1.9,31449
Kia,2013,108940,1.4,27246
Ford,2018,146967,2.5,31818
Honda,2018,145404,4.0,16718
Honda,2022,111994,3.7,8894
Chevrolet,2015,9682,3.6,10729
Toyota,2022,106393,2.9,6671
Honda,2016,107318,1.6,36151
Volkswagen,2022,5613,1.4,17831
Nissan,2010,87563,3.6,26863
Mazda,2014,116188,1.9,31948
Volkswagen,2012,48322,1.6,8334
Nissan,2019,119849,3.2,29521
Chevrolet,2019,15013,1.4,40645
Volkswagen,2022,66763,3.3,21020
Mazda,2015,106706,1.9,28452
Mazda,2013,146891,2.2,9549
Hyundai,2022,41761,1.8,32173
Toyota,2023,59007,3.4,26096
Chevrolet,2022,136128,2.7,8458
Volkswagen,2018,124972,1.8,43052
Kia,2016,31920,1.5,26008
Kia,2023,67467,4.0,6696
Chevrolet,2013,68897,3.3,42385
Volkswagen,2022,124590,3.2,44460
Ford,2020,149138,2.7,27654
Ford,2015,138685,2.5,18728
Toyota,2011,24219,3.5,10882
Volkswagen,2023,95777,3.5,29941
Mazda,2012,141054,1.6,43969
Honda,2020,110229,3.6,25143
Kia,2016,57760,3.4,12038
Volkswagen,2020,61758,2.7,17722
Volkswagen,2021,53562,2.6,39157
Honda,2013,66033,3.6,44817
Honda,2023,96097,3.5,35599
Nissan,2021,94865,1.8,18839
Hyundai,2019,132416,2.8,25703
Toyota,2016,69074,3.9,34757
Kia,2018,139940,3.3,16696
Honda,2023,126222,3.9,25110
Ford,2022,144678,3.4,42865
Chevrolet,2014,44338,2.8,30626
Ford,2023,82011,3.0,34230
Nissan,2010,114602,3.2,10273
Nissan,2014,40654,3.3,35151
Honda,2015,101003,3.3,23856
Nissan,2023,59109,3.8,40176
Mazda,2020,115260,2.2,19856
BMW,2011,119897,3.6,15758
Volkswagen,2017,121845,2.9,8611
Volkswagen,2022,121877,3.7,24421
Honda,2011,128555,3.0,20421
Nissan,2023,93203,3.8,41515
Chevrolet,2018,118313,2.5,10192
Mazda,2023,62369,1.7,19434
Toyota,2022,114189,3.1,30278
Nissan,2011,106262,3.4,26810
Mazda,2012,91377,3.2,43092
Hyundai,2017,142062,3.3,37559
Toyota,2020,121370,1.5,11723
Volkswagen,2015,83183,3.9,6289
Hyundai,2010,23350,2.1,10497
Honda,2013,139358,2.5,19873
Kia,2014,55147,2.5,8966
Honda,2023,104260,3.8,37194
Chevrolet,2020,5217,3.3,42617
Mazda,2012,58098,3.0,20284
Kia,2010,105719,1.7,30514
Toyota,2012,93115,2.2,31266
Toyota,2022,104771,2.7,22685
Hyundai,2018,50742,1.7,15859
Chevrolet,2011,24256,2.9,37291
Volkswagen,2010,21416,2.0,27304
Nissan,2016,24871,3.5,8545
Nissan,2022,95536,3.6,20198
Kia,2016,8078,3.0,39046
Chevrolet,2014,99946,2.3,36388
Chevrolet,2011,121505,1.5,13548
Toyota,2023,82654,3.0,29889
Volkswagen,2010,82746,3.4,7318
Mazda,2022,85567,3.5,26685
Volkswagen,2014,104018,2.7,21114
Ford,2019,56176,1.8,15941
Chevrolet,2013,49689,1.6,40918
Honda,2018,44630,1.5,27585
BMW,2014,71346,2.0,43836
Chevrolet,2020,15647,1.8,41345
Kia,2019,105334,1.8,43684
Honda,2021,83740,3.2,30133
Kia,2021,11033,1.9,28247
Hyundai,2011,111258,3.2,25477
BMW,2013,141752,2.3,22249
BMW,2022,143677,3.4,29660
Toyota,2021,42329,1.8,38286
Chevrolet,2018,126820,1.5,7539
Toyota,2017,139377,1.6,41124
Nissan,2012,59044,3.9,26552
Kia,2017,145805,2.8,26318
Ford,2022,13612,3.0,17637
Ford,2011,115040,3.9,28986
Nissan,2012,9436,3.4,11023
Hyundai,2023,110401,1.7,20040
Ford,2014,78850,2.5,17769
Kia,2020,124655,3.5,32219
Ford,2021,46393,3.1,28646
Nissan,2023,21335,2.0,8762
Honda,2019,27715,3.5,42921
Toyota,2019,133013,2.9,34252
Mazda,2017,9165,3.4,43645
Kia,2010,132626,3.0,28765
Toyota,2013,123170,2.6,8756
BMW,2010,122572,3.3,26150
Volkswagen,2010,56790,3.7,25277
Ford,2021,101573,2.6,35428
Ford,2014,22999,1.5,17437
Hyundai,2015,20505,2.9,14455
Toyota,2010,27388,1.6,5283
Volkswagen,2020,107112,2.2,12626
Ford,2015,51461,2.8,16594
BMW,2014,117630,2.3,10590
Hyundai,2013,103839,2.1,42097
Toyota,2019,44857,1.5,25522
Hyundai,2014,84639,2.1,38558
Toyota,2017,135828,2.4,31720
Chevrolet,2018,87578,2.2,17660
Chevrolet,2020,53149,3.0,33067
Nissan,2023,19337,3.1,35580
Kia,2021,134126,3.4,24749
Hyundai,2011,32683,1.9,33662
Nissan,2015,68269,3.0,33431
Hyundai,2012,77754,2.5,20945
Ford,2011,112662,2.2,7299
Mazda,2021,84330,2.7,22707
Hyundai,2023,113467,2.7,26264
Ford,2022,121591,3.1,36027
Volkswagen,2010,141469,2.9,12958
Chevrolet,2013,115202,3.0,33672
Nissan,2017,128315,3.9,31716
Mazda,2012,73269,3.5,5280
BMW,2014,124939,2.2,24973
Chevrolet,2023,27425,2.8,23889
Nissan,2019,44119,2.0,9583
Mazda,2014,135273,2.7,5406
BMW,2014,119364,3.3,22682
Honda,2020,38125,1.6,43836
Ford,2018,143383,1.8,26406
Honda,2017,115967,1.4,20462
Ford,2017,86140,2.4,38573
Toyota,2022,21401,3.4,14618
Kia,2022,142700,2.6,14592
Mazda,2010,118015,2.9,15417
Honda,2010,55065,2.9,44481
Kia,2011,122600,1.6,42473
Mazda,2023,96464,1.9,30312
Nissan,2017,37398,3.8,44851
Toyota,2019,73699,2.6,21634
Nissan,2010,26755,2.5,19236
Ford,2013,112107,3.4,26860
Kia,2018,96174,1.5,7263
Mazda,2011,95759,3.6,23863
Hyundai,2012,146673,3.1,10163
Kia,2020,9017,1.8,43760
Volkswagen,2015,37850,1.6,43815
BMW,2022,105093,1.4,29650
Honda,2020,51787,2.2,22235
Mazda,2019,144045,2.2,19574
Chevrolet,2012,107420,1.9,17913
Chevrolet,2013,34913,2.1,14916
BMW,2018,18356,2.9,38853
Ford,2018,116545,1.7,39974
Kia,2019,108830,1.9,9382
Kia,2014,56893,2.9,42387
Chevrolet,2016,26135,3.2,12970
Kia,2018,127419,3.8,30577
BMW,2017,148696,2.7,7360
Kia,2020,25247,1.7,37424
Ford,2016,20507,2.9,17174
Honda,2021,123374,4.0,14693
Volkswagen,2017,133410,3.7,29483
Honda,2014,70025,3.4,30965
Volkswagen,2014,118458,3.3,27935
Hyundai,2014,92521,3.4,31961
Honda,2010,40953,1.6,34079
BMW,2015,63364,2.8,33639
Toyota,2014,61581,3.2,6099
Hyundai,2017,65837,1.6,41938
Volkswagen,2017,22461,3.8,25738
Volkswagen,2011,113271,1.7,22922
Hyundai,2020,18501,1.6,44196
Volkswagen,2015,16070,1.7,16317
Mazda,2021,105194,2.5,31021
Toyota,2020,137698,2.8,34504
BMW,2019,69569,1.6,26220
Mazda,2019,44414,3.4,10780
Volkswagen,2015,33860,1.9,12917
Honda,2012,121259,2.9,25027
Mazda,2010,123363,2.7,21074
Honda,2016,129471,3.8,30530
Hyundai,2019,64970,3.7,42321
Kia,2014,59584,2.0,13374
Nissan,2021,69286,2.8,7306
Volkswagen,2021,75309,4.0,12803
Nissan,2019,42812,2.3,41847
Toyota,2014,99359,1.6,21653
Honda,2020,147702,3.3,9908
Mazda,2017,47075,2.7,7398
Nissan,2021,124496,3.8,40317
Ford,2014,146172,2.9,43064
Volkswagen,2014,34103,2.7,28989
Nissan,2010,133578,3.8,22221
Mazda,2011,39096,2.4,34693
Mazda,2014,107754,3.0,37563
Toyota,2016,82766,3.6,16757
Chevrolet,2012,16807,3.0,18374
BMW,2021,61723,2.2,6780
Ford,2010,39951,2.9,28152
Nissan,2020,20427,2.5,18421
BMW,2021,5153,4.0,33929
Ford,2011,59734,1.5,17827
Chevrolet,2012,68813,3.4,6476
Nissan,2021,71351,1.5,28839
Ford,2018,137191,3.0,14290
BMW,2017,71745,2.5,13293
Honda,2013,68810,3.8,5510
Mazda,2017,104410,2.8,11434
Kia,2022,32372,3.6,16822
Hyundai,2018,132424,3.1,27417
Volkswagen,2012,108568,2.6,39339
Kia,2015,83101,2.3,31746
Nissan,2017,32235,1.7,10784
Nissan,2019,71573,1.4,9525
Ford,2016,73869,1.4,35011
Mazda,2018,114037,2.0,38912
Chevrolet,2016,105243,2.9,27759
Toyota,2010,20555,3.9,12774
Ford,2018,23863,3.2,28574
Toyota,2021,131741,1.6,37633
Hyundai,2014,102211,3.1,5461
BMW,2015,119092,2.7,15828
Ford,2011,126208,3.1,34987
Hyundai,2011,10203,3.0,9823
Volkswagen,2022,66182,1.8,32504
Ford,2013,107362,3.8,44048
Mazda,2013,111319,2.8,29596
Mazda,2014,37293,3.2,33120
Nissan,2016,128100,2.4,32328
Volkswagen,2022,127327,1.7,23890
Nissan,2020,92043,3.2,24098
Toyota,2021,73721,3.9,15255
Kia,2010,22622,2.9,15541
Chevrolet,2019,141527,1.9,30958
Volkswagen,2013,142868,3.0,34615
BMW,2022,63534,2.5,32225
Chevrolet,2018,132262,2.4,27201
Chevrolet,2017,27423,3.8,31038
Honda,2012,32007,3.3,19382
Ford,2015,98006,2.7,17418
BMW,2020,118156,2.5,7135
Volkswagen,2018,101382,2.0,17629
Nissan,2017,121144,2.3,35781
Toyota,2016,87542,2.8,17326
Ford,2016,125988,1.5,19152
Honda,2010,140573,2.3,43048
Toyota,2014,133711,2.7,36356
Volkswagen,2016,143361,3.0,24760
Kia,2023,80696,3.3,21735
Chevrolet,2022,88943,1.4,11977
Honda,2011,12190,2.2,11214
Toyota,2015,56678,2.1,38751
Nissan,2023,95456,2.8,29310
Honda,2011,147332,2.6,37806
Toyota,2012,7445,1.6,14315
Honda,2010,145048,3.4,14690
Nissan,2012,26275,3.2,21896
Nissan,2016,59386,3.5,41525
BMW,2014,85643,1.7,9771
Mazda,2013,76301,2.7,7015
Chevrolet,2022,79673,3.0,28514
Ford,2021,87946,1.5,35587
Ford,2017,73585,3.9,44595
Volkswagen,2017,60298,3.5,31142
Hyundai,2010,98418,2.0,34792
Volkswagen,2018,53378,3.0,13813
Hyundai,2023,67519,1.8,26177
Honda,2018,117707,3.7,6076
Hyundai,2011,16590,1.7,11616
Mazda,2011,102987,3.8,19413
Mazda,2017,124741,3.6,31033
Chevrolet,2021,98890,2.6,28300
Toyota,2020,142741,3.1,22296
Ford,2015,21773,2.0,25101
Chevrolet,2012,20648,2.4,40196
Mazda,2021,75152,2.0,15075
Toyota,2011,14867,2.8,8004
Volkswagen,2014,70788,2.2,36126
Ford,2017,103018,2.3,30456
BMW,2015,78588,2.6,21700
Ford,2021,92843,3.7,26138
Honda,2012,124436,2.8,16181
Kia,2021,143937,3.5,38439
Ford,2021,55657,3.6,18613
Mazda,2018,49628,2.0,12003
Honda,2017,17705,3.4,19332
Nissan,2019,83754,3.1,21251
Hyundai,2015,49237,2.7,36446
Volkswagen,2010,94809,1.6,26009
BMW,2011,124378,2.9,11061
Volkswagen,2013,34792,1.8,30135
Nissan,2011,114410,3.5,20165
Kia,2012,86043,3.8,40037
Ford,2023,68871,2.6,42605
Chevrolet,2017,114376,2.5,6690
Honda,2018,16899,2.7,25029
BMW,2015,70179,1.6,38125
Nissan,2013,28584,2.0,6357
Kia,2020,16020,3.8,5832
Volkswagen,2011,37983,2.3,28859
Nissan,2016,56838,2.9,21384
BMW,2019,118996,3.1,44857
BMW,2020,59731,3.7,40367
Kia,2016,21760,2.0,13336
Volkswagen,2019,126648,3.7,32648
Mazda,2018,69646,2.4,28018
BMW,2014,29156,3.8,28019
Honda,2019,34520,2.5,38693
Honda,2013,95864,1.7,42698
Hyundai,2019,94504,1.5,25258
Volkswagen,2015,131049,3.9,7871
Nissan,2021,118553,1.7,32005
Honda,2011,44238,2.8,10005
Kia,2011,125289,2.8,16495
Nissan,2021,124554,2.4,35549
Volkswagen,2018,51883,2.5,13480
Kia,2016,35642,2.6,27212
Ford,2016,77056,1.7,5952
Toyota,2022,9576,3.5,37058
Honda,2014,12183,2.4,35445
Honda,2016,135949,2.0,18084
Hyundai,2018,81350,2.2,33380
Mazda,2019,31352,3.0,25451
Hyundai,2014,66924,3.4,22206
Volkswagen,2018,82132,1.8,23581
Hyundai,2010,134963,2.9,35582
Mazda,2022,60552,2.5,13808
Mazda,2021,64418,3.6,36408
BMW,2012,137157,3.9,17504
BMW,2016,101225,3.2,17167
Toyota,2013,41497,2.9,30056
Kia,2011,91248,3.4,26676
Ford,2021,137559,2.7,39494
Mazda,2023,79076,1.5,19411
Ford,2012,86491,3.2,32768
Honda,2016,133686,2.9,24398
Chevrolet,2017,97565,1.8,16436
Toyota,2020,114948,2.0,7900
Volkswagen,2018,45105,2.0,37743
Nissan,2015,51369,3.3,35263
Ford,2019,12102,2.7,26461
Hyundai,2018,130443,1.5,39376
Mazda,2013,71545,3.6,21396
Ford,2021,68794,3.1,11207
Nissan,2014,93625,3.3,41466
Mazda,2010,8079,3.8,21179
Volkswagen,2023,17167,2.1,38333
Chevrolet,2018,72722,2.9,40640
Hyundai,2018,49279,3.4,44441
Ford,2018,14398,2.7,43424
BMW,2012,66140,2.7,42556
Toyota,2022,140590,3.8,36507
Ford,2019,54456,2.0,33170
Ford,2019,41222,3.1,34153
Nissan,2019,11082,3.9,23009
Nissan,2017,104154,2.0,12664
Toyota,2012,95606,2.6,8497
Ford,2022,24939,3.9,38847
Kia,2015,57582,1.5,7848
Volkswagen,2014,53819,3.0,21993
Nissan,2017,24533,2.5,36513
Nissan,2012,139419,3.4,39116
Kia,2023,8949,2.2,35173
Mazda,2010,100413,2.4,40131
Ford,2021,99814,2.7,7010
Toyota,2018,41174,2.3,24364
Nissan,2019,135027,2.1,14716
Toyota,2018,48664,2.3,43552
Toyota,2012,102527,3.8,20305
Volkswagen,2011,115260,2.3,39475
BMW,2013,52634,3.7,7465
Nissan,2023,75793,1.9,21732
Hyundai,2017,129641,3.1,13742
Mazda,2015,105991,3.3,31258
Toyota,2019,126998,1.7,5028
Nissan,2010,43291,2.8,33353
Mazda,2017,145982,1.4,34164
Hyundai,2014,35604,3.8,38522
Nissan,2022,98738,2.8,12901
Ford,2015,58726,1.5,16595
Toyota,2014,94647,3.2,17216
Hyundai,2019,105718,3.7,34536
Ford,2014,149343,3.3,23184
Toyota,2012,69456,1.7,37758
Honda,2023,43574,2.8,25993
Chevrolet,2013,56121,3.3,11689
Kia,2014,32679,3.5,18005
Toyota,2020,81794,1.4,23768
Hyundai,2020,6759,2.1,5439
Hyundai,2011,60718,3.7,39180
Chevrolet,2015,67268,2.1,16604
Nissan,2011,108533,2.6,32413
Kia,2013,147298,3.2,44847
Mazda,2021,76367,4.0,10203
Toyota,2010,137306,2.5,42851
Nissan,2013,110874,2.7,28742
Ford,2023,142028,2.9,21684
Mazda,2016,26481,2.0,22746
Kia,2023,90141,2.4,30307
Nissan,2017,140266,2.5,40286
BMW,2011,15251,1.5,15530
Mazda,2012,68356,1.4,33973
Volkswagen,2010,88169,2.0,44550
Volkswagen,2016,9029,2.7,9580
Toyota,2013,73396,3.9,22059
Toyota,2020,74049,3.9,34778
Toyota,2019,46138,3.1,12897
Kia,2017,75466,3.6,42731
BMW,2014,140749,3.7,40178
Nissan,2018,10472,3.6,43937
Ford,2015,149800,2.8,20062
Honda,2020,40297,3.2,15211
Hyundai,2019,133298,1.4,11990
Ford,2011,96068,3.1,30680
Nissan,2010,73009,2.5,30528
BMW,2010,104389,3.1,39511
Kia,2021,110666,3.2,29175
Mazda,2021,140734,1.7,35185
Ford,2023,106738,3.7,20482
Mazda,2023,138737,1.9,18211
Honda,2018,81720,1.4,24324
Nissan,2010,144547,2.5,32358
BMW,2012,42239,1.6,35799
Nissan,2021,17660,3.9,29191
Hyundai,2011,63200,2.1,9429
Kia,2021,134267,2.0,23505
Hyundai,2013,28289,2.1,30312
Nissan,2010,144060,2.1,9181
Hyundai,2010,44974,1.6,26313
Chevrolet,2013,105437,2.8,14919
Nissan,2022,50154,1.4,18062
BMW,2022,7421,3.3,31536
Ford,2023,65149,3.4,39938
BMW,2013,74467,2.4,8613
Chevrolet,2016,132058,3.9,25389
Ford,2017,31176,3.4,9262
Chevrolet,2022,127880,1.7,39450
Ford,2017,52540,3.9,38168
BMW,2017,49827,3.6,35308
Nissan,2023,99697,3.2,18257
Toyota,2023,134262,3.1,13782
Volkswagen,2021,48930,3.0,8012
Volkswagen,2023,126211,4.0,39282
Chevrolet,2018,71334,2.6,33514
Volkswagen,2010,139534,1.8,22155
BMW,2018,110799,2.2,11608
Mazda,2019,117095,2.4,31221
Chevrolet,2017,101202,2.2,31005
Ford,2010,55479,1.5,35084
Kia,2016,12449,1.6,16451
Hyundai,2018,50190,1.4,40875
BMW,2013,37953,3.2,28397
Ford,2022,44799,3.1,25360
Mazda,2022,17288,1.6,35931
Kia,2018,14877,2.2,8437
Volkswagen,2010,78127,2.1,38641
Mazda,2018,106053,2.6,19838
Chevrolet,2015,132245,2.3,18164
Honda,2013,93482,3.5,44885
Honda,2021,57550,3.7,31243
Volkswagen,2021,111364,1.9,40122
Honda,2014,146566,1.7,27438
Honda,2016,5078,3.6,13297
Ford,2019,82674,2.7,23634
Ford,2022,88041,2.2,26814
Hyundai,2013,106525,1.5,23027
Nissan,2017,13977,3.0,31710
Volkswagen,2012,122549,1.9,17143
Honda,2011,37593,1.5,18966
Hyundai,2010,138795,2.6,15839
Volkswagen,2023,14773,3.0,19670
Honda,2022,89650,1.8,24631
BMW,2015,19539,3.1,21853
Toyota,2011,45593,1.9,42911
BMW,2017,103446,1.5,10065
Kia,2020,130114,1.8,14540
Volkswagen,2019,98671,2.9,16040
Nissan,2022,130049,3.1,43947
Kia,2013,65765,3.6,23663
Hyundai,2018,101782,1.6,41441
Hyundai,2013,98984,3.9,6345
Honda,2013,38312,2.8,32873
Kia,2022,12586,2.0,44271
Honda,2021,87833,2.4,24371
Volkswagen,2017,130017,1.5,16454
Hyundai,2021,89463,1.7,6196
Toyota,2022,115491,3.7,35328
Hyundai,2017,20020,1.7,27193
Ford,2014,103170,1.5,42062
Mazda,2012,64523,3.0,36460
Nissan,2021,80043,2.4,15368
Kia,2011,68477,2.5,8910
Honda,2018,98420,1.7,22399
Mazda,2023,95334,1.5,42205
Mazda,2018,115918,3.7,24538
BMW,2014,34904,2.4,26341
Chevrolet,2023,89073,1.7,14352
BMW,2022,87644,1.9,20970
BMW,2017,127507,1.7,21546
Nissan,2016,67927,2.6,35860
Ford,2012,57050,3.5,26145
Hyundai,2021,39232,2.4,31796
BMW,2014,85656,3.0,42042
Volkswagen,2022,69021,3.2,40992
Hyundai,2018,47914,3.3,12974
Ford,2013,68856,3.0,17746
Honda,2012,116290,2.8,10597
Chevrolet,2016,51798,2.6,36284
Hyundai,2017,43382,2.6,27077
Kia,2014,28473,2.3,19440
Nissan,2022,126451,2.7,36619
Mazda,2017,20765,2.6,6223
Honda,2014,97334,2.2,23746
Ford,2018,71314,2.2,13869
BMW,2016,58120,2.6,11871
Volkswagen,2014,45435,3.5,25403
Volkswagen,2022,84843,2.0,24312
Chevrolet,2018,107900,3.6,5365
Ford,2014,12357,3.3,34912
Honda,2017,73089,2.1,39783
Kia,2021,33820,1.4,23172
Mazda,2013,25487,1.6,29880
BMW,2018,84507,3.7,32353
Nissan,2021,27188,3.5,42987
Toyota,2015,83416,2.4,38178
Toyota,2015,36310,1.6,34206
BMW,2023,140636,3.5,38107
Honda,2012,99658,2.1,19618
BMW,2022,25062,3.9,41852
Ford,2012,84671,2.8,35850
Toyota,2013,148487,3.3,5103
Chevrolet,2010,74241,2.6,12706
Ford,2015,14044,1.5,33652
Toyota,2010,67263,1.6,40517
Kia,2020,61917,3.9,36501
Mazda,2013,13647,2.5,27235
Volkswagen,2022,110479,1.9,24115
Ford,2016,103533,3.3,31648
Volkswagen,2021,28191,3.7,39299
Volkswagen,2015,133526,2.1,36371
Toyota,2017,103259,2.9,17755
Ford,2013,125282,2.0,16681
Mazda,2018,106781,3.5,42654
Kia,2019,85840,1.6,38682
Hyundai,2017,113286,2.4,44031
Chevrolet,2023,66885,2.4,43904
Volkswagen,2014,70702,3.1,24947
Mazda,2023,62924,1.9,33928
Nissan,2015,129679,2.6,37201
Nissan,2014,49587,2.8,26696
Hyundai,2015,65197,3.7,31756
Hyundai,2010,71463,2.8,13376
Hyundai,2013,81636,1.7,22557
Chevrolet,2018,83779,1.7,43314
Chevrolet,2013,123788,3.8,12624
Kia,2011,58246,3.9,15987
Volkswagen,2015,126671,1.8,6414
Honda,2011,135430,3.4,43767
Nissan,2012,51558,2.1,38044
Toyota,2016,36244,3.6,37070
Toyota,2013,34386,1.7,16834
Hyundai,2010,27312,2.5,33424
BMW,2018,112983,2.9,33791
Nissan,2015,13718,3.6,35631
Honda,2018,70536,3.6,17872
Honda,2012,111766,1.9,5250
Toyota,2014,52078,3.9,37882
BMW,2018,20542,3.1,18803
Honda,2015,122575,3.1,18923
Nissan,2011,126204,3.7,44049
Volkswagen,2010,134562,2.2,36461
Mazda,2018,147842,2.5,11719
BMW,2010,127593,4.0,41495
Honda,2023,105299,1.4,35000
BMW,2014,139649,3.7,39287
BMW,2010,118211,3.6,41360
Volkswagen,2014,125897,2.1,18113
Nissan,2014,19322,3.5,22147
Toyota,2016,62813,2.3,39213
Volkswagen,2016,56442,3.0,10149
Honda,2020,144600,2.6,13141
Hyundai,2019,114097,1.7,40185
Volkswagen,2010,80447,3.7,5924
Hyundai,2018,12212,2.8,6755
Ford,2010,39867,2.7,12966
Toyota,2014,69662,3.7,19032
Nissan,2016,103716,2.3,42503
Mazda,2021,52672,2.9,43768
BMW,2017,86682,3.7,44036
Hyundai,2011,65624,2.3,12221
Mazda,2023,139065,3.5,21174
Mazda,2010,16654,2.7,37927
Hyundai,2013,5246,1.8,21778
Mazda,2021,61714,1.5,26323
BMW,2013,49738,3.3,23802
Kia,2019,61247,2.1,34862
Ford,2021,123055,3.5,14971
Hyundai,2015,33906,1.9,13515
BMW,2010,138761,2.9,35909
Toyota,2023,72004,1.6,29076
Hyundai,2010,70768,3.3,42148
BMW,2012,127699,3.4,39613
BMW,2014,133881,3.8,40400
Volkswagen,2021,94060,2.9,32069
Kia,2015,105190,1.7,18510
Hyundai,2014,21693,3.6,26702
Nissan,2022,96019,2.2,25500
BMW,2022,72136,3.7,33936
Ford,2022,123002,3.9,10617
Volkswagen,2014,34027,1.7,11828
BMW,2018,69307,1.6,40156
Hyundai,2011,10729,3.7,24652
Honda,2021,62143,3.7,7887
BMW,2021,50932,2.9,35304
Chevrolet,2010,121529,3.7,34050
Honda,2015,121363,3.8,22326
BMW,2018,72326,2.8,14759
Mazda,2016,115016,3.2,24491
BMW,2017,46893,3.0,6712
Toyota,2014,129213,1.9,28697
Mazda,2019,107647,2.5,30430
Hyundai,2013,47411,3.2,28933
Ford,2015,83732,3.0,26633
Honda,2012,137011,2.0,31266
Nissan,2010,147723,3.8,13606
Volkswagen,2020,14285,3.4,11575
Ford,2013,77626,1.6,9164
Mazda,2018,32077,2.3,8526
Volkswagen,2013,64757,4.0,44195
Honda,2010,49733,2.4,25162
Nissan,2023,30786,3.1,37795
Chevrolet,2013,11275,1.7,16227
Chevrolet,2016,48791,2.2,8831
Nissan,2012,75353,3.7,6937
Volkswagen,2019,148882,2.7,21014
