price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,zipcode
1677826,4,4.2,1673,1735,1.5,98106
70039,6,4.8,3119,10260,2.5,98103
1659425,4,1.9,712,14414,1.5,98109
256555,6,2.3,528,15587,1.5,98105
1589663,5,3.9,3444,16928,2.5,98107
1048899,2,4.3,4463,15155,2.5,98105
1318306,1,5.0,1288,12894,3.0,98103
51577,5,2.1,2753,10372,3.0,98105
157792,2,3.2,4239,4553,1.0,98107
995854,1,1.5,1502,2173,2.5,98108
1870844,6,2.3,3174,19759,2.5,98107
1337116,1,1.2,1749,11895,1.5,98105
1001302,3,1.8,2123,2531,3.0,98103
1327082,1,3.0,4906,13058,1.0,98106
1835353,2,1.7,3138,11235,3.0,98109
60785,5,4.6,4012,15958,2.5,98109
1170803,5,3.8,3203,6218,1.0,98106
955112,3,1.1,584,14146,3.0,98107
898389,2,4.5,3614,4616,1.5,98107
1688295,1,4.9,4172,3774,3.0,98105
1509089,3,3.0,4828,13643,3.0,98108
908326,6,2.3,1873,19202,1.0,98103
1346517,4,2.1,1963,15195,1.0,98106
1817708,6,1.3,2074,12722,2.0,98101
200653,2,3.0,3533,4515,2.5,98104
367336,3,1.2,4616,7612,1.5,98108
313606,5,3.0,2592,19759,3.0,98103
440992,3,2.0,3152,16588,1.0,98104
1818109,4,2.9,2590,6313,3.0,98104
983015,2,2.7,3751,2305,3.0,98103
1436826,3,2.2,796,11606,3.0,98102
1409385,6,2.8,1630,13467,3.0,98102
1798350,1,2.9,3484,17776,1.5,98107
1441730,6,4.3,1216,14564,1.5,98101
1695437,2,3.7,4483,12214,1.5,98103
274737,3,2.7,3684,16608,1.5,98106
944235,6,4.6,4642,14446,2.0,98103
693970,3,4.0,1807,8146,1.0,98101
1636250,6,1.3,4926,10528,2.5,98103
436213,2,1.6,4831,1118,2.5,98104
1153036,5,1.3,1361,14874,1.0,98101
449437,6,2.3,2984,10071,2.5,98104
466690,1,2.7,1597,10198,2.0,98109
1073577,6,3.0,1070,17821,1.0,98102
1213951,2,4.4,1814,18046,2.5,98103
949092,6,1.1,1447,6582,3.0,98105
202117,1,2.7,4653,6431,2.0,98106
927751,1,2.6,1230,8710,2.5,98105
1215158,2,4.8,3343,11563,2.0,98108
1597485,3,2.0,825,1978,1.0,98105
972426,6,1.5,4826,9763,1.0,98105
1865879,5,1.6,4429,9612,1.0,98101
728066,1,3.1,3735,6416,2.5,98106
1927779,1,2.6,1883,2758,1.5,98107
1675199,6,4.0,3781,10643,2.0,98105
1851951,3,2.3,4573,14466,2.5,98103
102949,6,1.5,1054,10415,2.0,98107
513930,2,2.5,2970,11792,3.0,98108
145558,5,4.5,3704,15307,1.0,98109
1507032,6,2.6,702,19908,1.0,98107
1059260,1,4.3,2087,8601,1.5,98103
1987280,1,2.5,952,1533,1.0,98105
839148,2,2.1,3574,6929,3.0,98107
1246222,3,4.1,1612,8581,2.0,98106
1865751,6,1.8,1574,9166,2.5,98106
1565509,4,1.9,4024,5326,1.0,98103
1603091,3,1.2,979,15572,2.5,98105
767186,1,1.8,3704,17978,1.5,98108
1774149,6,2.5,3818,13297,1.0,98109
121916,1,2.6,3433,3131,1.5,98102
1820087,5,2.7,4294,14758,2.0,98102
1358166,3,2.9,2943,8063,2.0,98103
822378,4,3.3,4754,2925,3.0,98107
1673770,5,1.8,3012,6775,1.0,98102
1885471,4,3.5,1673,11741,2.5,98104
1173270,5,2.3,3561,11086,1.0,98108
463867,3,3.9,2396,19471,2.0,98104
905126,1,3.2,2794,12663,1.5,98101
1380728,4,3.2,3246,2639,3.0,98104
1079242,3,3.7,1855,15158,2.5,98107
120474,4,2.3,1694,13159,1.5,98109
1661049,3,2.7,1998,4431,2.5,98108
400068,5,3.3,3389,18093,3.0,98106
1360624,3,2.7,1528,8136,3.0,98106
1041921,5,2.8,1015,7383,2.5,98109
1879438,1,2.1,1397,2987,2.0,98108
776499,5,2.1,4907,6599,1.5,98101
871412,2,3.8,2171,13849,1.5,98102
1645368,1,1.0,3271,15492,1.0,98108
1153546,6,1.4,3542,10862,1.5,98103
1377486,6,4.8,1193,16584,2.0,98102
691232,3,1.7,658,17121,2.0,98105
1978930,3,2.7,4103,11426,2.5,98101
454911,2,4.4,4988,12076,1.0,98101
461012,3,1.0,743,12420,1.5,98106
1272191,1,4.7,4245,12702,1.5,98104
1596242,1,1.2,3449,8647,3.0,98108
1787075,5,1.7,790,5125,2.5,98103
1219070,4,1.1,630,15739,1.0,98103
1857805,3,3.1,1914,6186,2.0,98108
1631666,2,4.8,3905,10515,1.5,98102
221277,6,4.4,4873,2591,1.5,98102
541966,1,3.6,2689,17462,3.0,98107
346303,1,1.7,4428,6051,3.0,98104
1110092,1,4.5,4280,16528,1.5,98104
1411212,4,4.0,892,14133,1.5,98107
865518,4,2.1,3056,15119,3.0,98109
1736622,3,4.2,4572,12401,2.0,98101
1653344,6,4.5,3673,4856,1.5,98109
233163,2,3.8,2584,7158,2.5,98108
1226599,4,1.4,1096,14916,1.5,98103
422339,5,4.9,2981,2716,2.5,98106
1277414,4,1.3,3043,14793,3.0,98105
875169,1,3.6,2059,11184,2.0,98106
321409,2,1.4,3553,11960,1.0,98103
688453,3,4.6,3697,16425,1.0,98103
693789,4,2.4,2852,3853,1.0,98105
1872193,1,3.0,4851,3940,3.0,98104
1431710,5,1.7,1915,18243,3.0,98103
544670,5,3.2,3169,14034,1.5,98102
851818,3,4.8,1529,5744,2.0,98101
1989726,3,4.6,1348,4067,2.0,98108
873857,4,1.3,3497,17347,1.5,98103
171635,3,2.5,1830,5309,2.0,98104
748614,6,2.1,1525,7205,2.0,98101
270935,6,2.9,3729,16997,1.5,98106
1610142,1,4.3,1317,16693,3.0,98106
1152210,1,4.0,1722,13895,1.0,98104
1054221,1,2.4,1923,13609,1.5,98102
753022,6,2.5,4678,7470,1.5,98108
923420,4,3.6,3522,13900,1.0,98101
1857720,4,1.8,4010,13302,1.0,98104
1991345,3,1.4,4033,7474,2.5,98109
542503,4,2.0,3616,15931,2.5,98104
268599,1,1.5,4770,2329,2.5,98103
287919,2,2.4,2068,8208,3.0,98104
518668,1,4.8,4979,5155,1.5,98101
453359,6,1.5,4437,2701,2.5,98109
1583183,2,4.3,907,15713,3.0,98108
1690307,3,3.1,1608,15729,1.0,98108
1390144,5,3.5,3403,19783,2.5,98104
1449564,4,1.7,4184,13222,1.5,98104
878416,4,1.6,3011,13602,2.0,98101
91505,6,1.7,3845,13504,3.0,98108
1201054,1,3.7,3757,13296,3.0,98109
1161275,1,4.0,1571,18852,1.0,98108
994461,2,4.7,4862,19512,1.0,98107
1517256,4,2.6,3717,7615,1.0,98102
950444,6,2.8,1539,15898,2.5,98109
204721,3,2.9,3868,17812,1.0,98103
1060165,1,2.1,2996,9561,2.0,98106
871190,4,2.3,4126,17744,3.0,98101
186668,5,4.4,3998,2553,3.0,98106
328518,6,2.4,846,7321,1.0,98109
692974,2,4.5,3855,5749,1.5,98101
1364495,1,2.2,4134,9137,3.0,98105
1912396,1,2.4,876,3437,2.5,98105
1484520,3,3.2,3951,1770,1.5,98105
857461,1,1.4,2969,6744,1.5,98107
658269,6,4.7,1431,9064,2.0,98102
1414359,4,4.3,2351,6220,1.0,98101
1212586,4,3.7,1263,1140,2.5,98105
1653969,4,5.0,2766,9735,1.5,98105
573472,5,1.1,4652,14208,1.5,98108
456884,5,2.6,4709,7642,1.0,98103
309021,1,4.4,3817,10637,2.5,98105
197032,5,2.7,2851,12652,1.0,98105
700807,5,1.0,3545,1913,2.5,98104
1241005,3,1.6,3886,8585,1.0,98104
507820,5,2.7,1599,15239,1.0,98102
939171,2,3.7,2850,5693,1.0,98102
1412516,2,1.7,3458,3205,2.0,98104
327948,2,2.8,2147,7149,1.0,98107
1750596,1,1.1,3281,16554,1.5,98103
1083237,4,2.9,4155,11297,2.0,98106
1768562,3,4.6,1999,10190,1.0,98105
209204,1,3.4,501,14518,2.5,98102
1892959,4,2.8,2604,6726,3.0,98106
973953,3,1.6,957,8677,2.0,98107
1379785,3,1.8,1040,10083,2.5,98103
937935,3,1.3,3663,1956,2.0,98108
155072,2,4.0,2320,14117,2.5,98104
714490,2,1.3,2886,9006,1.5,98103
139360,2,2.5,3942,3978,2.5,98103
112287,3,4.0,3306,8338,1.5,98104
1336585,6,3.9,4851,14828,2.5,98102
757062,3,3.3,4480,14439,2.0,98102
742353,2,3.3,1582,2659,3.0,98105
737235,3,1.4,875,9918,2.0,98107
820644,2,1.7,2036,17291,1.5,98105
711414,2,3.1,886,6891,2.5,98109
280881,2,2.4,1311,18852,2.5,98102
1205933,6,1.1,682,6377,2.5,98108
1540309,4,4.2,2863,13388,3.0,98108
257440,3,3.6,1970,7701,2.0,98107
603958,1,2.3,4242,2027,2.0,98104
1934120,2,1.4,2283,7906,2.5,98107
924820,6,3.4,3799,6563,2.5,98106
1449876,1,2.4,3376,6679,2.5,98107
1257955,4,2.0,3359,6495,2.0,98105
818447,3,3.9,2322,2539,3.0,98103
1296735,6,2.3,3492,4634,2.5,98108
1932930,2,1.5,4897,12280,2.5,98107
244152,2,2.9,3198,14268,3.0,98108
1978356,2,4.3,1588,15283,3.0,98103
653623,6,4.4,1992,11886,2.5,98104
862744,1,4.4,2919,16279,1.5,98101
1072660,4,2.7,1853,3907,3.0,98106
1165561,3,4.2,2556,14132,3.0,98107
1753608,4,4.4,1927,3026,2.0,98108
1874577,2,2.8,1142,6610,1.0,98109
1025112,4,2.3,1147,14472,2.5,98109
533178,1,3.8,1413,4267,1.0,98102
1985971,5,4.6,4369,18535,1.0,98106
1269925,5,4.9,2825,17823,2.5,98108
605839,3,2.2,1405,6106,2.0,98109
664101,3,4.8,3049,4155,3.0,98104
499813,4,3.0,1492,16717,2.0,98108
1986033,3,2.2,4058,18736,2.0,98107
1485062,6,5.0,2870,7566,2.5,98109
1799148,1,4.5,1732,7166,1.5,98109
1108213,2,3.8,1826,5490,3.0,98101
1928266,2,4.6,3863,8246,3.0,98107
1003197,4,3.7,4512,8504,2.5,98107
977328,2,2.8,4422,15254,1.5,98104
1752417,4,4.8,3220,7386,1.5,98102
601238,3,4.9,2611,10505,1.0,98102
466704,3,2.3,2290,10464,1.0,98105
1750734,6,2.4,909,11115,2.0,98101
1596336,6,2.5,2154,2355,3.0,98106
50215,1,4.3,4687,2264,3.0,98108
417747,2,4.2,4089,18314,3.0,98103
847955,6,4.9,4478,9604,2.0,98108
905121,1,2.9,1569,3203,1.5,98107
1122410,5,3.9,3172,13265,1.5,98107
1395194,6,4.4,1440,16662,3.0,98106
1665930,1,1.9,3157,13712,1.5,98105
1067375,4,3.5,2503,3064,3.0,98103
322544,4,3.2,3254,2963,1.5,98108
584633,1,4.0,3983,14463,2.5,98106
1132472,3,3.8,3985,14365,1.0,98103
1577222,5,4.3,1160,16047,2.5,98103
1913907,1,2.2,3443,10064,1.0,98106
1597963,6,1.9,805,7490,1.5,98107
864661,3,4.2,1356,10012,2.5,98105
560269,1,2.4,3441,18019,3.0,98104
1366303,2,2.2,948,13691,2.5,98101
972401,6,2.3,3422,17043,1.5,98107
563622,6,1.3,3350,7973,1.5,98104
1170113,4,4.1,3294,6267,1.0,98106
1863353,2,3.9,1730,13211,2.5,98104
447783,2,3.2,3275,11894,1.5,98103
1697671,6,3.9,981,9188,2.5,98104
703936,5,2.5,3568,7719,2.0,98107
949084,3,2.2,3927,15845,1.5,98101
520455,4,4.4,1660,2955,1.0,98103
718689,2,2.7,1692,14475,1.0,98103
282117,4,1.8,4825,1346,3.0,98107
1871644,6,4.0,2017,9413,1.5,98105
1432512,3,2.3,2524,8290,3.0,98101
1492020,1,1.8,988,9156,1.0,98104
1311862,2,1.1,2208,7607,1.5,98106
611340,3,4.9,1799,13709,2.0,98105
500985,4,2.9,4592,1979,2.5,98109
96032,6,1.6,4223,7188,1.5,98107
554910,3,4.0,3219,5285,3.0,98109
1056225,1,4.6,1585,2748,1.5,98109
1394406,3,3.1,3704,10425,1.0,98106
913413,6,1.1,2667,15952,1.0,98105
673090,4,2.5,3359,3935,1.0,98109
970313,2,2.0,1680,11846,2.5,98101
1332913,2,3.5,4030,11263,1.5,98101
1271433,5,3.1,2959,13037,1.0,98106
479763,4,2.4,4078,4453,1.0,98108
354962,5,3.6,4826,16853,2.0,98103
1985430,5,3.3,2101,3030,1.0,98108
1432647,6,4.6,2775,7643,3.0,98101
1819617,6,3.4,644,7628,1.0,98108
391609,6,3.0,2708,18025,3.0,98101
1843798,1,4.3,788,13825,2.5,98101
800887,4,1.8,4679,16403,2.5,98103
687509,2,2.0,1033,6092,1.5,98107
349477,4,4.1,680,12776,2.0,98106
1225033,6,2.8,3532,8392,1.5,98106
1377296,1,2.6,4064,18162,1.0,98101
1218451,4,4.5,1567,9605,2.5,98101
1924413,4,3.4,3390,5442,3.0,98103
930432,5,4.2,4965,15442,1.5,98102
516995,4,4.2,1429,13193,2.5,98101
605889,5,1.5,1463,18606,3.0,98102
904378,5,3.6,3849,4814,3.0,98109
1412836,3,4.8,4016,13893,1.0,98107
1616541,6,2.9,3656,5482,1.5,98105
1609048,1,3.9,3340,3148,3.0,98109
678474,5,3.3,2626,9668,2.5,98104
899326,4,1.8,4398,4746,1.5,98109
739995,5,1.8,2259,15969,1.0,98102
1892473,5,2.7,1979,6370,1.0,98102
1679618,5,2.9,1476,8997,2.5,98109
1327623,2,3.0,1460,2511,3.0,98106
142850,2,4.8,3927,8788,1.0,98106
946197,2,1.4,4399,19997,1.0,98104
1839055,2,2.5,580,14793,3.0,98106
1453411,3,3.1,3359,16852,3.0,98109
1661735,5,4.9,2156,3511,3.0,98102
1292522,3,3.0,3049,8747,2.0,98102
520949,4,4.1,1571,8915,2.0,98101
865943,6,4.0,2160,17781,3.0,98108
917392,1,3.3,3212,11205,3.0,98107
1016325,3,1.5,2956,2222,2.5,98105
1950784,2,1.9,1324,10528,1.0,98106
1347776,2,2.0,3584,14317,1.5,98102
775527,4,1.2,2368,17272,2.0,98108
1405182,5,2.5,4351,14580,2.0,98106
1553174,1,3.4,4822,11810,3.0,98105
533410,3,1.6,1487,8929,3.0,98109
1857317,5,1.7,690,10335,3.0,98101
1655438,5,3.8,1523,17921,1.5,98101
1724936,6,1.7,4623,7687,2.0,98101
1533702,6,1.5,3794,6047,1.5,98106
1303179,3,4.9,3613,9642,1.0,98109
1779122,3,1.1,4163,18802,1.5,98108
1776749,3,2.3,2585,11681,2.5,98106
784172,3,1.1,1656,12393,2.0,98109
1839461,2,4.4,2211,2258,1.5,98101
1963290,5,3.3,662,12715,2.0,98106
159779,5,1.2,4899,4120,3.0,98104
1117133,2,3.5,3294,7512,1.5,98108
1257708,5,1.5,553,9596,2.0,98102
502082,3,3.0,873,16468,1.5,98107
384248,1,3.7,1376,14865,1.5,98102
1854841,6,1.6,3275,6807,1.5,98104
1576369,6,3.0,4229,2139,2.5,98109
711440,5,2.8,3365,9862,2.5,98108
1243502,1,4.7,3184,2661,1.5,98109
773055,6,5.0,3208,17768,1.5,98102
1780961,1,3.6,3788,2622,2.0,98105
1282630,2,4.4,539,6747,3.0,98104
615369,4,3.6,2154,7646,1.0,98108
971872,5,4.5,1297,5298,3.0,98102
804981,2,2.7,1209,18082,2.0,98103
431325,2,3.4,524,5668,2.5,98104
863526,1,4.4,4553,2757,2.0,98107
1013544,5,4.7,2614,16083,2.0,98102
378910,2,1.1,3244,13005,1.0,98108
1968061,3,1.4,2850,18607,3.0,98106
1253639,2,4.7,4700,14511,2.5,98107
1886309,3,3.3,3204,17423,2.0,98104
733970,4,5.0,1956,16303,1.0,98101
655751,3,4.2,1573,10805,2.0,98102
1788614,3,4.3,1735,6733,2.0,98106
1385186,1,2.5,4984,10673,3.0,98101
523656,2,2.0,3866,13532,3.0,98107
1008379,4,3.4,2564,9090,1.0,98108
1124657,2,4.5,3926,11087,2.0,98108
1122930,3,3.9,1516,14561,2.0,98102
667585,6,2.9,2517,1482,2.0,98104
854732,3,4.0,3923,13707,1.5,98109
1162960,2,3.8,2925,6620,1.5,98106
1980035,4,4.7,4987,1292,2.0,98107
1744548,6,2.1,4625,16851,3.0,98105
897324,4,1.5,4726,4992,1.0,98109
85525,1,2.9,4996,12227,3.0,98104
994036,3,2.4,4718,9695,1.0,98107
56464,3,4.9,1419,11705,2.5,98108
1639426,1,1.0,4334,8993,2.0,98106
1992400,2,4.7,4551,1102,2.0,98101
1678378,3,4.8,4669,6634,1.5,98106
425572,2,1.2,4043,13996,2.5,98107
1211140,4,4.6,610,15285,1.5,98104
1468767,6,2.9,4282,4752,3.0,98101
1566011,6,4.1,2724,4423,1.5,98107
606922,6,1.3,3591,17041,1.0,98103
1885068,5,4.8,2752,7981,2.0,98106
1894277,1,3.4,4093,5573,3.0,98106
244215,6,4.6,3580,14829,2.5,98103
1645929,3,3.7,2490,17257,2.0,98102
315039,1,3.1,4447,4225,3.0,98105
1441579,4,1.7,4146,19479,2.5,98103
1766288,4,1.7,2627,8903,1.0,98103
1017241,4,2.9,2067,10284,1.0,98108
154127,4,4.5,4087,11792,2.5,98104
146426,5,1.5,2673,9298,2.0,98105
999520,2,5.0,2922,11510,1.0,98108
1290952,2,4.5,4746,9404,3.0,98101
1110538,6,2.6,4813,17740,2.0,98107
83302,5,2.0,4877,7040,2.5,98105
1446102,2,4.7,4900,15112,1.0,98102
54011,4,1.5,4255,18563,1.0,98102
69782,2,2.4,1718,5904,1.5,98108
1297339,1,1.3,1949,2920,1.5,98104
1743518,6,4.8,2087,10278,2.0,98102
482941,2,3.5,4484,8206,2.0,98108
1632060,1,2.3,3635,17531,2.5,98106
1142035,3,2.1,2720,19910,2.5,98109
661533,1,2.8,896,19454,2.5,98105
572829,1,1.4,4237,1907,1.5,98101
653151,4,4.6,1243,16063,1.0,98103
959638,4,3.0,1953,14409,1.0,98105
1873327,6,3.9,2517,14792,2.5,98105
1461730,4,1.9,4646,15130,1.5,98107
1131345,1,3.0,3786,3317,2.5,98105
419673,5,1.8,2325,6859,3.0,98109
1879297,4,4.3,3167,17022,2.0,98108
1123276,4,4.1,4111,4345,1.5,98105
1869728,1,1.6,2822,17604,1.0,98106
1834292,3,1.3,3131,6699,3.0,98107
1043931,3,4.3,2453,15880,2.0,98107
281237,2,1.4,861,3610,2.0,98109
1890277,6,3.2,899,17150,2.0,98103
958063,3,3.1,4154,5913,1.5,98105
356024,4,1.8,1294,4732,1.5,98107
164003,5,3.4,1062,1574,1.5,98106
1237968,2,3.0,3655,3586,1.0,98104
99589,6,3.0,2774,18682,1.0,98104
300606,5,2.4,2564,12488,1.0,98105
781636,5,4.4,719,9249,3.0,98103
610185,4,1.3,3131,19671,3.0,98105
239637,1,2.8,2999,18907,2.5,98102
736290,1,2.0,2516,8134,2.5,98108
1811169,1,4.4,1125,19830,2.0,98101
1312469,3,1.9,2164,16425,2.0,98102
1899388,1,4.1,3841,5076,1.5,98108
1830832,6,3.4,1402,15817,2.0,98105
1169510,4,4.5,563,3478,2.0,98102
630118,3,3.4,2491,3093,3.0,98107
317673,6,3.2,2427,9024,1.0,98102
1875228,1,4.2,1449,11223,2.0,98103
406742,6,3.2,938,10930,2.5,98103
807582,5,4.4,1396,8723,2.5,98108
132987,4,1.2,2579,18478,2.0,98102
1672042,4,3.0,500,6746,1.5,98107
1236585,6,4.3,4509,10049,2.5,98109
1482672,2,4.4,3553,8457,2.0,98105
614174,4,4.3,3263,3895,2.5,98101
1672563,5,3.4,3133,2605,2.0,98105
1699260,4,5.0,4747,2568,3.0,98103
1713542,2,1.7,3932,16409,2.5,98107
599567,4,1.7,2917,12027,2.0,98101
481322,4,1.1,2182,7140,3.0,98107
160776,2,5.0,1062,12134,2.0,98108
1724308,4,2.4,757,5183,2.0,98103
418444,6,4.0,1464,7632,1.5,98109
1212369,3,1.2,4785,17907,2.0,98108
1476998,6,2.2,2341,11510,2.5,98109
260809,4,3.5,4375,17131,1.0,98101
1270192,1,3.1,4593,13314,2.0,98108
1463967,1,1.8,3154,12364,2.5,98109
1340838,3,2.8,4484,8609,2.0,98103
583285,4,1.4,2529,9884,1.0,98106
1204678,5,3.2,4315,4066,1.0,98104
922143,4,1.4,2369,17934,2.0,98104
1476765,1,3.5,877,16758,2.5,98106
615148,2,1.6,2892,19706,3.0,98105
1363945,3,3.2,3358,5724,1.5,98108
1732978,2,1.5,1348,17397,2.0,98107
1026974,5,2.6,1279,2953,2.5,98108
687506,4,2.4,3911,19044,1.0,98103
572070,5,4.0,1365,2448,2.5,98105
1985772,2,3.6,4139,4889,2.0,98105
157041,4,4.7,2430,5206,2.5,98102
424368,6,4.7,1038,12854,2.5,98105
375800,6,3.9,4529,9514,2.0,98106
1543672,5,4.1,1605,1867,2.0,98107
766438,6,3.5,2265,16893,3.0,98105
531862,6,3.8,2255,17223,2.0,98109
1174866,1,3.5,733,18254,1.0,98105
1155209,6,2.2,3763,9408,2.5,98102
1911663,1,2.4,4235,1512,1.0,98108
1219694,3,3.3,4184,11155,1.5,98107
748961,1,3.9,1396,15742,1.5,98108
1101690,1,2.6,4095,9802,2.0,98108
862934,2,1.6,775,10870,2.5,98105
99768,1,2.8,902,5837,2.0,98102
1408848,1,4.9,2801,1899,3.0,98105
1511820,2,1.9,3548,8200,1.0,98103
1023069,1,3.6,3084,10403,2.0,98109
133123,6,4.9,4758,9133,3.0,98105
1731119,1,2.5,2610,1794,1.0,98107
216405,3,4.6,742,19282,2.0,98104
53174,1,4.5,2850,3075,2.0,98106
167769,1,2.4,1462,17490,2.0,98104
347542,3,1.4,1639,16393,3.0,98106
479145,2,1.7,2867,13214,1.0,98104
1233969,6,2.5,1545,1635,2.5,98102
1484269,1,4.8,1986,18146,3.0,98109
1849907,6,2.1,1464,5634,3.0,98108
816868,5,4.7,3165,9905,3.0,98104
1285069,6,1.7,2511,1122,1.0,98106
646923,2,4.9,3907,18738,1.5,98106
1908768,2,2.2,869,9263,2.5,98103
978864,1,3.5,1894,11132,2.5,98105
1764249,3,1.3,1328,9484,2.5,98104
817166,2,2.2,2575,18005,1.5,98107
267070,3,1.8,3396,16348,3.0,98105
449017,5,1.0,682,19700,1.5,98106
1899138,3,1.6,875,19293,2.5,98102
981775,4,3.4,2329,16590,3.0,98105
1507867,3,2.6,4490,5410,1.0,98109
1594247,2,3.9,709,10751,2.5,98108
419359,3,3.7,4627,1842,3.0,98103
1248632,3,4.2,2591,16111,1.0,98104
924527,4,4.5,1385,16977,1.5,98104
897374,4,4.3,4206,18879,3.0,98107
193933,1,2.8,4967,12433,3.0,98107
1197546,2,2.2,1494,9190,1.5,98108
1180779,1,3.0,2989,11611,1.0,98101
1290895,4,3.1,3161,3199,1.5,98103
1298749,3,2.3,4015,11878,2.5,98109
551946,4,3.2,4562,15293,2.0,98104
726337,5,1.4,4833,11799,1.5,98106
1542409,3,1.9,1854,17101,2.5,98105
1316302,1,4.0,3319,11133,3.0,98103
924609,3,1.7,4898,12175,2.5,98109
1695766,5,1.6,2426,10519,3.0,98102
142172,4,2.1,728,7320,2.0,98105
720990,2,2.5,3711,12548,2.0,98101
594344,6,2.3,4410,19448,1.5,98102
1237030,2,2.5,4649,19153,2.0,98105
1154315,2,1.6,3139,5614,1.5,98109
1966693,4,1.7,1794,10506,1.0,98109
98639,2,1.9,4725,8874,3.0,98102
503054,5,2.6,2048,2228,1.5,98107
489257,4,2.3,1016,6584,2.0,98109
837424,2,4.2,3988,15886,2.0,98108
646682,6,3.1,3555,16973,3.0,98106
379801,1,3.3,3509,15486,3.0,98107
863592,4,3.2,2480,7003,1.0,98105
1930164,4,2.6,724,15368,1.0,98105
232447,3,4.9,2750,16448,2.0,98107
398586,2,1.1,3402,16949,3.0,98102
724932,1,1.9,3481,10698,1.5,98103
430069,6,2.1,635,11781,1.5,98108
54136,5,4.5,4375,4398,3.0,98101
111868,4,4.7,1552,11985,2.5,98102
394407,5,4.4,1874,5826,1.0,98105
868599,5,2.7,3537,10368,2.5,98109
160957,5,4.7,1851,6294,1.5,98101
589767,3,1.4,4429,6426,3.0,98102
169392,5,3.6,1893,10587,1.5,98106
1785312,2,4.7,870,6321,1.0,98103
710183,2,4.0,2159,18358,1.5,98109
830516,1,2.1,1421,17060,3.0,98103
1300104,1,3.9,3943,17194,3.0,98104
856017,6,2.2,1776,9096,3.0,98109
1333423,5,1.4,4442,16549,1.0,98107
1911627,5,3.9,2986,3713,1.5,98105
911501,3,1.7,1101,14247,1.0,98108
1400615,5,1.4,2565,5599,1.0,98106
315864,5,3.2,718,8949,1.5,98106
331411,5,3.5,1701,16984,2.5,98104
1245344,4,1.2,708,7218,1.5,98105
735328,4,1.0,2336,6875,1.0,98106
365508,3,4.5,3706,6362,2.0,98104
466561,3,1.5,710,19064,2.5,98101
101567,2,3.3,4238,9886,2.5,98106
141229,3,4.8,4123,11427,2.0,98103
1029111,6,3.0,772,5269,2.5,98103
1511177,2,1.6,2226,6054,1.5,98107
1575450,5,2.6,4079,12325,2.0,98108
1297892,3,3.5,3281,6875,2.0,98107
1819361,6,4.1,1001,11619,2.0,98101
914950,3,3.4,4325,1234,1.5,98108
657132,3,1.1,4444,12712,2.5,98102
1262567,2,1.6,2373,18199,2.5,98107
1713561,2,2.5,1609,15781,3.0,98103
1680060,1,3.8,2727,8557,1.5,98106
689888,2,3.3,3564,11190,2.5,98104
674913,2,1.2,3651,1160,3.0,98106
1571193,4,4.2,1849,19630,3.0,98106
967999,3,3.4,508,4399,1.0,98103
881187,2,4.5,3999,18321,1.5,98101
1131900,3,2.7,4787,8290,3.0,98103
915361,3,3.0,1613,6661,2.0,98104
444768,4,2.6,3991,13806,2.0,98105
101272,3,3.9,3976,12175,1.0,98103
479069,6,4.0,1176,15652,3.0,98102
299264,2,3.9,3272,11381,2.0,98107
738284,3,2.2,1883,14500,3.0,98108
1959470,1,3.5,2742,7463,2.0,98108
1850323,1,2.4,998,18209,1.5,98105
1777825,4,4.3,2140,12425,2.5,98105
286538,6,1.2,2354,4583,2.0,98108
628963,2,1.2,4749,16614,1.5,98108
565447,4,1.4,1569,6597,2.5,98107
1172167,1,1.8,4776,2464,1.0,98103
1561982,6,1.2,2095,5764,2.5,98104
203706,2,1.3,4327,14476,1.5,98108
1393083,3,2.2,4821,4819,2.0,98102
1293400,2,1.4,3603,1344,1.0,98103
389148,5,4.2,846,11307,3.0,98106
1023902,2,1.2,2722,19682,1.0,98102
803818,3,4.6,1328,10216,2.5,98103
877150,5,4.5,2129,15023,1.5,98109
1212203,6,1.8,3701,4700,1.0,98103
1836852,4,1.3,2186,4507,1.0,98107
339014,6,1.4,4847,8992,2.0,98106
1135970,2,3.2,1975,9513,2.5,98102
888489,4,3.4,1944,7992,2.0,98102
1178371,2,2.3,3198,14628,2.0,98102
392553,1,2.2,3928,4891,2.5,98102
1898024,1,3.1,4406,7868,1.0,98108
92137,3,2.2,1123,16068,1.5,98108
1491945,6,4.7,657,15660,1.5,98104
188925,1,2.5,1068,14311,2.5,98103
586667,5,1.9,4554,2721,2.5,98108
983296,5,1.6,4116,4336,1.5,98109
171169,2,3.5,4404,9390,1.5,98103
1268015,4,2.3,4604,12345,3.0,98106
1247748,5,1.8,3136,13366,2.5,98104
1748946,2,2.1,2539,2977,2.0,98103
425233,4,2.2,3360,16064,1.0,98109
1030960,1,3.5,4690,17559,1.0,98109
1633913,2,1.7,1800,11575,3.0,98109
1492578,4,3.9,3469,13220,2.5,98105
513120,3,2.2,3532,9915,1.0,98107
1784635,6,3.0,4712,11732,1.0,98105
884123,6,3.6,1979,7180,1.0,98102
1266688,3,3.2,4955,7113,1.5,98102
823815,5,3.6,4454,19546,3.0,98106
274062,6,2.3,2872,14316,2.0,98108
107986,4,4.9,2443,3496,1.5,98108
481978,3,2.8,573,10513,2.5,98108
