Income,Credit Score,Loan Amount,Decision
92904,666,28337,Reject
90162,739,123467,Reject
95169,692,97670,Reject
98147,782,21839,Approve
52075,788,122898,Reject
112015,694,102722,Reject
104716,640,95726,Reject
39304,763,73102,Reject
89622,601,37702,Reject
84215,621,36359,Reject
110146,749,108038,Reject
103973,640,52514,Reject
42521,694,122930,Reject
54028,715,97526,Approve
69328,719,63218,Approve
57301,836,22940,Approve
68015,613,43953,Reject
117276,692,81405,Reject
66845,634,92934,Reject
116818,777,58226,Approve
106394,608,22052,Reject
74159,838,75606,Approve
73714,717,64812,Approve
110722,695,26305,Reject
55230,658,28407,Reject
79262,655,20785,Reject
71722,818,125283,Reject
76359,609,87171,Reject
92796,624,99815,Reject
70159,840,142026,Reject
117052,772,34272,Approve
35239,824,30491,Reject
80886,610,97480,Reject
57195,700,23109,Reject
64674,608,32515,Reject
48105,734,140741,Reject
59739,670,57772,Reject
61969,761,42140,Approve
44497,682,92981,Reject
31816,619,53052,Reject
89254,713,64541,Approve
117695,833,149672,Reject
99385,688,128506,Reject
117148,604,22413,Reject
63826,711,38027,Approve
93365,820,92771,Approve
114242,654,29319,Reject
80100,818,48048,Approve
34359,688,78613,Reject
42809,828,50372,Reject
94450,614,91871,Reject
68428,845,113890,Reject
102790,775,69795,Approve
32093,603,84807,Reject
74498,677,141999,Reject
70985,719,84394,Approve
62009,712,112890,Reject
112094,808,60985,Approve
47718,620,146202,Reject
46705,807,128541,Reject
117618,817,134270,Reject
92598,736,122241,Reject
107878,665,90343,Reject
42239,706,34950,Reject
76622,806,91872,Approve
76665,762,26524,Approve
62274,815,102945,Reject
41419,711,81174,Reject
45003,716,58490,Reject
60866,778,70220,Approve
51988,845,61898,Approve
85894,727,56866,Approve
35674,701,35265,Reject
100538,677,142703,Reject
96446,828,95200,Approve
59072,636,113759,Reject
63717,605,49830,Reject
117345,681,99138,Reject
56651,685,30517,Reject
74291,681,102095,Reject
93350,650,28095,Reject
112020,665,67385,Reject
34646,695,70295,Reject
69713,744,42277,Approve
97936,664,109261,Reject
74331,608,105430,Reject
52185,740,116714,Reject
114263,827,73214,Approve
82107,700,60565,Reject
96554,785,86486,Approve
47563,757,122740,Reject
100729,630,121048,Reject
45701,750,68882,Reject
99072,662,149749,Reject
78217,841,143000,Reject
74610,755,73822,Approve
114422,658,21920,Reject
80131,609,29876,Reject
59410,688,41996,Reject
88715,723,26419,Approve
68665,699,29160,Reject
45957,689,51706,Reject
78127,625,58940,Reject
93589,836,58698,Approve
76008,676,89344,Reject
91920,616,131276,Reject
62875,767,64275,Approve
31626,667,67424,Reject
93822,622,57506,Reject
101765,762,42879,Approve
102413,802,149555,Reject
63642,803,135792,Reject
68311,608,99140,Reject
62356,806,40773,Approve
33809,644,99344,Reject
73371,764,129001,Reject
64875,796,98570,Approve
39465,746,23884,Reject
96095,674,119036,Reject
103844,800,134345,Reject
95250,826,103501,Reject
116889,841,51803,Approve
45250,626,40063,Reject
76023,740,40236,Approve
76624,784,51262,Approve
46427,787,71579,Reject
63276,739,102243,Reject
101643,608,122003,Reject
109012,833,90717,Approve
33439,691,80336,Reject
115848,676,142001,Reject
117331,683,117098,Reject
108672,843,126857,Reject
109703,676,38484,Reject
47300,754,114609,Reject
90289,817,83026,Approve
47182,790,98504,Reject
100507,820,128388,Reject
80912,628,33280,Reject
56909,749,149892,Reject
49659,672,22754,Reject
61403,687,103392,Reject
63586,705,70258,Approve
40360,746,63386,Reject
51424,637,51365,Reject
78791,694,101353,Reject
33065,638,49604,Reject
98795,742,21803,Approve
42300,653,144907,Reject
63370,759,28272,Approve
99831,842,116986,Reject
57209,709,141345,Reject
50927,711,101204,Reject
64579,773,145848,Reject
39032,788,125210,Reject
108413,820,47117,Approve
70731,848,107275,Reject
83767,651,64699,Reject
102302,761,88524,Approve
79954,800,27204,Approve
118365,634,98564,Reject
115757,797,140464,Reject
55102,636,94052,Reject
64433,677,82519,Reject
45932,660,51864,Reject
55714,710,120665,Reject
87803,713,70386,Approve
69743,776,118051,Reject
32552,608,36486,Reject
86627,618,34774,Reject
75987,814,123216,Reject
109810,720,86282,Approve
75380,704,34373,Approve
59250,755,57676,Approve
98344,679,23691,Reject
94686,625,64445,Reject
75028,765,45823,Approve
45295,639,121368,Reject
85248,624,74564,Reject
110205,698,87255,Reject
40523,717,71354,Reject
75530,668,107071,Reject
43769,670,113417,Reject
93042,750,26026,Approve
74645,688,63496,Reject
92142,664,34073,Reject
55557,749,126041,Reject
109782,663,41836,Reject
108382,844,85186,Approve
67085,795,27184,Approve
80708,657,80829,Reject
81357,755,21789,Approve
43470,711,50353,Reject
108712,722,46340,Approve
109082,805,67343,Approve
36805,696,47933,Reject
112324,795,116601,Reject
92028,705,33686,Approve
80772,802,99887,Approve
82104,830,49258,Approve
103616,823,145877,Reject
119300,603,53027,Reject
36630,728,38302,Reject
45701,625,141192,Reject
44859,632,107438,Reject
51183,808,75755,Approve
70438,626,67002,Reject
72244,641,110095,Reject
104312,796,133570,Reject
45021,670,46362,Reject
99863,663,27252,Reject
85565,624,141918,Reject
78043,671,85635,Reject
103150,825,89441,Approve
94361,704,35090,Approve
31245,731,55110,Reject
71011,611,93627,Reject
40355,657,72385,Reject
78692,694,25024,Reject
79004,738,31441,Approve
59714,700,132059,Reject
47198,707,102247,Reject
96951,658,62311,Reject
31652,716,47387,Reject
73625,763,148041,Reject
115982,708,87825,Approve
48740,621,136053,Reject
33810,664,96890,Reject
46569,649,31291,Reject
109120,603,147434,Reject
56783,827,51386,Approve
108047,799,113814,Reject
39471,816,136096,Reject
36163,819,29702,Reject
93087,779,118523,Reject
92071,701,115066,Reject
46065,827,124711,Reject
113456,827,63128,Approve
78348,642,100941,Reject
49154,704,131895,Reject
50229,773,47762,Approve
82587,603,23239,Reject
79713,740,81874,Approve
56997,765,135957,Reject
51101,772,83971,Approve
70391,752,125846,Reject
105863,666,32567,Reject
102723,654,105737,Reject
89405,695,141877,Reject
64948,766,26857,Approve
83031,664,85603,Reject
67921,674,95399,Reject
102571,729,78086,Approve
107007,796,109145,Reject
58460,719,52270,Approve
51071,685,140071,Reject
96118,661,22012,Reject
78282,773,79049,Approve
88445,804,111558,Reject
111067,711,104989,Reject
112208,814,109586,Reject
84816,838,85826,Approve
115779,758,59080,Approve
33060,826,76879,Reject
43731,829,148461,Reject
107830,832,89215,Approve
50719,762,73062,Approve
77042,725,122955,Reject
79116,772,85888,Approve
56325,676,135951,Reject
52597,781,38210,Approve
97439,798,57146,Approve
44551,796,117728,Reject
54278,721,136293,Reject
45141,756,113948,Reject
97913,799,56166,Approve
63615,607,139239,Reject
92751,653,23006,Reject
57452,734,21004,Approve
52725,682,67580,Reject
80391,702,25967,Approve
105060,750,91964,Approve
41698,699,54846,Reject
116711,833,38879,Approve
107850,631,22261,Reject
32365,661,48340,Reject
73372,772,87273,Approve
74134,795,52323,Approve
67823,629,55864,Reject
101158,842,27927,Approve
31949,705,84884,Reject
79396,638,55212,Reject
61912,732,102256,Reject
86947,794,104903,Reject
74387,621,61927,Reject
93965,755,141686,Reject
46508,749,74150,Reject
75592,727,127167,Reject
31919,813,78647,Reject
72595,825,33056,Approve
39617,628,30862,Reject
105268,770,30798,Approve
63298,641,126491,Reject
36929,659,79058,Reject
44456,718,71747,Reject
116676,676,55738,Reject
113721,798,121573,Reject
67924,801,79945,Approve
54240,819,102398,Reject
117381,795,37227,Approve
39228,786,54393,Reject
51686,695,103800,Reject
41920,685,146531,Reject
37432,811,79461,Reject
93575,711,77848,Approve
101725,683,44685,Reject
63910,605,111517,Reject
60226,672,139180,Reject
103150,755,23480,Approve
89099,676,126846,Reject
116760,630,144437,Reject
48013,638,35860,Reject
51446,649,88578,Reject
100375,677,137524,Reject
92509,813,77230,Approve
30557,725,77026,Reject
60666,764,26564,Approve
67389,845,40012,Approve
77700,708,74169,Approve
54578,687,128537,Reject
104779,799,110222,Reject
39596,614,114416,Reject
87500,650,46341,Reject
102534,832,76758,Approve
40129,797,103121,Reject
93394,622,129474,Reject
96046,752,66841,Approve
41596,822,112584,Reject
95355,773,63335,Approve
42974,820,75155,Reject
96673,750,118314,Reject
100202,609,101147,Reject
104442,672,49527,Reject
51818,712,115466,Reject
73246,676,68775,Reject
85598,631,145181,Reject
32654,712,128085,Reject
63758,778,70653,Approve
54204,836,44704,Approve
64928,768,126209,Reject
83609,664,121907,Reject
60552,792,138883,Reject
40336,700,53057,Reject
77037,767,123992,Reject
46206,617,27393,Reject
64831,763,95404,Approve
73563,630,131740,Reject
48361,653,60373,Reject
71335,662,111956,Reject
104469,600,130131,Reject
55816,838,104613,Reject
45619,779,79171,Reject
56819,827,49336,Approve
41741,784,78714,Reject
38798,608,32985,Reject
55143,813,32014,Approve
79695,719,28374,Approve
62747,691,135038,Reject
51182,689,105506,Reject
39415,715,42299,Reject
41085,801,111513,Reject
45008,655,47331,Reject
117638,774,25584,Approve
48452,602,32965,Reject
94075,729,104769,Reject
38120,653,40819,Reject
94385,636,146092,Reject
103356,783,48782,Approve
48170,758,124708,Reject
46259,696,130463,Reject
52099,823,99035,Approve
39649,834,105847,Reject
89258,611,108434,Reject
71037,785,80773,Approve
41805,794,43824,Reject
73147,846,140504,Reject
104280,711,34110,Approve
76053,753,67707,Approve
106215,677,108512,Reject
40985,739,25825,Reject
42391,843,23488,Reject
34861,689,87431,Reject
93582,743,88444,Approve
81928,780,86947,Approve
64364,671,25457,Reject
112399,776,97110,Approve
72923,776,128439,Reject
37919,691,138687,Reject
85896,606,58216,Reject
115818,614,113230,Reject
77396,704,28847,Approve
64840,763,108212,Reject
72255,671,61309,Reject
101160,673,34658,Reject
38176,742,108928,Reject
63529,846,146878,Reject
86406,661,37527,Reject
42941,745,49676,Reject
31669,645,36781,Reject
115782,828,20645,Approve
74859,704,117476,Reject
85786,708,98236,Approve
81083,660,43990,Reject
70076,720,106052,Reject
50323,842,38618,Approve
36021,642,81859,Reject
69807,771,96500,Approve
80355,698,78827,Reject
74732,793,117389,Reject
38711,654,145114,Reject
93079,813,116726,Reject
37904,806,148077,Reject
94033,828,144863,Reject
116478,766,21962,Approve
119787,827,148373,Reject
85096,732,135497,Reject
33093,784,59241,Reject
54918,711,146076,Reject
102743,742,60251,Approve
92636,690,82397,Reject
88806,615,89951,Reject
39394,656,75770,Reject
43280,827,134152,Reject
66303,701,51545,Approve
57453,809,28705,Approve
90695,826,143213,Reject
98449,624,115302,Reject
55765,621,30704,Reject
32340,847,52119,Reject
68057,758,48671,Approve
30597,722,41203,Reject
87988,828,101927,Reject
45025,761,140503,Reject
37145,686,112115,Reject
85797,743,32451,Approve
71723,797,44516,Approve
103230,786,131372,Reject
34830,742,140102,Reject
53930,681,116613,Reject
53752,701,95856,Approve
106025,740,149797,Reject
111304,623,78642,Reject
92040,740,65976,Approve
97696,792,39330,Approve
94648,839,107656,Reject
85030,635,54612,Reject
86815,648,138299,Reject
115669,681,133561,Reject
65690,647,51790,Reject
118406,696,125863,Reject
87923,701,149848,Reject
66572,770,142872,Reject
84030,605,107606,Reject
97904,808,39449,Approve
59203,667,94830,Reject
107088,613,52256,Reject
35608,629,118983,Reject
75667,709,27190,Approve
85547,811,123651,Reject
52485,607,65493,Reject
39862,781,31561,Reject
105948,665,40431,Reject
116890,828,49617,Approve
101880,731,33571,Approve
87560,801,129319,Reject
113529,683,116931,Reject
58415,787,20009,Approve
94523,719,134291,Reject
49323,652,130749,Reject
83214,698,100739,Reject
47997,839,63791,Reject
87003,673,148157,Reject
33679,819,141151,Reject
70308,742,146827,Reject
105024,699,90857,Reject
69842,728,73368,Approve
95408,749,95914,Approve
99532,818,143553,Reject
83938,820,68847,Approve
35695,614,142422,Reject
88499,801,93042,Approve
53382,811,95755,Approve
44235,621,115491,Reject
92223,777,54224,Approve
32366,647,118347,Reject
57467,716,60094,Approve
89316,672,147791,Reject
36764,719,82818,Reject
91836,778,114305,Reject
61923,823,146489,Reject
46292,616,30086,Reject
31614,705,113893,Reject
50939,682,60544,Reject
48800,703,112398,Reject
86440,690,139258,Reject
53246,778,38955,Approve
82805,764,67660,Approve
79648,825,144295,Reject
86851,838,93736,Approve
61688,648,91168,Reject
59764,658,99236,Reject
62470,737,54630,Approve
68501,629,70385,Reject
87207,684,105045,Reject
92157,620,24711,Reject
33216,845,50871,Reject
52072,633,22457,Reject
67132,672,142889,Reject
47861,697,96732,Reject
94186,777,98375,Approve
34960,675,59467,Reject
48781,774,33167,Reject
61126,684,93995,Reject
52578,848,27157,Approve
47883,683,130357,Reject
59782,733,22714,Approve
86387,777,106466,Reject
46979,708,47217,Reject
63746,827,60132,Approve
96266,662,116653,Reject
30056,611,100792,Reject
61457,768,76371,Approve
32243,758,130302,Reject
85031,601,76788,Reject
31701,743,29583,Reject
86381,728,109461,Reject
80438,731,62042,Approve
103839,646,110405,Reject
110636,843,97807,Approve
96483,792,88371,Approve
50505,651,28013,Reject
36553,646,142643,Reject
63525,698,98775,Reject
110402,804,49540,Approve
74348,649,56973,Reject
101187,644,132157,Reject
37273,641,87690,Reject
94236,822,107028,Reject
105569,811,128840,Reject
33535,783,89459,Reject
48677,670,51558,Reject
113024,656,128350,Reject
30908,831,108004,Reject
100153,632,60030,Reject
118989,755,56636,Approve
65079,713,89326,Approve
111556,643,129528,Reject
79323,713,110956,Reject
75320,655,79051,Reject
119909,643,117751,Reject
76105,811,83566,Approve
60164,695,71159,Reject
31885,672,86809,Reject
87819,633,76025,Reject
31049,613,147314,Reject
83281,795,46680,Approve
73271,756,129463,Reject
96697,724,32434,Approve
96351,678,82185,Reject
66534,744,66096,Approve
88097,682,67471,Reject
83813,829,76004,Approve
55037,736,94940,Approve
66007,626,60579,Reject
109478,776,30487,Approve
57278,806,95925,Approve
38272,764,114921,Reject
87183,755,80628,Approve
68294,649,120568,Reject
103277,654,68133,Reject
92509,731,116925,Reject
34694,812,133500,Reject
88150,847,103530,Reject
97470,697,29610,Reject
51556,746,103706,Reject
94471,636,73551,Reject
79855,849,33869,Approve
79086,731,105402,Reject
48907,636,108466,Reject
101695,778,95605,Approve
78487,759,129403,Reject
59158,772,68954,Approve
50293,711,94107,Approve
75761,611,42979,Reject
63387,768,31492,Approve
70750,655,135381,Reject
98602,679,80920,Reject
51256,613,115826,Reject
35594,653,132784,Reject
32460,790,114257,Reject
102356,664,144327,Reject
84698,715,117379,Reject
46191,846,96118,Reject
114631,657,43409,Reject
40529,695,136443,Reject
62175,620,85162,Reject
47675,603,92569,Reject
73158,672,44077,Reject
76798,847,80428,Approve
100910,726,46455,Approve
55976,842,47385,Approve
93116,645,20847,Reject
108678,813,96699,Approve
92821,611,73213,Reject
42204,727,135883,Reject
85665,629,29704,Reject
37394,693,64862,Reject
94814,823,140166,Reject
63593,659,51849,Reject
71964,699,91868,Reject
107188,670,142842,Reject
83365,680,25648,Reject
30443,792,51793,Reject
119439,741,105240,Reject
58180,710,104377,Reject
78791,643,113574,Reject
116655,707,23450,Approve
105899,701,28418,Approve
73665,753,68718,Approve
33465,690,54575,Reject
98247,708,130804,Reject
81559,615,117260,Reject
55198,709,134009,Reject
84740,606,53186,Reject
52488,759,134426,Reject
68515,688,46451,Reject
119144,694,23155,Reject
57898,615,29110,Reject
31919,846,109284,Reject
80070,704,49448,Approve
92613,721,146934,Reject
116135,805,148529,Reject
112501,688,149244,Reject
77003,661,118122,Reject
78478,629,105738,Reject
44434,847,65231,Reject
76246,798,55399,Approve
66649,739,40058,Approve
89030,666,144225,Reject
83061,818,90166,Approve
31999,645,92404,Reject
44849,810,123817,Reject
106439,642,120133,Reject
82800,828,95391,Approve
35445,782,68698,Reject
48040,644,65379,Reject
94315,787,110196,Reject
30246,833,117275,Reject
61153,798,23812,Approve
35212,840,37270,Reject
33339,679,43978,Reject
118678,631,31531,Reject
86238,607,48783,Reject
49394,712,80019,Reject
83871,804,33236,Approve
107722,661,137485,Reject
64607,802,50093,Approve
82055,619,89683,Reject
34395,745,38515,Reject
45290,700,113806,Reject
117687,605,22759,Reject
95078,683,129274,Reject
33691,823,45316,Reject
37470,837,88412,Reject
33841,707,65480,Reject
93197,756,33332,Approve
85773,603,95439,Reject
47776,670,69207,Reject
101596,770,121666,Reject
57584,683,63819,Reject
34300,761,78150,Reject
33338,699,137744,Reject
92601,670,73902,Reject
35487,632,29198,Reject
66282,742,123307,Reject
106816,843,35732,Approve
58804,823,126209,Reject
39915,813,106023,Reject
41158,719,75419,Reject
104157,767,21781,Approve
40547,692,98948,Reject
118713,816,70141,Approve
32459,732,117090,Reject
58768,805,81277,Approve
93146,777,129660,Reject
80870,698,76704,Reject
80460,665,51485,Reject
112970,816,74351,Approve
90817,653,138057,Reject
68247,807,46654,Approve
45419,773,53145,Reject
65577,679,71529,Reject
32921,738,124349,Reject
34676,723,66378,Reject
115961,776,36665,Approve
79684,826,82475,Approve
43463,750,98462,Reject
55474,654,104839,Reject
70935,604,67802,Reject
97005,791,97892,Approve
88596,634,59752,Reject
102828,692,56362,Reject
119062,838,70990,Approve
85152,718,67126,Approve
119001,796,98160,Approve
116569,653,59338,Reject
102467,602,113004,Reject
82576,605,116464,Reject
96627,686,110326,Reject
55772,709,41114,Approve
46363,655,114630,Reject
58490,601,22120,Reject
89004,681,130289,Reject
83806,693,121174,Reject
30260,765,20785,Reject
105992,783,76925,Approve
52320,604,86473,Reject
108971,773,148747,Reject
72145,840,128185,Reject
93688,738,49969,Approve
78581,792,85236,Approve
50754,737,113823,Reject
99837,640,127752,Reject
37207,715,121416,Reject
57920,643,36297,Reject
117739,689,42816,Reject
117081,632,141386,Reject
54016,818,125741,Reject
90522,655,90070,Reject
104092,841,29529,Approve
84068,739,42013,Approve
50102,601,50089,Reject
31924,600,26171,Reject
115015,792,61229,Approve
84333,720,37874,Approve
114458,724,58809,Approve
114196,632,79465,Reject
76099,813,79024,Approve
87346,803,41153,Approve
105481,702,124693,Reject
80062,635,48429,Reject
30306,748,77753,Reject
118495,683,26641,Reject
99767,763,62401,Approve
42207,625,109075,Reject
69426,774,145138,Reject
36336,822,45367,Reject
105166,728,41726,Approve
47256,765,135047,Reject
79817,741,24677,Approve
63719,689,25139,Reject
72017,645,77766,Reject
75704,641,44696,Reject
60013,734,71372,Approve
109991,654,106049,Reject
100258,655,96693,Reject
108348,846,77414,Approve
66776,717,32832,Approve
40060,675,133413,Reject
108592,662,149807,Reject
36655,751,131559,Reject
118110,682,121996,Reject
79923,800,139318,Reject
108563,698,146609,Reject
34030,731,93741,Reject
119779,836,25425,Approve
63289,641,23900,Reject
49739,695,97347,Reject
91687,709,93998,Approve
66491,669,140580,Reject
102115,627,146004,Reject
113778,725,123917,Reject
34781,691,144463,Reject
50448,639,49134,Reject
81550,778,102442,Reject
79294,756,22817,Approve
51446,641,90486,Reject
106579,717,55607,Approve
115389,796,132637,Reject
115615,604,109809,Reject
47101,700,93027,Reject
96178,768,93550,Approve
58016,660,27691,Reject
48932,782,85978,Reject
74653,755,42778,Approve
82802,640,77154,Reject
37549,710,116415,Reject
108933,608,112195,Reject
55362,756,68788,Approve
77842,805,113039,Reject
76539,765,29413,Approve
63717,661,134113,Reject
84596,653,97177,Reject
53016,779,63400,Approve
85200,703,49899,Approve
110268,725,132683,Reject
90287,633,112474,Reject
113402,764,65463,Approve
72607,776,20894,Approve
57621,641,130398,Reject
42823,613,55021,Reject
59986,809,115472,Reject
94325,632,116296,Reject
87771,717,149611,Reject
84973,697,120314,Reject
44690,691,108777,Reject
69107,699,66442,Reject
87888,836,139681,Reject
40956,839,114302,Reject
116839,828,106555,Reject
86227,686,47791,Reject
66533,833,149082,Reject
86234,744,109728,Reject
97594,723,125301,Reject
86901,802,114716,Reject
41519,631,63520,Reject
61115,700,129342,Reject
96266,806,127541,Reject
31832,795,123137,Reject
71368,638,49899,Reject
118425,693,67802,Reject
99715,609,121238,Reject
101835,814,143350,Reject
103366,751,98107,Approve
67570,699,20371,Reject
117977,843,50193,Approve
36615,657,80747,Reject
102298,796,100922,Reject
68311,700,125302,Reject
53434,834,34464,Approve
116879,663,103323,Reject
45739,618,106522,Reject
96202,700,138634,Reject
109599,716,69025,Approve
63649,735,114187,Reject
77445,670,131710,Reject
69470,639,106593,Reject
104965,612,49872,Reject
78621,700,96248,Reject
62926,723,84997,Approve
67997,754,102927,Reject
89940,681,113458,Reject
70724,687,20667,Reject
61704,704,36325,Approve
58391,729,86982,Approve
93291,615,35890,Reject
119723,613,138654,Reject
32526,727,46483,Reject
54686,744,112479,Reject
103339,659,112217,Reject
36574,797,122672,Reject
38733,826,58085,Reject
80290,616,141934,Reject
102793,644,121333,Reject
66051,637,61000,Reject
45909,723,33025,Reject
119682,703,140580,Reject
107338,663,49940,Reject
103432,720,141878,Reject
58133,605,139492,Reject
81571,787,108299,Reject
109062,711,44701,Approve
80908,701,102697,Reject
41278,648,61795,Reject
81458,620,149163,Reject
94265,826,110990,Reject
86782,622,122793,Reject
85415,675,33115,Reject
84160,784,59038,Approve
84399,663,76433,Reject
55298,756,66999,Approve
52191,626,94564,Reject
86964,733,61484,Approve
63092,748,127747,Reject
119407,670,27688,Reject
105257,706,122545,Reject
92513,768,142018,Reject
81097,807,127230,Reject
60279,732,43255,Approve
44404,742,99747,Reject
100022,748,102088,Reject
65198,657,66617,Reject
79997,731,62108,Approve
108692,796,61259,Approve
30567,734,97049,Reject
91032,634,90569,Reject
32179,763,86057,Reject
32019,720,116360,Reject
111455,742,143497,Reject
115239,819,98792,Approve
48704,729,130080,Reject
48030,719,46293,Reject
99445,784,50607,Approve
103551,604,32793,Reject
33420,670,110413,Reject
89875,685,127148,Reject
77653,840,56069,Approve
46740,694,106079,Reject
95263,759,47213,Approve
94559,799,38663,Approve
49465,640,62582,Reject
81432,769,84694,Approve
34131,674,114526,Reject
40652,792,54449,Reject
94973,838,33116,Approve
117043,767,118395,Reject
77147,682,23706,Reject
77671,835,36147,Approve
119342,637,119264,Reject
49171,641,40543,Reject
116129,847,119147,Reject
85692,764,134906,Reject
88541,655,28895,Reject
39470,670,82058,Reject
91344,830,42412,Approve
74308,654,53014,Reject
80639,816,33251,Approve
51326,781,148472,Reject
34597,621,130533,Reject
60788,626,25109,Reject
95020,704,44632,Approve
79477,774,115276,Reject
63071,637,32151,Reject
100603,711,66165,Approve
91923,638,75276,Reject
100560,742,115269,Reject
103251,718,26325,Approve
87492,793,108227,Reject
61770,788,114964,Reject
106762,659,95586,Reject
65399,735,21912,Approve
108948,643,56989,Reject
87439,642,27374,Reject
74415,733,53034,Approve
42569,811,132993,Reject
32369,754,105402,Reject
30528,772,66678,Reject
60314,622,111792,Reject
48047,839,113305,Reject
49748,831,70683,Reject
65109,808,30198,Approve
43919,721,114817,Reject
77498,740,90100,Approve
85808,795,147776,Reject
110792,683,56996,Reject
100441,705,80794,Approve
104420,663,27155,Reject
58906,752,67952,Approve
101486,724,143899,Reject
96896,813,118621,Reject
51946,651,78944,Reject
77020,647,86246,Reject
104266,660,31388,Reject
52161,616,94178,Reject
57738,639,46457,Reject
33925,674,38127,Reject
38463,688,54091,Reject
87153,668,31752,Reject
112948,684,71832,Reject
91009,625,24237,Reject
117938,807,23051,Approve
71552,783,115705,Reject
86271,639,84346,Reject
39797,812,106584,Reject
116130,839,63311,Approve
101942,695,39088,Reject
43965,795,25675,Reject
43733,829,59555,Reject
83223,849,22640,Approve
56926,716,83328,Approve
58783,735,32317,Approve
113360,672,64408,Reject
66394,644,125680,Reject
94796,616,126442,Reject
58287,768,123666,Reject
112104,676,53462,Reject
60436,736,106173,Reject
116916,797,95921,Approve
103567,690,77683,Reject
117483,705,35201,Approve
33188,700,54536,Reject
36765,702,44667,Reject
81626,834,130920,Reject
118707,623,85707,Reject
40807,672,55517,Reject
40204,720,55870,Reject
87944,705,135308,Reject
72120,738,132911,Reject
52658,634,57982,Reject
67081,756,78332,Approve
64986,735,52844,Approve
109322,616,104118,Reject
80304,798,24237,Approve
95592,739,143110,Reject
88548,839,50465,Approve
69986,806,26027,Approve
104095,844,98777,Approve
118281,692,30367,Reject
96151,708,47483,Approve
103598,649,75007,Reject
58214,713,100567,Reject
68745,623,120848,Reject
72548,636,117559,Reject
40681,805,83268,Reject
36984,610,113724,Reject
57579,698,134675,Reject
84933,808,121161,Reject
57399,786,119857,Reject
61481,654,91810,Reject
30944,626,82924,Reject
39114,835,98092,Reject
69846,666,145545,Reject
113666,846,72892,Approve
107848,787,127457,Reject
62596,601,83034,Reject
105287,667,54395,Reject
36907,745,46543,Reject
58114,747,97059,Approve
55009,812,21074,Approve
114846,662,105124,Reject
80241,805,33990,Approve
65725,671,117064,Reject
48996,729,102948,Reject
36047,817,102567,Reject
58767,682,65793,Reject
46347,641,100373,Reject
54102,755,58071,Approve
34263,756,133048,Reject
97438,796,39546,Approve
60540,706,66515,Approve
105726,627,65875,Reject
93769,787,37286,Approve
70843,704,149212,Reject
57690,711,73219,Approve
32994,817,29695,Reject
97546,732,57844,Approve
37377,614,31054,Reject
108572,709,81822,Approve
56467,672,22897,Reject
30048,759,29537,Reject
66978,779,41946,Approve
77606,689,77325,Reject
111574,636,28681,Reject
103414,742,139940,Reject
79222,768,93387,Approve
78115,603,110537,Reject
119606,844,100121,Reject
70647,780,125532,Reject
84607,827,67038,Approve
87410,683,74833,Reject
51996,754,68123,Approve
84921,748,50117,Approve
113697,659,91131,Reject
76022,685,43774,Reject
70148,791,134101,Reject
97764,670,63691,Reject
38888,774,73143,Reject
118666,781,95135,Approve
69159,630,91998,Reject
72197,616,33307,Reject
114326,777,59136,Approve
54474,606,143302,Reject
47333,725,47531,Reject
66355,682,62174,Reject
103903,627,56710,Reject
96258,609,54568,Reject
61145,626,148755,Reject
105675,740,34414,Approve
79854,793,82294,Approve
97664,813,51723,Approve
116153,811,114572,Reject
65285,787,30261,Approve
47533,726,81987,Reject
62624,642,87913,Reject
76996,668,125627,Reject
76947,662,71255,Reject
57956,669,134530,Reject
81030,698,21271,Reject
88597,792,123324,Reject
72443,826,65316,Approve
95464,794,48419,Approve
33952,781,53202,Reject
86880,763,39982,Approve
82201,670,146429,Reject
72460,692,89307,Reject
52796,742,100409,Reject
61746,802,127030,Reject
116785,745,61340,Approve
30015,835,104070,Reject
79757,731,56892,Approve
55957,815,97653,Approve
111541,610,25602,Reject
51292,733,146008,Reject
61876,721,100957,Reject
90727,778,117210,Reject
77046,785,25167,Approve
44817,787,91022,Reject
39759,617,73201,Reject
78432,806,69698,Approve
36412,666,113728,Reject
87757,744,106342,Reject
50504,696,85249,Reject
38507,633,83753,Reject
51050,757,95479,Approve
34820,746,90360,Reject
37835,736,84687,Reject
43587,767,55883,Reject
87732,643,20218,Reject
81921,694,52893,Reject
75499,786,33169,Approve
36840,690,134629,Reject
95077,710,66458,Approve
61440,752,65374,Approve
65183,846,78672,Approve
32389,670,94951,Reject
85076,652,24180,Reject
96299,775,57928,Approve
119461,670,104690,Reject
69023,811,118145,Reject
80029,652,29766,Reject
69941,707,50058,Approve
118993,776,21942,Approve
83950,770,31532,Approve
116959,827,106377,Reject
106054,618,63374,Reject
95363,665,115412,Reject
91742,761,86790,Approve
75215,847,53755,Approve
77857,808,141925,Reject
85476,815,79192,Approve
58173,800,100459,Reject
39395,781,117218,Reject
89768,600,126415,Reject
114743,705,109875,Reject
76229,819,67592,Approve
56639,654,140041,Reject
92583,614,130397,Reject
58924,726,132044,Reject
102969,812,33118,Approve
60104,614,130215,Reject
67594,720,133305,Reject
33664,750,127813,Reject
40528,844,119675,Reject
58190,665,84610,Reject
96033,773,98699,Approve
91161,827,53128,Approve
103177,713,28104,Approve
100179,736,99722,Approve
100592,793,28549,Approve
62899,793,146081,Reject
100979,745,117798,Reject
47241,744,115614,Reject
76211,832,109704,Reject
93472,671,77240,Reject
104248,697,114002,Reject
