Product,Price,Quantity,Total Revenue
Phone,800,10,8000
Monitor,200,10,2000
Laptop,1200,10,12000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Phone,800,10,8000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Laptop,1200,10,12000
Laptop,1200,10,12000
Phone,800,10,8000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Phone,800,10,8000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Phone,800,10,8000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Phone,800,10,8000
Tablet,300,10,3000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Monitor,200,10,2000
Phone,800,10,8000
Phone,800,10,8000
Phone,800,10,8000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Tablet,300,10,3000
Phone,800,10,8000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,10,8000
Phone,800,10,8000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Phone,800,10,8000
Tablet,300,10,3000
Tablet,300,10,3000
Laptop,1200,10,12000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Phone,800,10,8000
Monitor,200,10,2000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Laptop,1200,10,12000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Laptop,1200,10,12000
Phone,800,10,8000
Phone,800,10,8000
Monitor,200,10,2000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Phone,800,10,8000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Phone,800,10,8000
Monitor,200,10,2000
Laptop,1200,10,12000
Phone,800,10,8000
Monitor,200,10,2000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Laptop,1200,10,12000
Laptop,1200,10,12000
Laptop,1200,10,12000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,10,8000
Monitor,200,10,2000
Phone,800,10,8000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Phone,800,10,8000
Phone,800,10,8000
Phone,800,10,8000
Phone,800,10,8000
Tablet,300,10,3000
Phone,800,10,8000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Phone,800,10,8000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Phone,800,10,8000
Monitor,200,10,2000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Laptop,1200,10,12000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Phone,800,10,8000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Phone,800,10,8000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,10,8000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Phone,800,10,8000
Monitor,200,10,2000
Monitor,200,10,2000
Phone,800,10,8000
Phone,800,10,8000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Monitor,200,10,2000
Laptop,1200,10,12000
Monitor,200,10,2000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Monitor,200,10,2000
Laptop,1200,10,12000
Phone,800,10,8000
Monitor,200,10,2000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,10,8000
Tablet,300,10,3000
Laptop,1200,10,12000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,10,8000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Phone,800,10,8000
Tablet,300,10,3000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,10,8000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Tablet,300,10,3000
Monitor,200,10,2000
Monitor,200,10,2000
Phone,800,10,8000
Tablet,300,10,3000
Monitor,200,10,2000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Monitor,200,10,2000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Monitor,200,10,2000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Laptop,1200,10,12000
Laptop,1200,10,12000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Tablet,300,10,3000
Phone,800,10,8000
Monitor,200,10,2000
Monitor,200,10,2000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,10,8000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Phone,800,10,8000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Laptop,1200,10,12000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Tablet,300,10,3000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Phone,800,10,8000
Phone,800,10,8000
Monitor,200,10,2000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Phone,800,10,8000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Laptop,1200,10,12000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Tablet,300,10,3000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Phone,800,10,8000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Tablet,300,10,3000
Monitor,200,10,2000
Monitor,200,10,2000
Phone,800,10,8000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Monitor,200,10,2000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Laptop,1200,10,12000
Tablet,300,10,3000
Tablet,300,10,3000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Laptop,1200,10,12000
Monitor,200,10,2000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Phone,800,10,8000
Tablet,300,10,3000
Tablet,300,10,3000
Monitor,200,10,2000
Laptop,1200,10,12000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Monitor,200,10,2000
Tablet,300,10,3000
Tablet,300,10,3000
Laptop,1200,10,12000
Phone,800,10,8000
Laptop,1200,10,12000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Tablet,300,10,3000
Laptop,1200,10,12000
Phone,800,10,8000
Tablet,300,10,3000
Phone,800,10,8000
Phone,800,9,7200
Laptop,1200,9,10800
Monitor,200,9,1800
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Monitor,200,9,1800
Laptop,1200,9,10800
Tablet,300,9,2700
Tablet,300,9,2700
Monitor,200,9,1800
Laptop,1200,9,10800
Laptop,1200,9,10800
Phone,800,9,7200
Tablet,300,9,2700
Monitor,200,9,1800
Monitor,200,9,1800
Tablet,300,9,2700
Tablet,300,9,2700
Tablet,300,9,2700
Phone,800,9,7200
Phone,800,9,7200
Tablet,300,9,2700
Laptop,1200,9,10800
Phone,800,9,7200
Monitor,200,9,1800
Tablet,300,9,2700
Monitor,200,9,1800
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Monitor,200,9,1800
Phone,800,9,7200
Monitor,200,9,1800
Monitor,200,9,1800
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Phone,800,9,7200
Phone,800,9,7200
Laptop,1200,9,10800
Monitor,200,9,1800
Phone,800,9,7200
Monitor,200,9,1800
Laptop,1200,9,10800
Phone,800,9,7200
Laptop,1200,9,10800
Laptop,1200,9,10800
Phone,800,9,7200
Monitor,200,9,1800
Laptop,1200,9,10800
Laptop,1200,9,10800
Tablet,300,9,2700
Phone,800,9,7200
Phone,800,9,7200
Tablet,300,9,2700
Monitor,200,9,1800
Monitor,200,9,1800
Phone,800,9,7200
Tablet,300,9,2700
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Tablet,300,9,2700
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Phone,800,9,7200
Laptop,1200,9,10800
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Phone,800,9,7200
Tablet,300,9,2700
Phone,800,9,7200
Laptop,1200,9,10800
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Tablet,300,9,2700
Tablet,300,9,2700
Monitor,200,9,1800
Laptop,1200,9,10800
Laptop,1200,9,10800
Laptop,1200,9,10800
Phone,800,9,7200
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Monitor,200,9,1800
Tablet,300,9,2700
Tablet,300,9,2700
Tablet,300,9,2700
Tablet,300,9,2700
Monitor,200,9,1800
Tablet,300,9,2700
Monitor,200,9,1800
Tablet,300,9,2700
Tablet,300,9,2700
Phone,800,9,7200
Laptop,1200,9,10800
Laptop,1200,9,10800
Monitor,200,9,1800
Laptop,1200,9,10800
Tablet,300,9,2700
Tablet,300,9,2700
Tablet,300,9,2700
Monitor,200,9,1800
Phone,800,9,7200
Phone,800,9,7200
Tablet,300,9,2700
Monitor,200,9,1800
Laptop,1200,9,10800
Tablet,300,9,2700
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Monitor,200,9,1800
Tablet,300,9,2700
Tablet,300,9,2700
Monitor,200,9,1800
Phone,800,9,7200
Phone,800,9,7200
Phone,800,9,7200
Phone,800,9,7200
Tablet,300,9,2700
Monitor,200,9,1800
Monitor,200,9,1800
Monitor,200,9,1800
Phone,800,9,7200
Phone,800,9,7200
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Laptop,1200,9,10800
Monitor,200,9,1800
Phone,800,9,7200
Tablet,300,9,2700
Tablet,300,9,2700
Phone,800,9,7200
Tablet,300,9,2700
Monitor,200,9,1800
Phone,800,9,7200
Phone,800,9,7200
Phone,800,9,7200
Laptop,1200,9,10800
Monitor,200,9,1800
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Phone,800,9,7200
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Phone,800,9,7200
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Monitor,200,9,1800
Phone,800,9,7200
Laptop,1200,9,10800
Phone,800,9,7200
Laptop,1200,9,10800
Phone,800,9,7200
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Tablet,300,9,2700
Monitor,200,9,1800
Laptop,1200,9,10800
Phone,800,9,7200
Laptop,1200,9,10800
Laptop,1200,9,10800
Monitor,200,9,1800
Laptop,1200,9,10800
Tablet,300,9,2700
Monitor,200,9,1800
Phone,800,9,7200
Monitor,200,9,1800
Laptop,1200,9,10800
Phone,800,9,7200
Monitor,200,9,1800
Laptop,1200,9,10800
Laptop,1200,9,10800
Phone,800,9,7200
Monitor,200,9,1800
Tablet,300,9,2700
Monitor,200,9,1800
Laptop,1200,9,10800
Phone,800,9,7200
Phone,800,9,7200
Laptop,1200,9,10800
Monitor,200,9,1800
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Monitor,200,9,1800
Monitor,200,9,1800
Monitor,200,9,1800
Tablet,300,9,2700
Monitor,200,9,1800
Laptop,1200,9,10800
Laptop,1200,9,10800
Tablet,300,9,2700
Tablet,300,9,2700
Monitor,200,9,1800
Monitor,200,9,1800
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Laptop,1200,9,10800
Tablet,300,9,2700
Phone,800,9,7200
Monitor,200,9,1800
Phone,800,9,7200
Tablet,300,9,2700
Phone,800,9,7200
Phone,800,9,7200
Phone,800,9,7200
Monitor,200,9,1800
Laptop,1200,9,10800
Phone,800,9,7200
Tablet,300,9,2700
Tablet,300,9,2700
Tablet,300,9,2700
Tablet,300,9,2700
Monitor,200,9,1800
Phone,800,9,7200
Tablet,300,9,2700
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Tablet,300,9,2700
Tablet,300,9,2700
Phone,800,9,7200
Monitor,200,9,1800
Monitor,200,9,1800
Laptop,1200,9,10800
Laptop,1200,9,10800
Laptop,1200,9,10800
Monitor,200,9,1800
Phone,800,9,7200
Monitor,200,9,1800
Monitor,200,9,1800
Tablet,300,9,2700
Tablet,300,9,2700
Tablet,300,9,2700
Phone,800,9,7200
Tablet,300,9,2700
Phone,800,9,7200
Tablet,300,9,2700
Monitor,200,9,1800
Phone,800,9,7200
Tablet,300,9,2700
Tablet,300,9,2700
Tablet,300,9,2700
Laptop,1200,9,10800
Phone,800,9,7200
Laptop,1200,9,10800
Laptop,1200,9,10800
Phone,800,9,7200
Tablet,300,9,2700
Tablet,300,9,2700
Phone,800,9,7200
Monitor,200,9,1800
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Monitor,200,9,1800
Phone,800,9,7200
Tablet,300,9,2700
Monitor,200,9,1800
Phone,800,9,7200
Phone,800,9,7200
Tablet,300,9,2700
Monitor,200,9,1800
Tablet,300,9,2700
Tablet,300,9,2700
Tablet,300,9,2700
Monitor,200,9,1800
Phone,800,9,7200
Phone,800,9,7200
Laptop,1200,9,10800
Monitor,200,9,1800
Monitor,200,9,1800
Monitor,200,9,1800
Laptop,1200,9,10800
Phone,800,9,7200
Tablet,300,9,2700
Laptop,1200,9,10800
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Tablet,300,9,2700
Tablet,300,9,2700
Phone,800,9,7200
Laptop,1200,9,10800
Laptop,1200,9,10800
Phone,800,9,7200
Monitor,200,9,1800
Phone,800,9,7200
Monitor,200,9,1800
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Phone,800,9,7200
Phone,800,9,7200
Phone,800,9,7200
Laptop,1200,9,10800
Laptop,1200,9,10800
Phone,800,9,7200
Monitor,200,9,1800
Tablet,300,9,2700
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Phone,800,9,7200
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Phone,800,9,7200
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Laptop,1200,9,10800
Phone,800,9,7200
Phone,800,9,7200
Phone,800,9,7200
Laptop,1200,9,10800
Phone,800,9,7200
Tablet,300,9,2700
Laptop,1200,9,10800
Tablet,300,9,2700
Monitor,200,9,1800
Laptop,1200,9,10800
Tablet,300,9,2700
Phone,800,9,7200
Tablet,300,9,2700
Monitor,200,9,1800
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Tablet,300,9,2700
Monitor,200,9,1800
Phone,800,9,7200
Tablet,300,9,2700
Laptop,1200,9,10800
Tablet,300,9,2700
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Phone,800,9,7200
Monitor,200,9,1800
Laptop,1200,9,10800
Phone,800,9,7200
Laptop,1200,9,10800
Phone,800,9,7200
Tablet,300,9,2700
Tablet,300,9,2700
Phone,800,9,7200
Phone,800,9,7200
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Phone,800,9,7200
Phone,800,9,7200
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Laptop,1200,9,10800
Laptop,1200,9,10800
Phone,800,9,7200
Monitor,200,9,1800
Tablet,300,9,2700
Phone,800,9,7200
Laptop,1200,9,10800
Laptop,1200,9,10800
Tablet,300,9,2700
Tablet,300,9,2700
Laptop,1200,9,10800
Monitor,200,9,1800
Phone,800,9,7200
Phone,800,9,7200
Laptop,1200,9,10800
Monitor,200,9,1800
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Phone,800,9,7200
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Tablet,300,9,2700
Monitor,200,9,1800
Phone,800,9,7200
Phone,800,9,7200
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Tablet,300,9,2700
Phone,800,9,7200
Tablet,300,9,2700
Phone,800,9,7200
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Laptop,1200,9,10800
Tablet,300,9,2700
Tablet,300,9,2700
Laptop,1200,9,10800
Laptop,1200,9,10800
Laptop,1200,9,10800
Monitor,200,9,1800
Tablet,300,9,2700
Monitor,200,9,1800
Phone,800,9,7200
Phone,800,9,7200
Tablet,300,9,2700
Laptop,1200,9,10800
Monitor,200,9,1800
Monitor,200,9,1800
Laptop,1200,9,10800
Monitor,200,9,1800
Tablet,300,9,2700
Laptop,1200,9,10800
Monitor,200,9,1800
Tablet,300,9,2700
Monitor,200,9,1800
