Age,Income,IsStudent,Purchased
23,73238,0,1
60,73859,1,1
46,59630,0,1
60,80824,0,0
56,55584,0,0
19,16076,1,1
36,49139,0,1
21,81610,0,1
23,52702,1,1
54,42535,1,0
45,113343,0,0
47,78737,0,0
24,78705,0,1
26,84810,0,0
42,43198,0,1
50,110395,1,0
18,74113,0,0
23,118800,0,0
35,60760,0,1
27,72840,0,0
45,50276,1,1
28,92554,1,0
50,76913,0,1
18,73028,0,0
30,88608,0,0
54,28348,0,1
37,61678,0,1
18,28952,0,0
20,15318,0,0
35,92354,0,0
58,41011,0,1
31,33787,0,1
48,78428,0,0
44,27516,1,1
34,114032,0,0
63,49055,1,1
46,117305,0,0
53,23752,0,1
54,81911,0,0
43,95506,0,0
34,74850,1,1
39,113328,0,0
42,32538,0,0
19,27657,0,1
39,32843,0,0
22,96119,0,0
21,36491,0,0
53,118010,0,0
23,61431,1,0
38,78475,0,1
30,57180,0,1
54,33540,0,0
42,86515,1,0
43,75635,1,1
56,22943,0,0
37,23911,0,1
50,55254,0,0
31,114409,0,0
53,78000,0,0
34,84305,0,1
38,17479,1,0
63,25112,0,1
33,85267,0,0
63,77612,0,0
33,91897,1,0
37,116476,0,0
46,61809,0,0
45,47205,0,1
25,105105,0,0
41,87604,0,1
20,21557,0,0
42,51098,0,1
36,53790,0,1
50,49826,0,1
19,37074,0,0
32,102691,0,0
39,116925,0,0
27,117295,1,0
35,111320,1,0
39,47401,1,1
63,26565,0,0
44,105236,0,0
30,79702,0,1
50,64926,0,0
22,95873,0,0
43,26112,0,1
30,94297,0,0
44,23885,0,0
31,16376,1,0
41,20939,0,1
20,56949,0,0
64,17846,0,0
47,87353,1,0
52,22430,1,1
65,41328,0,0
31,26151,0,1
29,74797,1,0
45,42619,0,1
61,49484,1,0
46,42664,0,1
60,21780,0,0
34,83867,1,0
57,43604,0,0
38,32762,0,0
40,38765,0,1
37,78726,1,1
28,52043,0,1
51,102458,0,0
27,74051,0,0
27,104230,1,0
60,25556,0,1
23,94091,0,0
53,25004,0,0
41,73956,1,1
29,118726,1,0
60,35810,0,0
40,77000,1,1
44,91724,0,0
62,15247,0,0
54,35762,1,1
23,60995,0,0
18,74423,0,0
23,94347,1,0
39,84277,0,1
58,76969,0,1
41,44052,1,1
42,64214,0,1
32,49319,0,1
43,86842,0,1
25,83541,0,0
41,83858,0,1
65,96544,0,0
55,55765,0,0
23,39870,1,1
52,27466,0,1
59,60284,0,0
18,65034,1,0
63,48161,1,0
53,83275,0,0
29,75811,0,0
55,117471,0,0
28,68565,0,1
29,76314,0,1
59,68626,0,1
56,93730,0,0
24,84767,1,0
28,66929,1,0
53,108804,0,0
48,81937,0,1
50,23086,1,0
30,77582,1,1
35,114209,1,0
58,81065,0,0
41,55779,0,1
26,38462,1,1
48,62769,0,0
58,117922,1,0
27,70878,0,1
19,31956,1,1
55,97563,0,0
32,100991,0,0
20,59555,0,0
60,60602,1,0
48,20605,0,1
23,91213,0,0
20,31938,0,0
28,74502,1,1
32,67545,0,1
62,58534,0,0
45,30009,0,0
27,45246,0,0
55,43185,0,0
64,109831,0,0
24,106055,1,0
32,101488,0,0
35,61642,0,1
35,24185,1,1
58,79366,1,1
41,34843,1,1
19,32505,0,1
57,43022,0,0
37,76609,0,1
51,69261,0,0
60,31439,0,1
43,95196,1,0
24,89385,0,0
55,110164,0,0
47,105371,0,0
59,85272,0,0
22,50377,0,1
28,18909,0,1
18,29867,0,0
51,79685,0,1
18,15794,1,1
36,98481,0,0
19,73527,1,1
38,30369,0,0
37,38807,1,1
40,25856,0,0
38,21795,1,1
41,109921,0,0
21,46063,0,0
29,75951,0,1
39,53260,0,1
37,25149,0,1
35,107205,1,0
18,41328,0,1
47,118303,0,0
50,118501,0,0
41,84098,0,1
31,48623,0,1
53,57255,0,0
22,51389,1,1
28,19206,0,1
41,114342,1,0
48,78565,0,0
30,117900,1,0
33,35897,0,0
41,94687,1,0
30,19370,0,0
41,39045,0,1
43,102236,0,0
19,116751,0,0
33,102770,0,0
55,67584,0,1
63,63671,0,1
18,30326,1,1
28,118533,1,0
52,82777,0,0
60,45639,0,0
46,75874,0,1
54,54766,1,1
34,36278,1,0
56,86980,1,1
59,83551,1,0
45,95439,1,0
46,54583,1,0
60,108679,0,0
20,85400,1,1
27,24676,1,1
59,19234,0,1
31,36340,0,0
29,99259,0,0
64,23526,1,1
59,87378,0,0
47,49626,0,1
49,16207,1,0
49,97844,0,0
59,77420,1,1
49,67097,1,1
43,79414,1,1
18,20429,0,0
59,68591,1,1
19,22591,0,0
34,53660,0,1
47,92313,0,0
56,119249,0,0
24,55459,1,0
44,93084,0,0
26,117331,1,0
39,77099,0,1
51,117599,0,0
63,77848,0,1
18,112591,0,0
26,93405,1,0
37,104399,1,0
36,19661,0,1
53,59802,1,0
57,33782,0,1
62,64179,0,1
21,16898,0,0
26,93455,0,0
58,55068,1,1
39,82963,0,0
35,114929,0,0
29,91303,0,0
59,98956,0,0
60,73654,0,0
56,51123,0,1
26,71198,1,1
23,67872,0,1
36,19902,0,1
65,41850,0,1
64,63554,0,0
24,58034,1,1
33,79843,0,1
22,102156,0,0
33,23280,0,0
18,95490,1,0
54,61814,1,0
56,72465,0,1
36,61973,0,1
54,52729,0,1
34,47800,1,1
43,118002,0,0
39,89423,0,0
25,112143,0,0
50,112677,0,0
19,93871,0,0
47,86713,0,1
64,56206,0,0
37,18926,0,0
35,75445,0,1
60,58056,0,1
27,90690,0,0
41,83495,1,1
21,99147,0,0
54,49161,0,1
21,74251,1,0
30,33407,0,0
42,93561,0,0
30,86600,0,1
35,71714,0,1
41,21639,0,0
19,17478,0,0
65,79546,1,1
50,88465,1,1
36,112862,0,0
26,77876,1,1
45,103373,0,0
52,56941,0,0
56,44974,0,0
27,59183,0,0
18,23418,0,1
59,98186,0,0
38,115361,0,0
26,72148,1,1
64,94919,0,0
32,46708,0,1
52,116245,0,0
22,47924,0,1
58,38382,1,0
39,41649,1,1
58,111676,1,0
40,113099,1,0
24,45373,0,1
40,97680,0,0
61,89501,0,1
42,37791,1,1
44,73896,0,1
58,38115,0,1
23,32341,0,1
51,31637,0,0
26,39269,0,1
50,98489,1,0
23,108330,0,0
54,38877,1,0
48,55273,1,1
51,71035,1,1
58,27405,1,1
46,108348,0,0
31,77309,1,1
53,56767,0,0
53,24973,1,0
32,73565,0,1
25,104461,0,0
43,38091,0,0
53,34584,0,1
65,119861,1,0
38,89607,1,0
45,85624,0,0
21,31550,0,1
33,17063,1,0
39,107816,0,0
29,88839,1,1
33,26631,0,0
57,16125,0,0
55,50409,1,1
59,65581,0,1
54,37485,0,0
46,93330,1,0
35,98554,1,0
27,89398,1,0
59,116415,0,0
56,16690,0,1
35,30740,0,0
18,63643,0,0
56,103560,1,0
38,100877,0,0
18,24156,0,1
32,52214,1,1
21,111589,1,0
37,78389,0,1
27,90694,0,0
40,17808,1,1
58,77987,0,1
51,85938,1,0
63,82500,1,0
65,77167,0,1
50,75734,0,0
51,32206,0,0
56,24629,0,1
27,47337,0,1
37,115365,1,0
18,102095,1,0
30,78829,0,1
18,84401,1,0
22,84830,0,0
33,61939,1,1
32,27965,0,0
45,27228,0,1
48,63419,0,1
40,111913,0,0
65,64229,0,0
62,115463,1,0
60,27822,0,0
34,45070,1,1
51,83723,0,1
30,22135,0,1
31,94044,0,0
28,114093,1,0
45,114626,0,0
59,54441,0,1
49,54884,1,1
52,106603,0,0
48,33043,0,1
34,111108,0,0
64,90043,0,0
26,18062,0,0
27,105236,1,0
25,67214,1,0
38,98990,0,0
30,68409,0,1
22,25868,0,0
23,83089,0,1
47,110089,0,0
48,109047,0,0
34,32428,0,0
28,86493,0,0
37,85114,1,0
65,53389,1,0
26,49734,0,0
19,91084,1,0
54,80107,0,0
18,101889,0,0
21,99170,1,0
53,26679,1,1
42,62743,0,1
20,39717,0,0
26,40579,1,1
39,79102,0,1
40,107266,0,0
29,49782,1,1
27,85160,0,0
51,38103,0,0
60,106080,1,0
27,68077,0,1
47,43534,0,0
39,53636,0,1
23,114108,0,0
19,65486,0,0
47,109096,0,0
19,48435,0,1
49,48152,0,1
59,73952,0,1
33,34638,0,0
29,116744,0,0
18,31396,0,0
25,55494,0,1
65,41783,0,1
30,20403,1,1
32,79052,1,1
61,38838,0,1
25,53919,0,1
27,92895,0,0
63,62995,0,1
22,37614,0,0
36,90593,0,0
64,15100,0,1
55,109191,1,0
28,76720,0,1
60,85514,1,0
37,25988,0,0
37,95067,0,0
38,119838,0,0
35,92167,1,0
27,92229,0,0
51,116471,0,0
43,53148,0,1
47,28823,1,0
26,39696,0,1
63,26629,0,1
48,18856,1,1
59,46051,0,1
21,81611,0,0
23,101333,0,0
31,48469,1,1
21,116652,0,0
43,88721,0,1
64,108377,1,0
65,87372,0,0
56,61072,1,1
34,105132,0,0
36,58406,0,1
23,102754,0,0
46,50017,1,0
28,25705,0,0
33,34606,0,0
47,101911,0,0
42,107469,1,0
57,88654,0,0
28,50319,0,1
24,107185,1,0
43,72254,1,1
39,60318,0,1
42,17214,1,0
36,89070,0,0
48,64869,0,1
43,50228,0,1
59,59696,0,0
58,18255,1,1
53,42841,1,1
40,20334,0,0
64,92817,1,0
30,55522,0,1
42,54708,0,1
19,80150,1,0
19,45697,1,1
33,25722,0,1
26,116936,0,0
45,80480,0,1
30,31029,0,0
52,80550,0,0
58,92042,0,0
30,23208,0,1
48,107693,1,0
38,90507,0,0
49,103719,0,0
51,103499,1,0
25,116383,0,0
58,23127,1,0
65,62782,0,0
19,30646,0,1
55,105891,0,0
49,98744,0,0
57,37713,0,1
45,47267,0,1
54,18864,0,0
58,91197,0,0
18,47559,0,0
58,90858,1,0
27,87246,1,1
21,46362,1,1
52,47380,0,0
27,79994,0,0
64,56284,0,1
28,94922,1,0
31,93874,0,0
55,70277,0,1
29,30316,0,0
62,39463,0,1
34,90739,0,0
33,19888,1,0
52,108728,1,0
19,26325,0,0
28,34088,0,0
58,89922,0,0
20,119564,0,0
46,91803,1,0
35,112345,0,0
37,30419,1,0
64,106016,0,0
31,68749,0,1
51,60854,0,1
48,17904,1,0
57,114427,0,0
59,93966,1,0
35,78556,1,1
47,95535,1,0
42,103855,1,0
36,35700,0,0
25,42633,0,0
45,99644,0,0
25,39055,0,1
48,33642,1,0
20,68014,0,0
20,73274,0,0
61,18646,1,0
39,28173,0,0
34,22025,0,0
53,27549,0,1
34,29853,1,1
31,65423,0,1
26,76156,1,0
47,110488,0,0
38,26326,1,0
29,18463,0,0
54,42163,0,1
49,113136,0,0
28,29075,0,0
37,109245,0,0
52,58315,0,1
64,118245,0,0
63,31010,1,0
28,81433,0,0
25,15605,1,1
21,51445,1,0
44,52315,0,1
61,23652,0,0
57,47229,0,0
55,45530,1,0
64,118560,1,0
47,64101,0,0
61,100950,0,0
65,108439,0,0
65,95266,1,0
44,52924,1,1
38,53541,1,1
37,79658,0,1
21,71327,0,1
28,108434,1,0
30,58654,1,1
26,30930,0,1
21,18518,0,0
29,45982,0,0
26,21775,1,1
30,38990,0,0
65,20378,0,1
43,61402,0,1
55,54441,0,0
59,86980,0,1
30,94712,0,0
56,40060,1,1
45,89915,0,0
36,117031,0,0
41,61993,0,1
36,108104,0,0
30,37765,0,1
30,74053,0,1
45,111338,0,0
19,38196,1,1
27,30468,1,1
39,109385,0,0
30,117649,1,0
26,23174,1,1
50,60820,1,1
31,34098,0,1
65,87582,1,1
37,19186,0,0
32,31722,1,1
49,86504,0,1
50,55452,0,1
34,43270,0,1
41,63311,1,1
47,56129,1,1
30,119809,0,0
64,21387,0,0
65,39394,1,0
33,91827,0,0
19,45093,0,1
34,71636,1,1
49,83146,1,0
60,50241,0,0
25,69407,0,0
20,43337,1,1
29,115992,1,0
37,19804,0,0
33,49058,0,1
31,90763,0,0
33,72450,1,1
60,66759,0,0
50,74529,0,0
47,46334,0,0
29,78534,0,1
32,78452,0,1
35,21511,0,0
45,55965,0,1
40,54440,0,1
31,78118,0,1
47,100263,1,0
50,64217,0,1
62,46139,1,0
32,100330,0,0
24,83517,0,1
32,27785,0,1
59,69740,1,0
63,95202,0,0
55,116119,0,0
63,85632,0,0
61,28950,0,1
28,79642,0,1
46,66169,1,1
48,87209,0,0
42,82278,0,1
41,53488,1,1
36,51277,0,1
19,60041,0,0
39,18534,0,0
37,95221,0,0
50,85672,0,0
25,86121,0,0
42,107894,1,0
63,89090,0,1
26,71310,1,1
51,16634,0,1
40,31908,0,1
22,36310,0,0
42,95653,0,0
25,82258,0,1
33,89147,0,0
65,71081,1,1
62,76572,1,1
32,84400,0,0
18,81603,1,0
39,106512,1,0
20,119742,0,0
55,87807,0,0
31,92364,1,0
53,46131,0,1
35,35386,1,1
64,64781,0,1
58,76760,0,0
35,82370,0,0
20,69470,1,1
27,68283,0,0
56,17353,0,1
64,28878,0,1
18,91668,0,0
44,23203,0,1
44,25322,0,0
28,91831,0,0
22,73775,0,0
24,50925,0,1
36,37247,0,0
46,32340,0,1
32,100778,0,0
52,37522,1,0
64,59594,0,1
54,92631,0,0
29,61335,0,1
47,103961,0,0
37,49723,0,1
54,90740,0,0
20,19991,1,1
26,112162,1,0
58,51833,0,1
56,31067,0,0
43,28763,1,0
19,66955,0,0
40,59863,0,1
40,32408,0,0
38,40176,0,1
33,50097,1,1
26,66850,0,0
30,68846,0,1
45,50794,1,1
44,78324,0,1
34,104767,0,0
55,73486,0,1
53,16011,0,0
18,38427,0,0
35,53392,0,1
26,73990,1,0
30,65852,1,1
57,30229,0,0
62,93780,1,0
32,97138,0,0
60,104998,0,0
61,40302,0,0
63,38536,0,0
21,102746,0,0
50,20585,0,1
41,64130,1,1
53,76957,0,1
58,72210,0,0
27,97731,0,0
53,95373,0,0
37,20456,0,0
58,68861,0,0
62,52289,0,0
61,24775,0,0
28,79881,0,1
29,29099,1,1
35,117341,0,0
47,56842,1,0
61,72163,1,0
65,97351,0,0
54,92762,0,0
37,110608,0,0
42,89675,0,0
29,110596,0,0
38,59867,0,1
42,24859,0,0
28,70700,0,0
26,17539,0,0
42,93735,1,0
52,48158,0,0
49,80618,0,1
31,65154,1,1
18,72824,1,1
34,27281,0,1
42,30120,0,0
25,24946,0,0
22,91427,0,0
22,100176,0,0
58,41111,0,1
52,67396,0,0
36,119311,1,0
40,48290,0,1
26,111140,0,0
47,49462,1,0
33,99172,0,0
50,19837,0,1
19,26801,0,0
31,38710,1,0
63,112157,0,0
18,55916,0,0
43,28065,1,1
42,77546,0,1
33,60474,1,1
32,108766,1,0
43,51388,0,1
64,91167,0,0
61,110364,1,0
33,89667,0,1
31,94843,1,0
46,18709,0,1
41,63754,0,1
64,101257,0,0
32,112730,0,0
36,20094,0,0
25,24415,0,1
51,63846,0,1
19,94066,0,0
44,22472,1,1
27,78730,1,0
52,51131,0,1
40,99943,0,0
25,98737,0,0
45,42948,0,1
40,61908,0,1
21,64835,1,1
31,38115,0,1
59,42961,1,1
46,62083,1,1
18,74417,0,1
21,67062,0,0
49,62182,0,0
50,17017,0,0
43,19223,0,0
34,76852,0,1
56,115488,0,0
40,65509,0,1
49,38075,0,1
32,21531,0,0
30,19666,0,0
19,104317,0,0
36,59023,0,1
41,50236,1,1
62,55059,1,0
41,55023,0,1
28,117224,0,0
39,19236,1,0
32,82475,0,1
27,51624,0,1
58,47818,1,1
44,96462,0,0
26,108088,0,0
45,45100,1,1
18,81896,0,0
34,59696,1,1
48,92530,0,0
61,39941,0,0
27,108067,0,0
54,116349,1,0
46,74347,0,1
35,91629,0,0
64,48025,1,0
55,26651,0,1
56,113348,0,0
23,105380,0,0
57,98254,0,0
29,64823,1,1
31,63122,0,1
61,28589,0,0
27,54768,0,0
37,79986,0,1
32,100558,0,0
48,119389,0,0
24,15234,1,1
58,87370,1,0
27,30055,0,1
27,83743,0,0
65,17400,0,0
56,90145,0,0
45,102009,0,0
47,104471,0,0
54,69157,0,0
20,104410,0,0
60,75598,1,0
32,40015,0,1
38,94720,0,0
54,110079,0,0
29,81186,0,1
21,79430,1,0
64,112925,0,0
26,64185,1,0
56,107864,0,0
59,77306,0,0
45,34416,0,0
40,93655,1,0
62,88180,0,0
57,65262,1,0
61,89189,0,1
39,94952,0,0
41,105433,0,0
43,68662,0,1
47,82410,0,0
50,67191,1,0
33,90965,0,0
39,27213,0,0
60,63987,0,0
35,98176,0,0
24,74783,0,1
43,76353,0,1
25,116544,1,0
23,30802,0,1
47,96658,1,0
56,75646,0,0
40,102189,0,0
49,58671,0,0
39,104637,1,0
59,81945,1,0
60,58388,0,0
62,49600,0,1
26,98944,0,0
48,75690,1,1
24,20736,1,1
26,85529,0,0
30,58871,0,1
20,62165,1,1
52,71786,0,1
50,46247,0,1
38,43821,0,1
48,18213,0,0
51,44495,1,0
49,86744,1,0
52,24644,0,0
32,21453,0,0
49,91629,1,0
23,26263,0,1
62,71480,0,0
38,80841,0,1
50,114688,0,0
49,47021,0,1
36,32958,0,0
50,81408,0,0
45,56128,1,1
48,102498,1,0
38,57563,1,1
51,32414,0,1
32,90462,0,0
31,70883,1,1
36,52210,1,1
60,30290,0,1
32,18667,0,1
23,32660,0,1
26,87089,0,1
54,97462,0,0
37,72698,1,1
51,19808,0,1
55,109148,0,0
43,55499,1,1
35,43015,0,1
45,48351,1,1
26,64662,0,0
49,89674,1,1
23,51241,0,1
31,16198,1,0
45,107983,0,0
41,117299,0,0
30,27113,0,0
60,109285,0,0
29,117839,0,0
36,53639,1,1
38,79036,0,1
44,100223,0,0
36,82983,0,0
41,89944,1,1
43,32674,0,0
62,27413,1,1
45,69986,0,1
63,62937,0,1
35,88085,0,1
61,38071,1,0
53,89229,0,1
59,58831,1,0
46,97306,0,0
34,56371,0,1
21,82542,1,0
61,20213,0,0
62,78815,0,0
46,66299,1,0
21,51636,0,0
27,78948,0,1
42,90066,0,0
48,62128,1,0
20,87173,1,1
64,64504,0,0
19,85500,0,0
42,67340,0,1
23,49070,1,1
43,88285,0,0
25,81382,1,0
52,93926,0,0
44,94271,0,0
42,104441,0,0
35,29876,0,0
18,94503,1,0
65,66676,1,0
56,33262,0,0
20,117409,0,0
21,100550,1,0
58,39054,0,0
54,110491,0,0
32,38051,0,0
25,43385,1,1
55,50587,0,0
36,70131,1,1
64,108019,1,0
43,42653,1,1
56,59790,1,1
27,57018,1,0
55,111430,0,0
31,75992,0,1
58,110378,0,0
36,69840,0,1
47,100184,0,0
22,112292,0,0
48,102943,0,0
24,59561,0,0
36,97594,1,0
48,25070,1,0
56,54025,1,1
41,48779,0,1
51,31616,0,0
40,110909,0,0
65,115477,0,0
62,116688,0,0
57,15797,0,0
23,54889,0,1
55,79390,1,0
58,28594,1,0
53,62754,0,0
44,68639,0,1
28,88226,0,1
22,27669,0,0
34,99509,1,0
24,36085,1,1
44,43787,0,1
64,105620,0,0
32,39051,0,0
63,70566,0,0
30,65615,1,1
28,92090,1,0
62,67262,0,1
43,52639,0,1
39,93890,1,0
45,20289,0,0
41,39744,0,0
46,32945,0,0
26,104779,0,0
59,71964,0,0
21,119590,0,0
63,39227,0,1
35,108284,0,0
60,97494,0,0
33,24934,1,0
50,60530,0,0
46,68168,1,0
56,91086,0,0
27,80095,0,1
26,84560,1,0
48,46772,0,1
45,23722,0,0
20,65142,0,0
31,82656,0,0
42,110625,1,0
32,101884,0,0
19,20877,0,0
41,33904,0,0
31,101328,0,0
65,106573,1,0
24,97871,0,0
53,95195,0,0
41,44684,0,1
44,81500,0,0
54,49902,0,1
55,68606,0,0
47,115548,0,0
44,50571,1,1
56,84447,1,1
32,91752,0,0
43,81944,0,0
18,102157,0,0
21,101513,0,0
46,93731,1,0
18,58938,1,0
60,72203,0,0
63,72805,0,0
39,87649,0,0
28,55910,0,0
27,37761,0,1
34,39992,0,0
53,94314,0,0
64,102521,0,0
43,70448,0,1
65,84903,0,0
38,60447,1,1
30,25786,1,1
26,57706,1,0
28,111444,0,0
28,91587,0,0
23,117282,0,0
18,30611,1,1
23,19490,0,1
30,65004,0,1
39,75634,0,1
48,111849,1,0
39,21377,1,0
54,24903,0,0
64,29567,1,1
44,103421,0,0
31,108758,0,0
64,63556,1,0
22,41606,0,1
53,97976,0,0
49,17260,1,1
51,45267,0,1
24,107538,1,0
59,73369,0,1
65,65060,0,0
27,31833,0,1
34,18498,1,0
47,80310,0,1
38,61729,0,1
30,25518,0,0
18,93037,1,0
18,37254,0,0
64,114612,0,0
50,96438,0,0
55,114021,0,0
42,40545,0,1
43,18345,0,1
30,95906,1,0
45,71366,0,1
50,61721,0,1
54,74829,0,1
58,108767,1,0
47,24642,0,0
65,98375,1,0
25,104217,1,0
64,79533,0,0
18,87571,0,1
29,68382,0,0
22,48299,1,1
41,50035,1,1
23,38583,1,1
42,37105,0,1
18,96666,0,0
42,28736,0,1
18,57281,0,1
49,94351,0,0
59,104932,0,0
59,39312,0,1
20,92780,0,0
36,57668,0,1
60,70652,1,1
46,26718,0,0
19,97320,1,0
26,111219,0,0
34,58997,0,1
63,46428,0,1
53,117295,0,0
34,73822,0,1
29,41490,1,1
37,65209,0,1
20,62351,0,0
60,56001,0,0
21,60856,0,0
34,31410,0,1
54,67685,0,1
63,50386,0,0
59,89898,0,1
32,119943,0,0
50,104547,0,0
33,87578,0,1
28,40286,0,1
37,26391,1,0
55,41999,0,1
41,17018,0,1
33,27952,0,1
47,96776,1,0
51,101798,1,0
18,34282,0,0
41,102995,0,0
41,115351,0,0
26,69354,0,0
39,32942,0,0
29,75938,0,0
34,16722,0,0
42,51820,0,1
45,82187,1,0
32,102142,0,0
47,49546,0,1
44,80030,0,0
39,81219,1,0
27,33394,0,0
48,73559,0,0
44,61705,1,1
29,99502,0,0
63,41469,0,1
48,89041,0,0
49,76338,1,1
49,20492,1,0
58,31827,1,1
62,42492,1,0
52,83802,0,0
63,86445,1,1
38,27869,0,0
27,54782,1,0
33,36863,0,1
24,76987,1,0
21,59055,0,1
44,88355,0,0
42,44136,0,1
48,29837,0,0
28,90592,0,0
65,15715,1,0
37,32275,0,0
53,35191,1,0
34,97420,1,0
62,75126,0,0
28,66792,0,1
47,23894,0,1
52,99253,0,0
58,99114,0,0
55,38321,0,1
39,39959,0,0
60,25515,0,0
65,89613,0,0
44,80196,0,0
54,36443,1,1
63,68550,0,1
52,90979,0,0
21,52208,0,0
33,16783,1,0
33,93649,0,0
38,85921,0,1
43,117421,0,0
53,21982,1,0
36,115887,1,0
34,93943,0,0
62,30316,1,1
43,105374,0,0
39,107743,0,0
45,108938,0,0
18,82966,0,1
61,17936,1,0
53,92400,1,0
60,105651,0,0
54,89843,0,0
19,21709,0,1
34,110390,0,0
57,35707,1,1
55,54384,1,0
38,50187,0,1
26,81935,0,0
30,57536,1,1
28,39188,0,1
33,29245,1,0
33,103907,0,0
19,47286,0,0
59,102229,0,0
61,49303,0,0
25,101673,0,0
60,56049,0,0
59,95901,1,0
30,71200,0,1
34,93986,0,0
56,84726,1,0
41,57861,1,1
20,58639,0,0
47,38937,1,0
30,74514,1,1
36,87988,0,0
24,18960,0,1
26,54602,0,0
36,110721,0,0
62,25564,0,0
57,80533,0,0
39,62510,1,1
35,20091,0,0
40,77335,0,1
19,45519,1,1
28,18710,0,1
48,78564,0,0
50,74977,0,0
31,119931,0,0
33,79975,1,1
28,72614,0,1
50,22988,1,1
24,50754,0,0
48,108650,1,0
65,38074,0,1
63,36198,0,1
64,91045,1,0
31,40180,0,1
45,63068,0,1
60,31560,0,1
33,57674,0,1
36,80152,1,0
34,53938,1,1
43,50391,0,1
23,43731,1,1
60,99698,0,0
26,40236,0,1
34,52133,0,1
48,91915,0,0
29,19340,0,0
40,85291,0,1
22,63731,1,0
60,72428,0,0
53,67822,0,0
53,56866,0,0
20,100441,0,0
41,98795,0,0
34,111791,0,0
56,117262,0,0
43,115440,0,0
21,56813,1,0
62,112150,1,0
29,81042,0,0
18,89135,0,1
38,102310,0,0
36,23715,1,1
38,102533,0,0
35,70902,0,1
60,116354,0,0
20,29783,1,1
61,111798,0,0
49,104012,0,0
27,82933,0,0
57,55680,0,1
32,108011,1,0
22,74179,1,1
21,114613,1,0
45,54970,0,1
21,88236,0,0
32,19718,0,1
34,42111,0,1
61,53718,1,1
20,90769,0,0
27,94707,0,0
64,25726,1,0
59,107304,1,0
40,32139,0,0
35,80681,0,0
18,59782,0,1
52,34958,1,0
48,106739,0,0
61,36307,1,1
18,115162,0,0
20,118026,0,0
20,84134,0,0
54,28583,0,1
36,32013,1,1
46,62984,0,1
42,116822,0,0
50,117656,0,0
53,59874,1,1
46,55197,0,0
43,24096,1,1
21,86091,0,1
31,113255,0,0
44,88533,0,1
50,91345,0,0
39,107901,0,0
65,40618,1,1
20,106500,0,0
40,24868,0,0
38,36882,0,1
58,35639,0,0
40,51963,1,1
21,117125,1,0
38,75464,0,1
54,44470,0,0
60,85714,0,0
48,78670,0,0
38,91434,0,0
43,86102,1,1
58,35353,0,1
52,53188,0,1
55,48375,0,1
41,86210,0,1
28,37272,0,1
58,36716,0,1
46,104276,1,0
64,103706,0,0
20,50162,0,0
18,91587,1,0
36,88606,1,0
63,44472,0,1
39,73504,0,1
31,70441,1,1
31,76401,0,1
61,73835,0,1
33,115325,0,0
50,71936,1,1
30,101518,0,0
55,46518,0,1
29,99935,0,0
55,69462,1,1
56,42313,0,0
50,31110,1,0
50,49816,0,1
46,76549,0,0
22,102889,1,0
23,43530,0,1
48,15893,1,1
33,109260,1,0
48,41885,1,0
42,59560,1,1
65,28613,1,0
63,94852,0,0
50,21087,0,1
30,50701,0,1
27,33665,0,0
41,114684,1,0
27,44622,0,0
58,110834,0,0
48,97403,1,0
30,56989,1,1
20,59741,1,0
51,93700,1,0
45,35163,0,1
36,86637,1,1
40,74175,0,1
62,118258,1,0
49,119257,0,0
30,119584,1,0
50,48546,0,0
51,18475,0,1
50,85259,1,1
22,29890,1,1
20,38270,1,1
24,21713,0,0
41,108389,0,0
39,89137,0,0
62,80317,0,1
40,80117,0,0
47,97979,1,0
35,77594,0,1
49,98520,1,0
24,93271,0,0
50,99153,0,0
22,106764,0,0
45,71505,1,1
25,57257,1,0
32,94510,0,0
21,61492,0,0
51,91159,0,0
22,30395,1,1
50,87005,1,0
22,40040,0,0
55,83702,0,1
51,36637,0,0
43,82745,0,1
18,23747,0,1
21,113603,0,0
56,35250,0,0
43,105467,0,0
50,113867,0,0
50,92737,0,0
25,69040,0,1
37,46305,0,1
33,80318,0,0
38,79237,0,1
62,98110,1,0
43,111395,1,0
40,67362,0,1
35,25096,0,1
48,90764,1,0
59,24218,1,0
29,105367,0,0
18,99338,0,0
59,62381,1,0
26,99483,0,0
20,34335,1,1
43,61861,0,1
26,44907,1,1
59,97189,0,0
33,54387,0,1
41,102567,1,0
31,89655,0,0
20,72407,0,0
51,80262,1,0
50,19555,0,1
41,61095,0,1
26,79051,0,1
30,16042,0,1
19,118748,1,0
24,19188,1,1
65,93596,0,0
38,73153,0,1
36,25233,0,1
42,18088,1,1
64,16646,1,0
39,28127,1,0
28,47615,1,1
50,81023,0,1
49,30453,0,0
38,67233,0,1
56,49515,0,0
37,73092,0,1
25,97447,1,0
59,80000,0,1
54,98087,0,0
26,76993,0,0
42,68762,1,1
42,96814,0,0
50,101392,0,0
19,92467,0,0
36,37188,1,0
63,81019,0,0
37,15451,1,1
59,19069,0,1
58,79274,1,1
59,28386,1,1
46,22207,0,0
23,117701,0,0
34,53439,0,1
42,67285,1,1
55,33157,0,0
21,102542,0,0
47,89726,0,0
37,98985,1,0
20,56357,0,0
40,110214,0,0
35,29929,0,0
43,119636,0,0
53,63747,0,0
25,22913,1,1
34,90531,0,0
48,41727,0,0
54,16946,0,0
62,76061,1,0
50,116719,0,0
44,81930,1,1
62,76472,0,0
21,82957,0,0
39,100839,1,0
43,34467,0,0
