Income,CreditScore,LoanAmount,Decision
25387,492,104622,0
117295,599,138624,0
59994,657,67751,0
53725,752,133619,0
92682,805,102073,0
20560,364,38845,0
76565,521,92359,0
21312,765,7526,0
38205,371,119205,0
31595,773,37501,0
107566,318,38489,0
41329,821,112740,0
88187,714,10801,1
95542,663,102493,0
55645,827,132556,0
107502,379,5745,0
113382,489,149398,0
107310,447,13124,0
89619,742,10599,1
53513,564,104181,0
28749,808,12764,0
50783,600,45077,0
80645,765,146963,0
102861,664,145726,0
73175,698,55499,0
104216,792,34817,1
82709,841,69811,1
37323,779,70488,0
70762,467,30807,0
108220,390,19289,0
84222,599,74797,0
54493,473,22963,0
78328,672,100306,0
32213,323,101527,0
117367,500,139109,0
66930,306,19501,0
47713,305,49932,0
92723,460,52948,0
118336,547,83374,0
52583,465,87518,0
99944,727,64546,1
42369,444,74279,0
67928,810,68039,1
88950,842,36966,1
39510,808,114929,0
32120,519,117331,0
119847,375,142282,0
118575,618,122252,0
25295,337,127829,0
40460,813,104386,0
34963,545,132982,0
97116,439,34443,0
107822,557,61335,0
47328,680,41426,0
104629,777,70379,1
41605,484,80951,0
64813,602,26964,0
66371,793,146447,0
67598,463,52531,0
80776,502,86684,0
92258,707,10913,1
60969,509,126742,0
56912,400,96471,0
58374,745,37938,1
92302,667,108323,0
82784,538,56879,0
69882,590,117033,0
35928,671,72644,0
41274,730,68297,0
54416,579,80386,0
106148,766,146059,0
80998,615,106089,0
49047,376,95915,0
63356,450,24388,0
57134,695,148033,0
87042,795,79382,1
71310,596,47836,0
100758,706,29843,1
32363,586,117715,0
105149,792,6092,1
64563,835,47428,1
50628,755,80049,1
89672,791,121185,0
66246,308,42761,0
31161,431,139151,0
109110,376,47468,0
112438,430,112317,0
22810,711,17167,0
79860,389,138207,0
97199,797,100772,0
91688,653,122260,0
85548,570,26305,0
82363,691,51422,0
31162,731,145238,0
107858,771,131167,0
93535,607,112001,0
27219,807,121458,0
90864,354,86993,0
23621,336,32716,0
109792,354,148271,0
64433,823,22280,1
96850,762,138505,0
86188,777,138241,0
74951,510,38590,0
101718,525,128336,0
56558,306,31787,0
35659,839,82062,0
54413,511,7139,0
30435,488,113879,0
73911,374,46273,0
48067,413,73185,0
107794,450,59241,0
113823,735,123567,0
89224,383,44821,0
93225,511,137561,0
21379,760,48568,0
47624,476,22039,0
111500,611,74254,0
108427,458,41783,0
77745,485,54352,0
71805,770,11611,1
32516,608,34105,0
99422,545,78865,0
105843,683,104379,0
44843,341,121436,0
25912,584,110249,0
41514,599,133205,0
107359,735,49373,1
77032,668,90824,0
48797,785,5448,0
26449,735,136140,0
21725,727,94016,0
101406,480,9908,0
29304,639,98744,0
93058,790,12369,1
33663,794,116606,0
90320,462,127429,0
95008,755,39508,1
114488,391,31595,0
95591,404,122880,0
115044,738,50432,1
32676,797,63858,0
45192,627,109347,0
44722,840,55228,0
27446,808,54160,0
24725,550,98164,0
105597,490,105700,0
108207,346,103427,0
77632,550,148993,0
86945,363,96546,0
93741,619,53507,0
36365,823,34589,0
85792,591,110976,0
84857,328,39845,0
35704,736,128995,0
70575,346,87515,0
49902,716,32278,0
21195,750,28348,0
73517,373,130387,0
54012,352,37790,0
31415,532,62669,0
59534,499,9972,0
41686,848,21015,0
97198,396,85556,0
48743,348,49460,0
52161,821,67823,1
81313,339,46519,0
22402,452,64899,0
83190,405,148408,0
72551,510,50649,0
33275,501,59846,0
48182,732,50283,0
34915,446,92991,0
20909,798,21597,0
85908,581,86784,0
42620,609,63385,0
54112,350,116058,0
94051,794,130251,0
22431,708,135541,0
106590,572,109065,0
82175,757,143288,0
52624,419,105254,0
96121,345,136919,0
81264,542,127164,0
51958,610,140743,0
21695,630,46504,0
69932,310,9153,0
119323,723,131769,0
64225,347,67338,0
21403,676,79107,0
103346,307,14353,0
94391,825,59450,1
58636,669,87717,0
30839,739,146080,0
85546,783,10290,1
67829,572,36474,0
29230,430,71167,0
71977,820,63711,1
60232,413,33351,0
114792,831,110405,0
45651,798,110737,0
117919,638,40567,0
59963,320,92645,0
75872,332,137221,0
99198,432,24387,0
33739,325,132074,0
83294,663,134266,0
68356,391,5019,0
21789,844,71535,0
39420,537,99074,0
109297,317,140497,0
57606,573,88610,0
58640,588,76864,0
64135,326,89430,0
57067,733,109356,0
78420,407,146314,0
37357,623,114212,0
59851,830,19275,1
58262,403,64566,0
96853,631,44911,0
78643,661,15357,0
41534,588,30364,0
111270,743,77906,1
52872,336,122677,0
27689,647,134020,0
89103,342,146568,0
106268,425,48189,0
106310,308,140375,0
108731,825,46838,1
57412,430,53566,0
67734,624,39380,0
107793,483,66817,0
89930,581,99618,0
42228,352,115974,0
97924,832,139536,0
31319,676,28364,0
26475,594,14366,0
117091,507,59891,0
103694,776,26610,1
34728,368,54431,0
49545,736,11215,0
116636,600,105974,0
101686,326,92777,0
118750,405,143740,0
118412,310,44070,0
81756,515,43037,0
88775,620,91029,0
58699,759,16902,1
56821,825,133272,0
50615,459,69849,0
33746,763,68698,0
106457,821,79585,1
42745,572,16992,0
21245,540,133939,0
44853,466,94166,0
47632,626,84597,0
32856,828,148491,0
76893,572,86187,0
90641,675,33338,0
88049,674,28929,0
78182,633,57600,0
22801,302,101740,0
117881,542,127510,0
99431,350,54729,0
59749,649,43284,0
93757,473,56674,0
75654,415,66964,0
91574,660,43461,0
117567,654,70581,0
75381,375,15126,0
78601,380,43492,0
35082,528,104284,0
34648,371,73830,0
20364,702,64414,0
54568,517,125676,0
99646,751,121802,0
91494,666,62969,0
94632,611,24938,0
27436,597,143801,0
106713,323,107347,0
46754,409,80738,0
80194,351,114089,0
44544,589,11951,0
80180,743,87172,1
83295,766,142368,0
32638,558,134563,0
85715,623,130296,0
89409,637,124351,0
103106,721,89122,1
37157,558,24225,0
65565,364,38038,0
89996,462,90059,0
85888,463,146443,0
76095,338,112340,0
84947,619,98965,0
107122,659,74159,0
90880,568,91914,0
24507,623,68776,0
63988,625,14294,0
118421,556,5750,0
36865,499,113863,0
47213,737,124101,0
75954,403,133390,0
77450,671,47732,0
24477,463,56238,0
82222,412,53046,0
26533,848,148464,0
69395,405,123553,0
43396,663,132545,0
32755,320,103632,0
20865,428,129594,0
31173,782,67423,0
78905,498,85179,0
58097,820,20386,1
53371,719,33822,1
31254,525,109620,0
24018,508,17131,0
25192,544,87540,0
22015,587,124932,0
88916,365,47797,0
48343,452,75471,0
89306,790,101050,0
25829,734,99229,0
54381,517,33897,0
101081,728,66988,1
38263,801,126444,0
73260,520,134677,0
63306,734,38795,1
111211,579,129865,0
78418,391,64070,0
110898,823,79560,1
20148,438,82121,0
21754,322,84628,0
46745,716,133592,0
92914,647,12800,0
75833,536,55064,0
40140,482,61791,0
94907,807,78208,1
80653,497,43200,0
112535,422,47229,0
81521,845,54909,1
98315,680,89753,0
51075,814,133863,0
50697,305,56239,0
74544,603,69567,0
29795,491,97904,0
84555,675,50621,0
72204,824,90163,1
89754,335,50357,0
84860,369,39492,0
71529,588,14125,0
31672,404,39052,0
74238,612,148332,0
116578,354,91896,0
55950,406,86465,0
31009,606,34081,0
67096,335,117362,0
39544,432,11158,0
75728,324,29663,0
49381,336,60255,0
45287,318,148458,0
84610,334,5216,0
88122,662,109857,0
88184,717,46150,1
60081,729,34910,1
103637,817,27757,1
65312,766,32423,1
107228,498,131337,0
92943,845,106659,0
102790,510,33742,0
100770,800,116830,0
72726,540,21983,0
42211,469,30435,0
49480,593,27168,0
67780,614,76974,0
77138,426,118840,0
110382,767,118795,0
62503,666,49851,0
77893,320,32257,0
66193,615,86475,0
81358,389,48200,0
100857,703,128873,0
98182,817,41678,1
42117,750,16773,0
79056,449,149406,0
78706,745,33701,1
90429,379,92740,0
29476,316,84468,0
102806,437,53528,0
75006,807,6376,1
107238,373,64557,0
89918,373,129395,0
83155,349,147988,0
87321,309,111675,0
65798,402,71261,0
97271,687,76805,0
50177,684,59887,0
116248,598,88125,0
102215,638,99079,0
63013,688,37411,0
102600,773,142745,0
116099,441,27156,0
73450,469,34856,0
118628,312,84758,0
67928,748,131677,0
112403,473,43910,0
65382,431,40749,0
119290,839,33421,1
105038,568,106750,0
20760,550,78775,0
44142,669,118774,0
37290,825,140080,0
91035,805,30038,1
20364,477,141265,0
76921,846,117641,0
39797,558,29305,0
52535,559,64763,0
66300,434,101075,0
67176,760,46993,1
36105,788,132398,0
27939,380,45193,0
99472,666,43520,0
62029,358,38243,0
35863,373,127192,0
98097,538,147003,0
30447,428,25967,0
116160,711,62040,1
66940,614,115252,0
97947,673,10023,0
105001,736,108885,0
39642,437,116829,0
116798,754,116550,0
115899,308,88268,0
87643,531,105661,0
27928,696,10000,0
68002,617,34756,0
104853,806,42982,1
45017,821,149931,0
99064,386,58760,0
33313,617,16734,0
21559,632,133557,0
70893,659,80328,0
35167,540,89997,0
100879,355,92975,0
58598,409,15428,0
27523,348,26139,0
69777,315,33976,0
48439,372,18011,0
101060,501,16543,0
33285,392,127636,0
30973,332,53142,0
42694,718,126430,0
55774,502,34563,0
24302,611,121958,0
42391,768,147938,0
24611,693,46787,0
29372,510,144058,0
44312,455,145607,0
34080,621,44164,0
100618,734,24511,1
116213,339,55613,0
40874,339,43344,0
82537,752,149860,0
93914,489,47330,0
21597,314,46445,0
31600,423,93916,0
23747,579,13133,0
99415,347,139873,0
98553,488,70747,0
44815,603,75332,0
104500,404,28404,0
114348,668,138733,0
44714,800,63259,0
38890,759,148502,0
81509,546,147620,0
81824,563,78280,0
24725,505,14525,0
63205,806,79592,1
40684,829,30862,0
111861,663,128188,0
77911,639,104847,0
118078,706,126172,0
33092,752,10721,0
115918,449,23385,0
59770,492,96011,0
45457,446,22491,0
91667,705,144247,0
110751,482,26241,0
82894,405,115831,0
81305,535,94191,0
32612,478,42088,0
98627,731,33950,1
57089,700,46361,0
115295,824,129973,0
72137,839,52617,1
20559,622,147335,0
86249,560,8856,0
57361,698,115197,0
100720,636,112885,0
35261,599,124087,0
40372,418,134175,0
75355,712,23782,1
117676,683,99912,0
118560,779,127971,0
77920,604,21368,0
52544,495,35825,0
20037,632,108526,0
63032,319,89099,0
98233,732,32392,1
61420,725,137384,0
117243,528,34129,0
111552,823,128778,0
54600,516,24556,0
68285,674,46208,0
82008,335,97351,0
109520,327,24016,0
25167,671,84421,0
20432,385,68658,0
89687,487,41472,0
91947,604,51295,0
116324,721,88117,1
70903,379,144764,0
112159,485,127978,0
74149,304,85707,0
107640,796,20019,1
76768,808,128592,0
80184,301,8914,0
85792,516,93908,0
53439,836,86818,1
53257,556,29621,0
64674,752,40899,1
71248,723,67610,1
103602,623,65007,0
65371,798,30525,1
118282,496,147832,0
87996,803,32297,1
57297,571,92157,0
74273,317,114785,0
81256,406,102403,0
54743,828,124412,0
88752,424,98446,0
99803,782,53977,1
95117,303,126223,0
90051,650,25428,0
42076,650,89141,0
95312,527,21244,0
107483,315,34264,0
22963,724,42035,0
92322,763,26102,1
33866,545,91734,0
52305,476,12237,0
82403,842,7984,1
102896,808,24640,1
52813,532,12179,0
86729,337,55584,0
80686,790,47734,1
24512,743,103721,0
42666,319,93394,0
36630,410,88058,0
94519,786,47193,1
20636,388,50053,0
23775,618,84028,0
87957,417,143704,0
84591,733,31544,1
98561,538,29174,0
94816,371,7471,0
31351,698,68099,0
75184,703,34319,1
115707,550,50850,0
89180,494,44056,0
101678,521,25721,0
93309,481,113005,0
114002,555,26534,0
30778,387,82400,0
32501,791,134499,0
22108,635,148250,0
114905,837,148460,0
56382,706,81585,1
111354,588,69278,0
95787,661,81408,0
43341,740,72314,0
97214,329,97131,0
34367,847,72037,0
115208,522,146369,0
89868,423,126590,0
32002,514,83806,0
105820,417,139648,0
79949,526,59879,0
35700,743,137353,0
99305,848,128694,0
82543,736,119434,0
49318,311,88189,0
109859,421,74871,0
47610,846,16676,0
92499,788,96263,1
93374,550,138326,0
85226,781,39343,1
65167,849,47329,1
97779,579,17094,0
47939,636,79295,0
81365,467,19145,0
87381,627,8187,0
66710,545,51386,0
36766,600,52698,0
32780,499,84570,0
68458,799,88801,1
76221,312,69156,0
21509,665,86892,0
109493,396,59914,0
54346,370,11870,0
102799,656,72698,0
66874,843,53629,1
46148,549,115979,0
51533,553,100117,0
98467,481,94957,0
21359,465,57044,0
110068,303,43811,0
80313,762,73518,1
40344,444,30451,0
89778,464,94791,0
40601,643,8515,0
39116,404,86947,0
76985,847,71171,1
50782,613,56167,0
69819,468,51477,0
104416,819,61677,1
89035,735,67649,1
117123,811,74158,1
64458,708,115825,0
111556,735,35649,1
28080,614,132304,0
108743,841,130956,0
53957,362,122083,0
33908,331,82737,0
116188,510,8470,0
115880,762,11900,1
110570,379,126250,0
111324,642,11132,0
98287,531,43735,0
67482,428,109562,0
119329,318,74074,0
118375,656,20191,0
58314,718,7747,1
94921,380,115030,0
103768,417,79659,0
35831,793,52326,0
40125,791,101583,0
82451,524,111369,0
65708,718,83840,1
37682,436,81861,0
102824,525,62335,0
55794,633,26068,0
79372,528,126489,0
59477,622,147604,0
73863,407,5892,0
109941,744,64959,1
58737,306,126516,0
22620,427,106927,0
55057,652,103663,0
60138,566,92680,0
99390,513,26339,0
73024,546,61092,0
29677,673,119090,0
64111,720,130084,0
44074,340,92594,0
37824,647,93184,0
20765,442,142407,0
65439,440,125161,0
117151,406,88486,0
68926,332,132506,0
56860,499,38247,0
32975,418,38867,0
94877,528,49722,0
113677,484,87836,0
97870,514,15401,0
101371,429,124585,0
46548,571,125878,0
110575,307,80087,0
118066,702,55459,1
58736,668,23605,0
81562,836,42742,1
60409,352,109418,0
104101,546,147085,0
29834,636,113596,0
20840,580,9667,0
99409,332,113456,0
51568,847,107922,0
30846,642,33784,0
25899,538,80095,0
106038,791,131474,0
86101,476,111594,0
58773,343,52576,0
94723,603,104350,0
92762,568,33910,0
24311,699,118260,0
76888,730,59596,1
61616,720,57907,1
72134,430,138241,0
111225,709,76996,1
26083,524,139613,0
32598,442,148004,0
102476,839,11548,1
112416,424,61273,0
22580,511,130039,0
77395,727,110481,0
62321,736,35617,1
29386,537,87859,0
73171,627,13429,0
39522,418,78423,0
85532,345,111333,0
111760,383,52704,0
34635,651,70897,0
20671,312,30091,0
53545,471,109169,0
74079,533,139213,0
46855,480,59790,0
55790,350,134401,0
71012,694,87212,0
34260,728,109334,0
85139,573,6609,0
21074,506,114067,0
62676,447,39128,0
29475,599,5623,0
98414,752,39333,1
35120,848,39688,0
43147,682,121199,0
21986,833,27871,0
52430,532,67693,0
75479,428,27303,0
102966,536,94849,0
22176,784,79302,0
104258,540,39769,0
104153,522,101676,0
81918,398,59827,0
47115,572,48668,0
97442,698,39279,0
60002,816,15285,1
77124,729,50209,1
26610,822,66700,0
69752,647,138764,0
98947,750,52390,1
94716,341,112850,0
67993,393,143711,0
30073,785,129172,0
57251,816,74788,1
116496,449,115235,0
91437,798,56060,1
58897,670,98011,0
70906,784,71811,1
71616,682,37562,0
24482,491,35254,0
110964,520,139743,0
92936,346,64562,0
59574,426,125471,0
63284,306,44733,0
92932,415,46357,0
27338,665,79696,0
62718,345,70997,0
32500,692,113693,0
31545,322,34452,0
81480,430,61973,0
25241,426,73342,0
109314,744,52988,1
42821,608,61602,0
24695,732,44415,0
97066,772,90676,1
34318,347,26781,0
70934,381,13993,0
42331,408,85689,0
72672,562,15549,0
111891,330,147559,0
96860,657,132549,0
113685,779,111522,0
88754,488,134662,0
105677,304,24451,0
22837,585,90271,0
60077,693,7332,0
99915,754,125004,0
24239,725,136808,0
106348,326,41615,0
49669,426,55450,0
68624,434,88011,0
95147,834,5232,1
24150,630,101866,0
31109,691,54373,0
119750,307,76269,0
46016,560,29514,0
31936,498,143639,0
31036,685,5364,0
59236,771,117004,0
34021,478,114285,0
56943,749,37378,1
101007,539,112746,0
70016,823,144719,0
43244,482,31339,0
83027,657,84152,0
58985,675,50383,0
21502,837,16924,0
73836,381,90311,0
119714,657,54887,0
23770,484,106818,0
62865,587,123463,0
73811,361,118890,0
24001,806,91581,0
80848,761,20886,1
72635,329,105018,0
40946,330,52521,0
86134,592,141292,0
115852,472,101663,0
111103,427,108553,0
112044,385,115086,0
63744,614,95051,0
59159,327,148394,0
115812,421,76678,0
43671,550,68207,0
36450,702,147737,0
34908,742,24519,0
77275,571,109182,0
64358,412,43710,0
69047,693,123667,0
55518,318,36720,0
77813,764,121199,0
116748,490,26284,0
26806,792,140731,0
60891,462,7962,0
103551,594,112390,0
59220,372,128733,0
37158,608,148699,0
100992,601,138482,0
47588,607,119867,0
82576,423,71124,0
108027,560,134238,0
44188,494,23429,0
112615,650,92774,0
78830,788,130279,0
24019,499,133592,0
32419,807,81764,0
53697,745,128444,0
104932,379,108068,0
115428,768,110391,0
27973,741,90973,0
106649,571,140536,0
31136,642,132669,0
104739,423,12166,0
82502,522,17646,0
51285,789,133513,0
43039,596,23034,0
86720,418,62846,0
108263,375,84903,0
79155,557,97517,0
36911,831,13253,0
20916,650,116712,0
79052,576,83275,0
89110,554,106590,0
37790,563,19741,0
103161,328,20341,0
25206,766,94194,0
105053,334,21740,0
69950,593,67485,0
76361,502,85824,0
81451,367,64785,0
57696,430,108270,0
101641,410,147436,0
88226,823,140025,0
66728,587,32877,0
75401,342,138642,0
86226,593,37391,0
45103,584,124587,0
54263,318,146464,0
96621,806,102702,0
70044,846,26087,1
77730,347,45509,0
45825,518,39664,0
96256,487,30558,0
57271,330,106268,0
97256,558,14302,0
66732,643,142426,0
86433,607,100826,0
102630,370,96659,0
43572,606,26508,0
58546,398,131323,0
35150,320,26420,0
74165,305,111926,0
83690,530,65777,0
73664,381,48419,0
102335,516,43880,0
95199,634,72618,0
56948,758,18553,1
57030,386,107031,0
47007,814,75539,0
111207,812,5726,1
110921,777,61557,1
96772,797,35666,1
42024,748,88834,0
59384,559,142298,0
102912,836,81093,1
38157,499,9970,0
105481,762,77358,1
108553,393,55803,0
21756,651,55472,0
88112,407,125149,0
111003,654,55106,0
116741,768,125672,0
78051,394,10543,0
84595,390,12130,0
98210,343,56218,0
63094,755,123639,0
107889,683,11133,0
115385,322,88724,0
24535,322,73861,0
76035,533,107002,0
67367,610,142045,0
37118,716,60043,0
79812,632,22261,0
79884,402,106661,0
86168,799,110388,0
33280,782,137064,0
34746,488,120758,0
73251,759,94318,1
104821,488,31335,0
103583,650,125218,0
30207,413,7949,0
91127,403,35071,0
47757,807,30477,0
36226,644,76126,0
115268,320,45005,0
81407,686,70601,0
47206,508,17894,0
40256,782,114637,0
53822,772,114828,0
61340,692,141549,0
72234,815,83181,1
63351,487,71951,0
68671,645,111871,0
95320,651,142279,0
55157,840,13369,1
39937,346,71297,0
74290,376,6282,0
66707,642,92623,0
31219,490,42214,0
29399,842,73919,0
118848,335,136101,0
47657,723,80237,0
40047,650,89013,0
96095,487,57582,0
105693,826,88518,1
92154,633,40371,0
64891,782,7480,1
26780,515,14038,0
47050,457,29782,0
93551,540,68444,0
88666,595,64837,0
113619,761,90050,1
102016,344,145493,0
73010,794,93394,1
58165,474,91611,0
31528,645,28052,0
69608,355,73332,0
25914,640,131109,0
57136,407,116443,0
31179,513,50610,0
106008,798,129082,0
32076,696,6287,0
44783,849,91770,0
66716,796,30124,1
70298,472,25329,0
74304,404,121075,0
99360,778,63617,1
89835,698,106567,0
28118,733,113595,0
96292,493,33984,0
76911,765,123676,0
93489,640,51358,0
35185,358,60434,0
61792,837,10971,1
100210,777,19656,1
70613,402,46054,0
53927,832,12272,1
20386,621,44856,0
112153,848,73804,1
92728,313,31529,0
96281,755,24956,1
50020,520,63160,0
62678,690,40368,0
106695,472,39937,0
81394,380,28737,0
88945,635,139176,0
76414,524,138483,0
74816,334,32603,0
75918,487,102983,0
111281,523,17838,0
82694,793,114551,0
49455,610,48911,0
58735,820,61686,1
114702,839,42650,1
113608,668,97524,0
32109,774,90425,0
65802,330,82528,0
88020,531,73172,0
54622,796,35927,1
22597,474,68835,0
60597,597,29620,0
60954,664,136418,0
89519,385,25177,0
76115,388,21199,0
63151,353,17934,0
37040,660,34029,0
64772,775,122230,0
116090,528,46019,0
83832,833,86319,1
47916,672,122532,0
64871,768,111097,0
46372,719,40183,0
81707,831,107382,0
59080,699,50609,0
62722,483,42916,0
49048,389,8035,0
105205,682,93672,0
29777,668,29613,0
74711,373,10825,0
56331,568,94038,0
40968,314,67688,0
73969,628,19363,0
31292,691,149061,0
60794,733,43260,1
99459,643,94388,0
70192,494,109826,0
47703,335,102157,0
104193,504,130839,0
89165,356,122811,0
87650,409,146825,0
76516,795,36325,1
119981,524,145608,0
111110,685,36085,0
117885,363,13000,0
42257,651,85777,0
103509,762,100160,0
111273,619,17967,0
71672,656,129481,0
83308,392,149318,0
97583,599,19347,0
42113,793,72358,0
20694,688,87299,0
35588,733,103032,0
81756,401,121815,0
84085,677,85296,0
81142,637,144879,0
84373,791,59042,1
105603,359,30710,0
26704,808,69478,0
60136,691,46411,0
87507,418,20773,0
67361,770,85693,1
78847,627,20710,0
31441,320,127785,0
117012,396,100415,0
34677,812,130585,0
47818,649,136783,0
21868,431,125507,0
103591,845,129858,0
87264,331,26889,0
93168,558,12439,0
32043,775,98909,0
91939,332,46126,0
35732,687,9588,0
75244,755,89039,1
38526,443,12511,0
29340,523,27674,0
42394,516,135660,0
118557,455,61820,0
24102,819,108761,0
39159,335,104412,0
85092,308,81666,0
26212,339,24238,0
117360,768,69333,1
57405,478,90134,0
97061,800,47294,1
114296,672,76362,0
75186,367,73396,0
64239,723,46930,1
112993,814,70602,1
30532,663,29285,0
99054,750,30413,1
92012,815,74141,1
105279,628,120028,0
86540,669,123437,0
23271,686,82113,0
65482,846,29517,1
20209,413,117047,0
110999,337,64525,0
25539,844,108453,0
39977,676,61170,0
94142,698,120072,0
119588,502,62941,0
88684,501,103312,0
119072,399,70452,0
25607,697,55465,0
105122,749,149335,0
114786,417,25107,0
71939,720,147440,0
38594,542,25137,0
78382,840,11930,1
27399,526,39556,0
45117,800,15199,0
118662,512,46072,0
53617,412,41534,0
27498,672,57483,0
70624,598,142227,0
29628,318,147806,0
20329,310,71899,0
58619,307,16111,0
27032,452,99107,0
68094,849,44420,1
58034,434,106679,0
106158,672,148223,0
75264,760,76168,1
114120,534,139504,0
67850,554,101299,0
24722,627,43206,0
37772,661,19942,0
106105,673,86189,0
61679,508,110992,0
88771,566,141965,0
24576,805,22733,0
46707,720,70843,0
119404,607,145610,0
61632,436,18919,0
61476,718,61207,1
50285,494,143881,0
44154,394,68523,0
40054,789,29093,0
37165,557,36660,0
34439,324,45877,0
64518,531,117220,0
108051,631,47472,0
46962,520,85832,0
73934,596,138355,0
57763,502,110856,0
84094,642,115520,0
39464,504,29518,0
62036,376,30443,0
115949,849,137454,0
53270,341,90534,0
62299,754,94015,1
105805,481,29693,0
51541,494,40294,0
93545,687,52780,0
102543,440,96330,0
111998,326,94739,0
97078,614,37029,0
102970,620,49774,0
49765,747,73692,0
43769,592,32921,0
108001,535,147111,0
107404,756,78980,1
40156,366,137701,0
105836,475,53492,0
70481,809,116260,0
33435,390,26207,0
89650,465,16523,0
66336,737,74579,1
56135,350,21003,0
93631,565,51596,0
57909,820,8816,1
89487,386,24110,0
41468,351,71104,0
112609,478,50598,0
67655,577,140177,0
54341,538,115748,0
84182,638,106076,0
71786,371,115732,0
88304,673,74590,0
66514,816,94797,1
53979,537,25382,0
110887,765,103440,0
100981,420,26170,0
75107,712,35295,1
21160,342,96535,0
107897,803,55617,1
92577,496,42539,0
104303,371,123520,0
30846,390,17037,0
39924,848,119317,0
33882,790,79795,0
100274,682,32514,0
106555,765,15582,1
21095,453,109808,0
60983,469,126242,0
34123,571,63537,0
113668,409,65819,0
86615,450,128113,0
115193,730,23531,1
65278,750,44164,1
117911,322,85665,0
110290,666,72259,0
71999,538,132362,0
51153,733,111627,0
38344,426,93284,0
119777,840,113605,0
57656,497,33337,0
90515,781,79130,1
21212,478,5269,0
29001,822,83901,0
98784,736,61732,1
118723,613,88074,0
101144,318,61167,0
56427,459,101004,0
51368,421,29284,0
90819,371,37744,0
81160,354,142844,0
45854,759,75058,0
30715,468,138235,0
101701,448,56435,0
78784,325,117178,0
119644,547,60308,0
46797,526,86113,0
67573,783,133328,0
96120,309,9163,0
34780,394,48750,0
57905,420,131942,0
41573,425,20172,0
53359,848,42254,1
86062,368,133091,0
93391,596,64495,0
63463,800,135637,0
119596,344,84831,0
115018,681,84273,0
36571,326,15853,0
117276,796,63116,1
39142,435,89346,0
45104,348,21097,0
28625,806,69859,0
59199,420,57398,0
35926,516,92431,0
51218,825,123164,0
64472,342,109215,0
111916,395,83448,0
40566,326,133248,0
76125,541,108512,0
53205,786,81652,1
49717,539,56931,0
69984,603,116590,0
45135,366,13646,0
48164,580,57786,0
94489,491,24630,0
58562,418,9304,0
89110,451,103225,0
40169,691,27007,0
79858,530,121821,0
41604,650,130748,0
109670,828,114833,0
108738,470,59491,0
20684,431,39489,0
28007,656,60801,0
61787,341,52068,0
69582,604,120874,0
94791,305,22534,0
117798,628,62087,0
103629,469,38123,0
25782,637,7823,0
86770,368,144229,0
77645,838,20581,1
119724,806,110847,0
51996,785,131846,0
49204,742,63535,0
37152,350,26998,0
75186,448,12085,0
110555,391,66508,0
105024,667,135611,0
39689,375,87186,0
70690,385,77853,0
114042,526,100022,0
103251,662,88468,0
77320,323,38149,0
84226,327,15476,0
76091,420,64716,0
99301,789,143489,0
41942,644,52893,0
58712,330,10570,0
85277,526,43818,0
69632,549,121639,0
58031,349,31021,0
40478,688,54172,0
42551,587,98536,0
68068,774,148963,0
113608,305,143851,0
55561,711,52369,1
22892,623,59439,0
119502,698,63425,0
44395,581,78360,0
38756,490,50379,0
107710,799,108689,0
54651,733,34757,1
86333,362,52192,0
93745,752,130343,0
69306,792,85553,1
41346,741,33332,0
48024,606,56604,0
114950,425,11508,0
60818,564,16933,0
25947,306,148177,0
95153,712,58256,1
106240,505,12536,0
114238,478,27836,0
87428,767,7217,1
49754,795,33165,0
83355,742,34475,1
78241,527,129639,0
88960,445,22361,0
33418,595,124590,0
115422,540,149938,0
108593,586,109356,0
75184,325,24188,0
24833,751,61731,0
95430,405,63929,0
61833,539,9390,0
20565,717,142084,0
60180,631,59436,0
38402,341,32506,0
62845,334,134473,0
95851,646,113306,0
32834,683,90498,0
87850,812,25548,1
57180,587,9651,0
23883,332,73492,0
95587,394,109085,0
31695,504,120517,0
43123,329,128609,0
78481,565,71195,0
93438,322,12805,0
37573,338,71296,0
114910,472,101309,0
76494,712,111827,0
32288,713,98603,0
66978,508,47718,0
92420,321,140480,0
96095,304,72391,0
74672,513,98321,0
81821,438,76157,0
103661,616,105576,0
89224,455,58346,0
109405,723,97550,1
74796,799,73698,1
64706,390,90800,0
24023,341,109821,0
102636,594,58117,0
56735,636,64117,0
92959,300,71144,0
59218,408,13076,0
32213,424,38908,0
118694,363,17353,0
48460,505,97290,0
84680,714,13173,1
51017,543,10196,0
118536,515,143989,0
112038,827,71274,1
50990,679,146964,0
39515,378,68541,0
49991,714,136729,0
27634,752,135833,0
97034,448,94232,0
96452,337,89646,0
49377,456,27572,0
53001,632,29421,0
21391,587,7164,0
85206,411,111642,0
62215,390,110106,0
99720,348,59292,0
47114,460,75167,0
31882,815,67939,0
37273,701,124855,0
65647,619,108533,0
102665,663,123288,0
84892,741,49598,1
62679,774,141268,0
20427,611,122005,0
116952,831,38689,1
86267,519,91707,0
20799,796,67548,0
75659,642,111153,0
114409,393,90949,0
27025,432,106282,0
34481,800,14279,0
45411,471,133239,0
116894,308,27925,0
34961,620,10572,0
41767,397,83221,0
71690,468,91686,0
72870,610,108726,0
56135,642,95539,0
84514,729,44378,1
106928,799,110542,0
98798,584,27617,0
90765,559,63052,0
43772,794,69129,0
38799,654,121076,0
43555,513,57454,0
112152,499,34270,0
