Id,Location,Size,Price
11540,Boston,4913,1181904
11541,Dallas,2256,687245
11542,Dallas,4436,1094458
11543,Boston,4032,975161
11544,New York,1447,849401
11545,New York,1917,1489214
11546,Los Angeles,2144,168130
11547,Seattle,1215,1263123
11548,Seattle,3198,692058
11549,Denver,4936,1054469
11550,Boston,4470,404127
11551,Denver,3619,315647
11552,Seattle,4161,510331
11553,Boston,4653,849263
11554,San Diego,4325,1292250
11555,Seattle,2417,1468015
11556,Los Angeles,4699,1211356
11557,Chicago,2997,1393792
11558,New York,3092,966355
11559,Denver,2127,1349086
11560,San Diego,4787,1347097
11561,Dallas,4866,1055510
11562,Miami,3010,532802
11563,Miami,3186,1140786
11564,Los Angeles,4989,397825
11565,Seattle,725,221290
11566,Boston,2454,1423510
11567,Seattle,2796,1288186
11568,Boston,4381,126365
11569,New York,4502,467959
11570,Chicago,1384,1082393
11571,Miami,1359,418624
11572,Dallas,3538,856924
11573,Miami,1057,144452
11574,Seattle,794,1442313
11575,San Diego,2892,847112
11576,Chicago,603,1488612
11577,Boston,2831,1005126
11578,Los Angeles,4331,815062
11579,New York,4404,606091
11580,Austin,3300,237066
11581,New York,3442,521440
11582,Miami,1146,1266606
11583,Denver,4841,1280235
11584,Seattle,3124,309955
11585,Denver,619,143743
11586,Chicago,1569,527919
11587,Chicago,3285,776460
11588,Denver,2922,1043413
11589,Miami,982,783222
11590,Austin,4123,627941
11591,Dallas,1496,1293421
11592,New York,2907,916190
11593,Austin,726,990761
11594,New York,3482,285704
11595,Chicago,1282,1469189
11596,Miami,1274,1338365
11597,Los Angeles,3500,197558
11598,New York,1045,602064
11599,Dallas,2474,1009920
11600,Seattle,785,693708
11601,New York,1888,1269373
11602,San Diego,3678,1169416
11603,Dallas,4381,747257
11604,Austin,1149,611858
11605,Boston,4754,997654
11606,Denver,2657,840241
11607,Los Angeles,2584,1171524
11608,Los Angeles,3464,609324
11609,Austin,3155,281442
11610,Dallas,4533,158124
11611,San Diego,1975,741923
11612,Seattle,860,224898
11613,Seattle,2642,561067
11614,Dallas,692,1041768
11615,Austin,3606,1222718
11616,Chicago,3256,857910
11617,New York,3087,605834
11618,Los Angeles,3394,536495
11619,Chicago,4979,101356
11620,Seattle,1305,1426345
11621,Los Angeles,3779,371403
11622,New York,903,751970
11623,Los Angeles,4723,1182182
11624,Seattle,1336,1085687
11625,New York,2988,1348823
11626,Denver,4559,203030
11627,New York,957,312061
11628,Miami,1719,1425214
11629,Los Angeles,4320,1081238
11630,San Diego,4358,837003
11631,Seattle,4976,848583
11632,Chicago,3423,1307589
11633,San Diego,3343,135670
11634,Chicago,979,984063
11635,Denver,4411,440217
11636,Seattle,1728,290950
11637,Boston,1647,126202
11638,Dallas,1867,516959
11639,Chicago,3632,686026
11640,Los Angeles,1503,855359
11641,San Diego,4734,1493302
11642,Seattle,2329,737543
11643,Los Angeles,4482,1455552
11644,Miami,3894,136366
11645,Los Angeles,3783,1220999
11646,Austin,4948,390512
11647,Austin,4230,562932
11648,Dallas,3325,1018636
11649,Seattle,3932,1494383
11650,Miami,3932,300756
11651,Los Angeles,995,588915
11652,Dallas,1563,1114065
11653,Seattle,780,496174
11654,Miami,1178,390801
11655,Dallas,2620,1425731
11656,Boston,939,948216
11657,New York,1905,436632
11658,Miami,744,1046927
11659,Denver,1712,1410277
11660,Los Angeles,1763,862552
11661,New York,2124,727839
11662,Austin,4423,866978
11663,San Diego,3096,993433
11664,Miami,3975,750389
11665,Austin,2707,807451
11666,Seattle,4173,1449363
11667,Miami,4167,716984
11668,Seattle,4794,671441
11669,New York,4380,1297925
11670,San Diego,3313,377036
11671,Los Angeles,1158,599363
11672,Dallas,1823,418688
11673,Dallas,2145,1019538
11674,New York,4462,860172
11675,New York,1014,765758
11676,Dallas,2552,868850
11677,New York,2817,619705
11678,Austin,3574,210207
11679,Austin,2056,403794
11680,Dallas,2731,243386
11681,Austin,3399,1043725
11682,Seattle,4853,1173778
11683,Miami,2691,1360448
11684,Miami,4157,1037691
11685,Miami,2702,350409
11686,Los Angeles,4210,1255853
11687,Miami,1367,1496019
11688,Denver,4586,148792
11689,Los Angeles,1143,158399
11690,Boston,806,530311
11691,Austin,4615,1428189
11692,Miami,2479,510365
11693,Miami,1486,1185090
11694,Boston,937,1284548
11695,Boston,1273,1114617
11696,Chicago,4710,929936
11697,Austin,2270,1011113
11698,Austin,1750,1158066
11699,Miami,3928,790529
11700,Austin,2532,987185
11701,Denver,3273,393131
11702,Miami,1406,663191
11703,Austin,3033,996291
11704,Los Angeles,2565,1288914
11705,Denver,3985,558067
11706,Miami,1939,940472
11707,Miami,3252,220514
11708,Chicago,3176,291447
11709,Austin,2370,123186
11710,New York,3575,1265380
11711,Miami,3444,1384040
11712,San Diego,1660,1497438
11713,New York,2719,272024
11714,Miami,4081,835742
11715,Austin,738,186504
11716,San Diego,1313,1468513
11717,Dallas,4400,453363
11718,Miami,3779,292091
11719,San Diego,4281,1334839
11720,Denver,2005,1200344
11721,Boston,1859,728045
11722,Dallas,2874,361188
11723,New York,1954,1027055
11724,Dallas,3382,1397921
11725,New York,2987,1472478
11726,Seattle,4489,365203
11727,San Diego,3065,890597
11728,Denver,1303,1471232
11729,Seattle,3788,606923
11730,Denver,2836,1240658
11731,San Diego,2653,875204
11732,Chicago,3328,1007210
11733,Boston,3269,827435
11734,Los Angeles,3624,552903
11735,Dallas,3933,626639
11736,Los Angeles,2649,187160
11737,Los Angeles,2334,514628
11738,Miami,3122,831791
11739,Seattle,1889,1173936
11740,San Diego,4326,732492
11741,Dallas,1061,921912
11742,Austin,2294,1269337
11743,Chicago,628,514666
11744,Austin,1619,191025
11745,Dallas,3751,963791
11746,Dallas,3461,792681
11747,Austin,3123,1290666
11748,Dallas,1816,1076596
11749,Chicago,4710,783297
11750,Dallas,700,445257
11751,Seattle,2758,143259
11752,Los Angeles,1597,154787
11753,Boston,2162,244902
11754,San Diego,1797,570940
11755,Los Angeles,1840,1416340
11756,Denver,4156,527528
11757,Austin,3961,1038466
11758,Seattle,3309,1255943
11759,San Diego,958,157481
11760,Denver,2923,249542
11761,San Diego,4381,258578
11762,Denver,1107,457820
11763,Chicago,4954,232731
11764,Miami,4474,740162
11765,New York,4759,786308
11766,New York,3936,152788
11767,Los Angeles,3296,1490171
11768,Chicago,2992,691224
11769,New York,3973,1399904
11770,Dallas,4009,680502
11771,Miami,2171,382237
11772,Miami,4177,943837
11773,Austin,3678,1282448
11774,Austin,1245,921694
11775,Chicago,4982,849142
11776,Miami,1806,1416846
11777,New York,3105,1322883
11778,Denver,2370,439527
11779,New York,3719,1361681
11780,Miami,4429,252045
11781,Miami,4389,785138
11782,Chicago,798,152976
11783,San Diego,1895,1156802
11784,Dallas,3456,738722
11785,Boston,3401,913527
11786,Chicago,4131,818185
11787,Dallas,4324,585373
11788,Boston,1621,1235016
11789,New York,1407,1187959
11790,Los Angeles,4053,287623
11791,Dallas,2314,425644
11792,Los Angeles,1053,1017831
11793,Seattle,2179,1322790
11794,Chicago,1882,325763
11795,Austin,1240,200549
11796,Miami,4731,222000
11797,San Diego,4879,872693
11798,Seattle,2357,921624
11799,Chicago,1893,388036
11800,Los Angeles,4742,1077193
11801,Dallas,3217,200928
11802,Los Angeles,604,586839
11803,Seattle,884,170349
11804,Boston,712,397620
11805,Miami,762,1038350
11806,Los Angeles,1378,1434394
11807,San Diego,2724,804676
11808,Austin,3973,339290
11809,Denver,1579,613867
11810,Dallas,2703,1169111
11811,Austin,679,283741
11812,Dallas,1191,425649
11813,Seattle,3157,1444945
11814,Seattle,3571,1167369
11815,Miami,3300,481217
11816,Dallas,682,1350892
11817,Austin,3389,723289
11818,Dallas,1190,1398955
11819,Denver,4070,1012180
11820,Austin,4921,1153294
11821,Boston,3649,186258
11822,Seattle,1016,682621
11823,Denver,4360,572767
11824,Denver,2527,1032199
11825,Seattle,3411,977368
11826,Austin,4996,237679
11827,Denver,1193,921755
11828,Chicago,4203,1090123
11829,Miami,3285,1047338
11830,Dallas,3879,1097888
11831,Austin,1836,1123392
11832,Dallas,1294,850166
11833,Miami,2062,126134
11834,New York,3368,1432226
11835,Austin,4311,425583
11836,New York,4554,390278
11837,Seattle,1340,1238758
11838,Seattle,2994,372723
11839,Boston,4446,1480356
11840,Denver,805,199612
11841,New York,1066,1266729
11842,Los Angeles,4192,720482
11843,Chicago,3990,679001
11844,Dallas,1280,542138
11845,Boston,3649,743812
11846,Boston,1023,1192497
11847,New York,2227,381831
11848,Miami,3243,691834
11849,Boston,935,894390
11850,Chicago,1314,304074
11851,New York,774,587024
11852,New York,800,817049
11853,Boston,2742,1328852
11854,Chicago,2930,160660
11855,San Diego,4476,1058717
11856,Denver,934,763770
11857,Boston,4677,432601
11858,Los Angeles,1846,1114873
11859,Miami,1489,595699
11860,Chicago,3760,295072
11861,Dallas,3394,712876
11862,Austin,2879,1470669
11863,Chicago,2957,705949
11864,Miami,4620,128470
11865,Dallas,2943,1355876
11866,Dallas,1646,1144183
11867,San Diego,4931,347453
11868,Seattle,1179,148441
11869,Chicago,3630,722974
11870,Boston,2726,703165
11871,New York,1451,945217
11872,Chicago,4709,1108963
11873,Chicago,4424,484779
11874,Los Angeles,4965,1222462
11875,Los Angeles,2933,858296
11876,Austin,3167,1229495
11877,San Diego,4473,808402
11878,Dallas,5000,941548
11879,Boston,1415,690465
11880,Dallas,4352,756415
11881,Boston,4648,704451
11882,Chicago,621,344730
11883,Seattle,2358,435120
11884,Boston,1765,135263
11885,Dallas,4707,640722
11886,Denver,3210,934548
11887,San Diego,1978,1184712
11888,Chicago,3765,693880
11889,Dallas,1444,640259
11890,Austin,1990,141219
11891,San Diego,1099,627222
11892,New York,3244,1215430
11893,New York,2170,1136041
11894,Boston,3118,354826
11895,Denver,4606,241028
11896,Boston,987,1068885
11897,Seattle,3797,346494
11898,Dallas,1182,1180191
11899,Miami,3887,390154
11900,Seattle,4694,1359983
11901,New York,3853,990552
11902,Miami,1821,850137
11903,Chicago,2743,1253131
11904,Boston,1752,614818
11905,Denver,3684,1152520
11906,Chicago,4527,1298338
11907,Austin,1179,1482893
11908,Austin,3939,198444
11909,Austin,4434,272867
11910,Austin,4184,1292572
11911,Austin,1883,1391393
11912,Dallas,4279,1344247
11913,Dallas,3312,988696
11914,Denver,3842,787695
11915,Austin,1551,782874
11916,New York,3805,665133
11917,Chicago,4402,1034125
11918,Dallas,1200,940727
11919,Dallas,2376,1247701
11920,Austin,3770,1361382
11921,San Diego,1962,269795
11922,San Diego,3052,1262996
11923,Chicago,4132,1131060
11924,Chicago,847,846276
11925,Austin,3938,584543
11926,Boston,1639,1441716
11927,Boston,2932,127030
11928,Chicago,4708,1347377
11929,Chicago,2360,483954
11930,San Diego,2769,1258891
11931,Seattle,965,606908
11932,Chicago,1689,1134105
11933,Chicago,613,1194834
11934,New York,1327,795598
11935,Chicago,806,436786
11936,New York,3135,783284
11937,Los Angeles,2087,1267743
11938,Denver,879,195303
11939,Denver,4013,766427
11940,Miami,4848,103268
11941,San Diego,1304,1204603
11942,Chicago,3767,1237737
11943,Seattle,3661,1299910
11944,Boston,2579,1275667
11945,Seattle,4395,1133405
11946,Chicago,2475,1458299
11947,Miami,3311,233568
11948,Chicago,4207,974468
11949,New York,4401,227428
11950,Seattle,4119,1275349
11951,Denver,3583,1369640
11952,Los Angeles,4161,1039632
11953,Chicago,4945,459911
11954,Denver,1394,635625
11955,Seattle,4564,1282164
11956,San Diego,1970,608068
11957,Denver,3906,1211198
11958,Miami,804,1408268
11959,Austin,3331,926048
11960,Austin,4905,591349
11961,San Diego,4633,1029883
11962,Miami,2320,1169445
11963,New York,1175,290897
11964,New York,1447,704834
11965,Chicago,2009,458255
11966,Austin,2200,937669
11967,Austin,3553,516589
11968,Los Angeles,693,1330687
11969,Seattle,783,981440
11970,Miami,2111,169002
11971,Boston,3478,768246
11972,San Diego,4854,1213647
11973,New York,4029,825161
11974,Chicago,3051,1076287
11975,Los Angeles,3746,674725
11976,Los Angeles,2302,856938
11977,Chicago,3922,1490235
11978,Miami,4602,625554
11979,San Diego,4633,1010993
11980,San Diego,1697,741471
11981,Denver,3180,887794
11982,Los Angeles,4220,234537
11983,Boston,2725,685943
11984,Los Angeles,608,1357646
11985,Los Angeles,4096,1114246
11986,Boston,4630,1254020
11987,Seattle,4920,308365
11988,New York,3494,1388473
11989,Dallas,3735,530910
11990,Chicago,3520,1167323
11991,Los Angeles,3581,261296
11992,Seattle,2828,727782
11993,Los Angeles,802,108496
11994,Seattle,1748,1136779
11995,Chicago,3195,1295489
11996,Miami,4531,620942
11997,Chicago,4285,260783
11998,Denver,2815,178427
11999,New York,3858,633668
12000,Los Angeles,4154,423103
12001,Dallas,4213,1098161
12002,Austin,3326,1002430
12003,New York,4155,689472
12004,San Diego,1265,1315317
12005,Denver,2491,814413
12006,Miami,4621,899807
12007,Boston,4187,781350
12008,Boston,1255,1003330
12009,New York,3616,229490
12010,San Diego,1973,813433
12011,Austin,4273,933059
12012,Los Angeles,855,1481569
12013,Dallas,2247,1071423
12014,Boston,4752,205192
12015,Miami,4962,761403
12016,Los Angeles,2357,617357
12017,Chicago,1199,1051845
12018,Seattle,2940,828267
12019,Austin,1244,461958
12020,Austin,4013,1052468
12021,Chicago,1908,1499608
12022,New York,2698,1286339
12023,Austin,1036,109542
12024,Chicago,4907,206364
12025,Denver,1249,671320
12026,Los Angeles,1316,126853
12027,San Diego,3306,1038190
12028,Miami,4181,1026808
12029,Los Angeles,845,647448
12030,Boston,2910,266675
12031,Boston,4797,645431
12032,New York,2025,988625
12033,Denver,4237,370133
12034,Dallas,2948,868552
12035,Boston,1535,329606
12036,Miami,3181,1158778
12037,Boston,870,222428
12038,San Diego,4371,264727
12039,Chicago,4944,599031
12040,Austin,4774,1218051
12041,Austin,3485,125662
12042,San Diego,738,1350035
12043,San Diego,2079,1232058
12044,Chicago,4932,886420
12045,San Diego,4223,1147383
12046,San Diego,3136,763111
12047,San Diego,2657,1339363
12048,Austin,4830,486341
12049,Chicago,897,990625
12050,Chicago,1499,739421
12051,Austin,3205,248989
12052,Los Angeles,1575,558204
12053,Los Angeles,1111,1325383
12054,Denver,3921,633259
12055,Boston,2564,1292418
12056,Seattle,1105,279934
12057,Dallas,2104,1021091
12058,San Diego,3398,1036237
12059,Dallas,4063,1035666
12060,Denver,4719,345100
12061,Seattle,1322,1076749
12062,Chicago,4245,759101
12063,Los Angeles,1079,705923
12064,Denver,2532,1310518
12065,Austin,4077,773179
12066,Boston,3217,1223116
12067,Seattle,4700,1057117
12068,Miami,1267,588445
12069,Dallas,1043,501207
12070,Los Angeles,1986,250716
12071,Boston,1409,1380918
12072,San Diego,2485,249858
12073,Denver,1963,991605
12074,Austin,1749,163988
12075,Austin,957,829400
12076,San Diego,3901,434827
12077,Boston,2713,696182
12078,Boston,3495,835563
12079,Los Angeles,2952,1437180
12080,Chicago,4562,159428
12081,Denver,4929,644203
12082,San Diego,925,1366078
12083,San Diego,1712,950602
12084,New York,2598,958674
12085,Miami,1056,187989
12086,San Diego,4492,308463
12087,Chicago,2054,1360125
12088,New York,1314,1178417
12089,New York,2800,970391
12090,Boston,2497,246932
12091,New York,4195,498710
12092,Seattle,3107,107143
12093,Seattle,1810,1021361
12094,Boston,1250,1059462
12095,Miami,3443,141849
12096,New York,3650,116672
12097,Miami,1844,537064
12098,New York,1076,528944
12099,Miami,2554,379838
12100,Boston,4644,1050553
12101,Boston,4244,1430370
12102,Chicago,2565,603112
12103,Boston,1275,373128
12104,San Diego,2459,1307768
12105,Dallas,908,759472
12106,Miami,1982,453101
12107,Dallas,1242,1477757
12108,Miami,3362,915422
12109,Denver,2833,887639
12110,New York,3893,1269102
12111,Seattle,2604,1093782
12112,Los Angeles,2256,550913
12113,Dallas,3025,979046
12114,Miami,902,397205
12115,Chicago,2179,1367957
12116,Denver,2406,445471
12117,New York,4176,572957
12118,Denver,2374,453326
12119,Austin,3513,256770
12120,Miami,2807,541946
12121,Dallas,3586,227025
12122,Los Angeles,2835,833827
12123,Miami,913,1311198
12124,Chicago,3516,1053875
12125,Seattle,3488,1083784
12126,New York,4018,693142
12127,Dallas,4856,1424196
12128,Dallas,4177,738225
12129,Los Angeles,4753,714284
12130,Austin,2395,1269127
12131,Austin,3901,1482057
12132,Austin,786,1121293
12133,New York,3700,390745
12134,San Diego,2622,1443333
12135,Los Angeles,4356,1429701
12136,Seattle,1873,184085
12137,Austin,1023,175923
12138,Denver,2045,905697
12139,Seattle,992,185328
12140,San Diego,2521,715774
12141,New York,952,318253
12142,San Diego,2224,909988
12143,Los Angeles,873,1436157
12144,Chicago,3012,522152
12145,Los Angeles,2485,1128653
12146,Denver,4693,658942
12147,Denver,985,1362642
12148,Chicago,676,306650
12149,Chicago,4501,1405705
12150,San Diego,4326,158251
12151,Miami,3809,344682
12152,Dallas,3259,651806
12153,Denver,3073,443030
12154,Dallas,4738,218694
12155,Miami,1263,145113
12156,Los Angeles,740,115116
12157,Boston,3797,1465085
12158,San Diego,886,503344
12159,Dallas,3870,516678
12160,Dallas,3517,971910
12161,New York,699,1370023
12162,San Diego,4808,920338
12163,Los Angeles,1709,182908
12164,Dallas,3720,1261459
12165,Los Angeles,4289,803026
12166,Boston,3048,661664
12167,Dallas,4393,372828
12168,New York,4231,125144
12169,Austin,3579,314436
12170,Miami,727,1493629
12171,Chicago,1492,516367
12172,Dallas,3102,1147873
12173,Austin,3521,562390
12174,San Diego,2244,472778
12175,Miami,3973,986193
12176,Miami,2016,924557
12177,Denver,4620,1432576
12178,Boston,608,250273
12179,San Diego,2404,143853
12180,San Diego,3818,1119657
12181,Austin,2006,182093
12182,Seattle,2269,338631
12183,Austin,3910,1482990
12184,Boston,4398,263355
12185,Seattle,969,540431
12186,Boston,4135,1326651
12187,New York,2661,406505
12188,San Diego,1433,702880
12189,Miami,2220,1130883
12190,San Diego,4166,1194934
12191,Miami,1830,974853
12192,Boston,1199,1473391
12193,Seattle,682,649134
12194,Denver,4083,1029536
12195,Boston,3733,710734
12196,New York,3867,298980
12197,Los Angeles,2655,130391
12198,New York,3615,1092070
12199,San Diego,2791,598819
12200,San Diego,3697,1264520
12201,Miami,3753,1061526
12202,Miami,3444,1459400
12203,Seattle,3495,688059
12204,Dallas,4298,832969
12205,Boston,3369,1299504
12206,Boston,783,469189
12207,San Diego,1165,930889
12208,Austin,3665,118886
12209,Boston,2728,1432051
12210,Denver,3718,1332097
12211,San Diego,4883,788312
12212,Los Angeles,2163,231354
12213,San Diego,3435,1202524
12214,Chicago,2401,896260
12215,Los Angeles,3783,1236608
12216,Chicago,4277,1294032
12217,Seattle,4339,186795
12218,San Diego,732,1255910
12219,San Diego,3824,987506
12220,Boston,1162,1160293
12221,Los Angeles,1793,865598
12222,Dallas,3047,1028549
12223,Seattle,4331,746567
12224,Seattle,4957,712166
12225,Seattle,2779,1341958
12226,Dallas,3400,1042898
12227,Miami,3341,1329464
12228,Miami,4490,1431165
12229,Miami,4317,680696
12230,Boston,3822,110112
12231,Chicago,3994,164824
12232,Boston,3721,838289
12233,Boston,2252,1144939
12234,Miami,1388,270103
12235,Austin,3116,1097397
12236,Chicago,1318,922274
12237,Seattle,2583,470720
12238,New York,4706,915350
12239,Austin,3913,1410295
12240,Miami,2914,556764
12241,New York,1733,325383
12242,Denver,4583,715522
12243,Dallas,4087,134499
12244,Boston,2768,1420869
12245,Boston,1927,737278
12246,Dallas,2083,1418296
12247,Boston,3047,1197105
12248,Dallas,4821,307920
12249,Chicago,2194,291034
12250,Dallas,4170,961452
12251,Boston,1369,1332506
12252,Los Angeles,724,1083100
12253,Los Angeles,2236,1293056
12254,Austin,4437,741476
12255,Miami,696,1039970
12256,Boston,2660,1373911
12257,Austin,3477,1469324
12258,Denver,1163,789547
12259,Dallas,4723,1278604
12260,Dallas,1904,402199
12261,New York,731,459973
12262,Dallas,1655,1007209
12263,New York,4997,425751
12264,San Diego,3531,620382
12265,Denver,2273,333835
12266,Boston,3077,110530
12267,Boston,3836,1486957
12268,Dallas,809,405320
12269,Seattle,3327,980363
12270,Austin,2360,1427416
12271,Seattle,2680,606009
12272,New York,3670,897814
12273,Los Angeles,1409,812067
12274,Miami,2541,1298664
12275,Chicago,4349,668880
12276,San Diego,2535,1496789
12277,New York,1193,1241825
12278,Seattle,1030,516000
12279,Seattle,3964,170009
12280,Chicago,684,1006659
12281,Miami,2012,1135743
12282,Austin,625,161341
12283,Seattle,3064,830008
12284,Los Angeles,4747,261063
12285,Austin,4937,1289840
12286,Boston,1618,775167
12287,Boston,3362,1485266
12288,New York,4902,537686
12289,Seattle,4436,1480488
12290,Boston,4902,1092863
12291,Denver,3236,188611
12292,Boston,2913,1150871
12293,San Diego,3390,1050895
12294,Denver,1271,277161
12295,Austin,1446,725491
12296,Denver,3425,275364
12297,Chicago,3542,718540
12298,Dallas,1985,538053
12299,Denver,966,955895
12300,Boston,2465,276368
12301,San Diego,1374,642306
12302,Austin,1540,276459
12303,New York,804,792921
12304,Seattle,1575,833882
12305,Dallas,638,197737
12306,Los Angeles,1834,1056843
12307,Austin,4329,166606
12308,San Diego,3457,375802
12309,Boston,997,725882
12310,Chicago,1118,1476532
12311,Denver,4793,499288
12312,Boston,2111,1478310
12313,Austin,1666,1057174
12314,Chicago,870,828363
12315,San Diego,4289,211101
12316,Dallas,2950,155552
12317,Denver,1962,898233
12318,New York,1793,1066787
12319,Seattle,3923,1409811
12320,Seattle,2371,1145316
12321,Seattle,2233,814068
12322,Denver,3669,1020465
12323,Chicago,2502,434529
12324,Boston,3884,1050989
12325,Dallas,1023,1276426
12326,New York,4618,671421
12327,Los Angeles,795,275837
12328,Chicago,1659,1426764
12329,Austin,2497,648773
12330,Austin,2741,435098
12331,Seattle,4177,627373
12332,Denver,2407,1435895
12333,Boston,4991,1124986
12334,Miami,4304,967665
12335,Seattle,2791,292529
12336,Seattle,1307,1336702
12337,Seattle,4348,431583
12338,New York,3788,1150062
12339,San Diego,2698,351387
12340,Miami,3876,232679
12341,Chicago,4873,1447785
12342,Seattle,4617,485868
12343,Miami,2309,1068929
12344,Miami,761,1051323
12345,New York,2982,175034
12346,Seattle,3812,169221
12347,Dallas,720,511207
12348,Chicago,4509,224230
12349,Austin,4909,687590
12350,Seattle,2730,1029040
12351,San Diego,1955,453688
12352,Seattle,3802,1006245
12353,Los Angeles,2780,840775
12354,Miami,1370,1144035
12355,Miami,4714,1295174
12356,Chicago,898,720676
12357,Miami,3392,1128523
12358,Seattle,2909,722280
12359,Denver,4062,731779
12360,Miami,1791,1258119
12361,Austin,4829,1016313
12362,San Diego,4060,971796
12363,San Diego,4122,684426
12364,Denver,1267,1419469
12365,New York,2090,895645
12366,Dallas,1728,231753
12367,Chicago,1561,284473
12368,San Diego,1879,1293468
12369,Miami,1766,506248
12370,Los Angeles,686,650652
12371,Miami,844,543906
12372,New York,2508,1241305
12373,Dallas,3308,553914
12374,Dallas,4649,818893
12375,Seattle,4384,116208
12376,Denver,1045,878306
12377,Boston,1400,484974
12378,Denver,605,377690
12379,Miami,997,780953
12380,Boston,1424,1252108
12381,Austin,2829,1117284
12382,Dallas,3990,535500
12383,Boston,1933,1254289
12384,Chicago,876,733186
12385,Miami,1643,400214
12386,Austin,4070,360546
12387,Denver,4146,802223
12388,Seattle,1974,1482082
12389,Dallas,2357,683388
12390,Miami,4238,727164
12391,Austin,4491,939840
12392,Boston,2424,543725
12393,Chicago,4720,1457432
12394,San Diego,4265,519771
12395,Denver,2469,727806
12396,Denver,1976,262237
12397,New York,2905,674507
12398,Miami,1291,659146
12399,Seattle,3570,305243
12400,Los Angeles,4448,698170
12401,Chicago,3215,1182480
12402,Seattle,1678,816479
12403,Miami,3109,732083
12404,Los Angeles,3663,299366
12405,Seattle,4627,277535
12406,Miami,4582,1443161
12407,Denver,2036,1293901
12408,San Diego,1654,1172911
12409,Miami,989,1047138
12410,Austin,2952,986537
12411,San Diego,3710,783933
12412,Boston,3666,1279038
12413,Los Angeles,3122,1086473
12414,Seattle,2522,1018996
12415,San Diego,1527,445413
12416,Denver,2727,1178998
12417,Seattle,2456,153898
12418,Seattle,825,1222707
12419,Austin,893,698897
12420,Chicago,2158,245232
12421,Denver,3501,240526
12422,New York,1176,1018475
12423,Boston,706,559467
12424,Seattle,3472,818368
12425,Los Angeles,2632,318521
12426,Seattle,3712,1321220
12427,Denver,2113,416417
12428,Dallas,4778,1207083
12429,New York,2422,563784
12430,Los Angeles,3176,173670
12431,Los Angeles,4170,105152
12432,Los Angeles,1055,925329
12433,Miami,1944,1233528
12434,Dallas,3636,931067
12435,Boston,3172,886659
12436,Denver,1821,289095
12437,Austin,1747,392062
12438,New York,3522,264830
12439,Boston,4561,770546
12440,Denver,2476,344578
12441,Chicago,3456,300510
12442,New York,735,840954
12443,Chicago,1859,1253345
12444,San Diego,1505,857694
12445,Denver,2161,896193
12446,Boston,3227,655546
12447,Los Angeles,4260,1217427
12448,Austin,2706,358974
12449,Chicago,3105,656547
12450,Denver,2219,112436
12451,Denver,3113,1477431
12452,Miami,4142,1040800
12453,Austin,3586,1025963
12454,Austin,3131,909289
12455,New York,788,688462
12456,Austin,1120,1239512
12457,Denver,1527,442092
12458,Chicago,3876,1062391
12459,San Diego,3437,711988
12460,Chicago,2993,680956
12461,Chicago,4821,848351
12462,Dallas,3648,1489828
12463,Boston,4090,1118767
12464,Austin,4884,678309
12465,Chicago,2975,510997
12466,Chicago,2376,1265016
12467,Miami,3619,1318523
12468,Seattle,2860,154532
12469,Boston,3909,962145
12470,San Diego,2534,1399291
12471,Los Angeles,4557,685664
12472,New York,4011,266823
12473,New York,1438,204836
12474,San Diego,3365,993199
12475,Dallas,4911,651003
12476,Los Angeles,4547,1490926
12477,Miami,3724,367205
12478,New York,3506,795644
12479,Los Angeles,2745,808620
12480,Los Angeles,3256,821577
12481,Boston,1370,845868
12482,Austin,2920,683115
12483,San Diego,4297,1075917
12484,New York,3986,667415
12485,Chicago,1272,673759
12486,Miami,3752,638969
12487,Boston,4470,723524
12488,San Diego,4023,418361
12489,San Diego,2927,846885
12490,Chicago,4834,275050
12491,New York,3870,201850
12492,Chicago,1571,1262640
12493,Seattle,3859,195141
12494,Boston,4863,1427912
12495,Denver,1449,311231
12496,Denver,1591,103233
12497,Dallas,4227,210780
12498,Austin,3963,580240
12499,Denver,3603,164466
12500,Austin,3551,981145
12501,Dallas,3490,669626
12502,Los Angeles,3660,726865
12503,Chicago,1269,361560
12504,New York,2823,1400497
12505,San Diego,3259,1099151
12506,Los Angeles,2011,1415609
12507,Denver,3637,597155
12508,Los Angeles,3982,425968
12509,Los Angeles,834,403853
12510,Seattle,2925,101806
12511,Los Angeles,623,723722
12512,Boston,1816,1001428
12513,Dallas,3359,269153
12514,Dallas,4362,1312120
12515,Dallas,4855,722874
12516,Boston,4910,740103
12517,Miami,1932,571389
12518,Seattle,4706,331823
12519,Boston,1724,410440
12520,Dallas,3401,598989
12521,Austin,1982,435413
12522,Dallas,1145,861020
12523,Boston,3466,1064454
12524,New York,4809,488559
12525,Chicago,3862,1375887
12526,Dallas,1958,1199236
12527,San Diego,4749,670711
12528,Dallas,3444,818177
12529,Dallas,1077,1412032
12530,Seattle,4802,1102932
12531,San Diego,3099,587944
12532,New York,3264,404300
12533,Denver,2679,473626
12534,Boston,3889,1399553
12535,Austin,1216,903244
12536,Denver,1463,744502
12537,San Diego,2492,900488
12538,Dallas,3436,853734
12539,Denver,4640,165812
12540,Austin,4559,259341
12541,San Diego,660,768456
12542,Dallas,4799,339073
12543,Boston,4963,1235136
12544,Denver,4782,1339856
12545,Austin,3026,1205491
12546,Austin,1545,993590
12547,Boston,4050,839050
12548,New York,1842,682418
12549,Chicago,931,780489
