year,mileage,engine_size,price
2020,51207,2.4,28507.69
2016,2191,1.8,15185.07
2021,157326,1.4,11435.33
2020,47378,1.7,32569.14
2013,89752,2.9,2000.0
2010,43497,1.1,9452.67
2023,108161,4.8,18573.64
2017,53880,3.2,21334.04
2012,103994,1.7,7720.44
2016,192542,2.7,2000.0
2013,84931,2.5,12344.3
2008,24819,4.3,14132.57
2017,172171,1.5,18413.82
2006,35216,2.7,9513.48
2007,99028,3.8,4715.16
2009,91676,2.5,2000.0
2022,64469,2.4,24175.67
2018,45219,2.4,18725.07
2006,16487,4.0,2000.0
2019,36815,1.5,9977.07
2012,196670,4.4,14705.56
2020,165902,1.3,2000.0
2007,92338,2.3,7874.51
2009,39352,2.6,18201.78
2008,186892,2.6,2000.0
2016,53974,1.8,2000.0
2023,143336,3.4,12200.56
2019,135905,2.8,2000.0
2017,20030,3.3,3404.31
2009,122357,3.5,2576.43
2016,5290,1.8,2000.0
2023,124605,4.7,18744.89
2006,132891,4.3,6158.25
2011,70643,4.3,2000.0
2009,12736,3.1,2000.0
2015,157855,4.3,5668.02
2022,11480,3.5,10544.69
2022,37551,2.8,10576.16
2011,166735,4.0,7597.87
2014,18140,3.4,2277.35
2018,125417,1.0,7585.78
2015,84247,5.0,12064.58
2006,108624,2.7,2000.0
2017,150652,3.3,2000.0
2017,157865,2.6,3223.72
2013,167493,1.4,2000.0
2021,48717,4.3,20834.0
2019,141691,3.7,5173.02
2020,13147,4.3,14236.22
2014,39022,2.9,13022.9
2016,98718,4.2,2000.0
2009,28670,4.2,14691.96
2021,195199,2.3,6885.69
2014,94362,1.0,19784.72
2010,8146,4.4,5511.65
2010,13787,1.7,2000.0
2016,178860,4.5,2000.0
2023,190251,3.5,22836.73
2006,31544,3.5,13827.95
2017,43028,2.0,18756.31
2015,183094,2.6,2000.0
2019,25598,2.2,16307.52
2017,125857,1.8,2000.0
2007,60263,3.9,2000.0
2018,20354,1.4,7961.0
2012,26108,3.0,6041.86
2013,88490,3.1,15012.36
2019,166792,4.8,12084.7
2022,16727,4.5,43743.93
2012,144678,3.0,7594.68
2015,161987,4.4,7719.4
2009,170876,4.2,7669.51
2019,153388,1.1,2000.0
2019,184475,4.7,3812.5
2011,137655,3.8,2995.83
2022,198756,3.7,8396.29
2016,49899,3.9,15858.0
2016,188915,1.9,23003.31
2008,134428,1.1,2000.0
2015,120586,1.9,2394.46
2010,65921,4.2,19223.3
2014,15811,3.4,11093.12
2019,69769,2.4,26484.5
2005,28919,2.0,2000.0
2021,6246,4.2,25354.89
2007,128619,2.8,5103.68
2015,67271,3.4,17433.6
2022,18941,1.1,19525.24
2014,79222,2.7,2000.0
2013,168662,1.1,2000.0
2011,99482,4.1,2000.0
2015,14422,2.0,15523.8
2012,99183,1.7,8624.04
2006,83425,4.7,12105.37
2009,120016,1.1,2000.0
2013,103601,1.8,2000.0
2005,119797,2.0,2000.0
2021,76033,4.3,32665.06
2014,147728,3.8,10423.32
2012,129886,4.9,2000.0
2022,191288,3.8,15660.9
2014,83526,1.9,2000.0
2013,62034,1.7,2951.62
2008,166287,4.0,4960.68
2006,39264,4.6,10502.81
2023,92963,4.6,6038.75
2014,1324,4.1,19031.25
2021,20286,4.2,33412.17
2007,150578,3.6,21861.57
2023,125646,3.9,18334.68
2023,26730,1.5,15880.15
2023,53737,2.3,16209.04
2023,117410,2.8,6940.74
2019,192986,3.7,22476.2
2022,184900,2.7,5226.36
2021,2894,2.5,14717.39
2014,159011,3.3,5936.16
2018,190256,2.6,5987.93
2023,122336,1.3,20073.49
2022,48896,4.9,12799.64
2015,47563,4.7,8227.21
2015,165801,1.2,4688.43
2016,121256,3.1,19658.44
2012,163000,3.9,9502.89
2020,127481,3.4,23500.69
2012,84595,2.4,2000.0
2018,18323,4.2,5171.42
2022,94685,3.5,16175.31
2008,49165,2.0,2000.0
2021,47993,3.4,9935.38
2017,111318,2.1,8612.13
2009,130140,3.4,2000.0
2007,115433,4.1,2000.0
2013,57314,2.2,2000.0
2022,158261,2.1,25200.88
2023,14640,3.9,23129.14
2023,166786,3.0,9440.58
2020,111115,1.6,19296.47
2005,35950,3.2,3750.55
2009,118174,3.7,2000.0
2019,170404,3.0,2322.64
2016,86426,3.5,5591.98
2005,151534,2.5,2817.56
2018,34675,4.5,35903.21
2022,167831,2.0,13570.42
2022,185000,2.1,2077.74
2010,35431,4.1,11097.65
2005,8127,1.2,14767.66
2021,195082,4.9,2715.77
2022,16712,3.5,23595.84
2019,194573,4.2,15153.86
2016,143534,3.3,2000.0
2017,10397,4.1,22813.02
2006,21101,2.7,6888.5
2008,124567,3.3,2000.0
2007,45196,3.6,9910.85
2023,182390,4.6,10663.08
2012,196989,1.1,2000.0
2016,80560,1.4,10877.0
2016,140697,3.8,23229.77
2014,184368,2.4,2000.0
2005,102185,3.7,4542.62
2009,40876,1.9,2000.0
2015,93553,3.5,7569.18
2013,77972,2.9,15558.92
2018,108700,1.5,18584.4
2007,6747,4.7,17552.4
2009,18583,4.2,10843.97
2013,160119,4.1,2000.0
2022,35497,3.8,5005.0
2010,74323,1.1,2000.0
2011,139110,3.0,18429.91
2020,3910,4.0,24615.78
2012,101800,1.9,20560.36
2014,175151,3.5,9755.46
2009,40270,4.7,15071.83
2015,167640,4.0,2135.25
2017,139234,3.2,17051.77
2006,76798,2.2,2000.0
2018,163370,3.5,2000.0
2013,166663,3.9,2000.0
2014,99796,3.6,28240.72
2014,30270,4.0,30534.07
2014,53054,2.1,2000.0
2023,103241,3.0,17913.43
2015,23801,3.2,4820.06
2015,81392,1.4,9720.32
2007,77588,1.7,2000.0
2023,27789,2.2,17220.51
2005,13683,1.2,2000.0
2016,39162,1.9,14580.25
2019,139244,3.1,15983.97
2018,39225,3.2,22962.53
2007,36064,2.0,2000.0
2017,87704,4.8,22610.28
2022,171063,2.9,4487.87
2020,15698,3.5,30455.34
2010,77320,1.1,6271.38
2014,162544,2.6,6231.03
2021,162798,3.2,27675.14
2021,155620,2.2,2000.0
2012,93667,1.7,15984.63
2008,77987,1.8,2000.0
2019,38328,2.9,9765.04
2005,17358,1.3,2000.0
2011,6276,1.9,30430.59
2014,6224,3.9,20033.76
2011,186717,1.9,14348.99
2005,50822,1.5,2000.0
2021,105422,1.3,17319.32
2016,21555,5.0,14305.01
2021,186861,1.3,12657.39
2019,63689,2.7,6424.4
2020,37573,3.0,16742.89
2018,186985,4.9,2000.0
2007,61238,4.6,11333.28
2023,26107,2.0,31416.11
2016,20200,1.3,2966.61
2023,15308,2.8,9086.61
2022,70669,1.4,2242.0
2018,65234,4.5,9527.01
2013,146632,3.8,10822.15
2007,141476,4.8,2000.0
2016,143920,3.3,9279.61
2021,97412,2.5,9583.35
2009,74309,3.0,18108.57
2012,81779,1.6,2000.0
2023,147186,2.9,5750.83
2008,80564,5.0,2000.0
2019,85477,3.8,22914.65
2023,191945,1.2,21748.27
2019,87601,3.9,19125.48
2018,128692,1.4,2000.0
2020,191100,2.6,2000.0
2014,82150,4.1,8294.46
2018,104758,1.5,2000.0
2015,18267,2.2,21509.99
2006,192514,1.8,2000.0
2023,71567,4.5,23729.67
2007,189100,1.6,20705.95
2008,141219,3.1,2000.0
2015,102787,2.1,19790.88
2017,185146,3.0,2372.39
2022,34136,1.7,31032.75
2022,198874,4.0,18970.75
2023,17035,3.6,28198.46
2016,100414,1.2,2000.0
2005,14775,4.8,9117.18
2010,166938,4.6,5306.02
2007,133827,2.2,2000.0
2021,171388,2.2,25021.55
2007,61079,3.0,9563.8
2005,95995,3.5,2000.0
2007,17561,2.2,2000.0
2008,80917,4.2,8147.83
2010,171589,1.3,2000.0
2011,25618,2.6,2000.0
2012,18940,3.2,28054.03
2017,11876,4.2,22733.18
2008,47777,4.5,2000.0
2010,55946,2.0,2348.87
2015,142199,2.0,4289.24
2005,173655,2.5,2000.0
2012,7596,2.7,26907.53
2006,18468,4.4,2000.0
2012,18855,1.0,2000.0
2013,30467,3.7,12696.76
2008,139229,1.9,6758.3
2021,107790,4.5,26171.69
2011,110564,2.3,17304.25
2014,131990,3.2,2738.0
2009,4747,2.3,9607.59
2014,42563,2.7,13480.44
2016,65192,3.1,17746.91
2010,120424,4.0,18544.29
2005,153037,1.5,2000.0
2007,60730,2.4,2000.0
2011,181305,3.6,2000.0
2015,106170,3.4,27331.0
2016,155079,4.1,15477.93
2013,72086,4.6,9088.35
2005,107904,1.4,2000.0
2008,84023,3.9,13864.77
2006,31194,2.1,9707.9
2006,87555,2.9,2000.0
2021,153372,3.5,13757.29
2006,24592,1.6,9809.7
2008,98736,2.4,2000.0
2015,53202,4.9,16617.74
2023,164076,1.5,2000.0
2017,196914,1.3,2000.0
2022,55033,4.3,39786.58
2023,185643,2.7,5773.36
2019,63091,3.7,4567.68
2016,109805,2.2,2000.0
2015,107509,1.8,16215.45
2005,180904,1.8,2000.0
2020,165355,1.8,10070.33
2017,17335,2.0,4671.72
2010,136479,1.9,2000.0
2010,414,4.3,27947.01
2014,91535,3.1,11246.37
2006,70507,2.2,4297.24
2007,15145,2.4,2000.0
2010,136057,4.8,2000.0
2020,89889,1.7,28389.67
2010,7650,4.5,15398.73
2017,43407,3.9,11092.31
2008,162644,3.5,2000.0
2019,190604,3.5,9018.05
2010,88441,2.7,4883.03
2005,93303,2.8,4016.67
2013,87377,4.2,4007.83
2016,105632,4.2,3941.84
2015,158824,3.3,2000.0
2017,154084,4.1,4246.96
2005,122274,4.2,5416.19
2023,12708,2.3,21672.9
2008,146123,3.5,16468.65
2009,27175,2.7,12635.55
2021,19335,1.4,30882.64
2009,186968,3.6,2000.0
2023,132609,3.3,28415.55
2007,101472,1.4,2000.0
2015,136759,1.3,16108.45
2006,16352,2.0,2000.0
2018,116583,4.3,24785.19
2010,40571,1.3,19911.84
2023,172216,2.8,27190.48
2005,99760,1.7,2000.0
2011,99798,2.0,2000.0
2006,189564,4.1,8241.01
2023,9479,4.4,17513.24
2005,26814,3.3,2000.0
2013,10065,4.5,14670.22
2021,25820,4.4,14500.57
2014,141510,1.9,20658.16
2010,22871,3.6,2290.88
2007,49325,4.1,2000.0
2019,19661,3.2,10349.22
2010,54850,4.2,5874.93
2007,1396,3.5,19571.95
2014,173,2.1,20834.55
2016,120909,3.7,25295.69
2005,175426,3.4,2000.0
2020,15913,3.5,23703.81
2021,191039,1.4,23665.0
2014,76616,1.5,3321.7
2016,121433,4.3,16205.01
2023,84998,2.7,11065.4
2012,62726,1.9,14422.27
2012,184953,1.4,2000.0
2014,100003,2.1,2000.0
2014,80499,2.2,17373.02
2022,55820,4.9,15205.11
2014,123842,4.3,2000.0
2011,19475,1.3,2000.0
2008,198452,4.0,2000.0
2005,170237,3.3,2000.0
2015,117939,1.9,6347.22
2023,114412,4.0,22847.2
2009,105824,1.1,2000.0
2012,141014,3.9,17765.2
2006,33660,4.6,2000.0
2006,8406,4.5,7462.87
2018,144243,4.1,10895.67
2013,95839,4.7,15649.77
2014,87259,3.8,14004.19
2017,82525,3.7,2000.0
2005,188967,1.1,2000.0
2018,112976,1.7,6524.54
2006,53566,4.1,14644.49
2008,147384,5.0,2000.0
2023,98039,3.9,13475.01
2005,51665,3.3,2000.0
2008,160472,1.7,2000.0
2015,105347,4.8,11231.69
2017,148633,3.6,13212.84
2022,176478,3.0,18408.15
2014,87101,4.4,21503.24
2009,83403,4.8,9252.08
2005,29621,2.5,2000.0
2018,183535,3.1,2000.0
2020,86205,1.5,19076.75
2022,89233,4.8,13494.7
2007,140809,1.5,7483.89
2007,32035,4.7,17689.82
2008,112257,1.8,2000.0
2011,75224,4.6,16853.57
2017,12974,2.8,11283.26
2013,24648,3.4,2000.0
2007,169198,1.1,2008.17
2021,28612,2.6,36564.79
2019,108722,3.0,31305.83
2014,42576,1.0,2000.0
2019,145655,3.6,5389.66
2005,152258,4.4,15911.42
2014,25563,1.1,6533.06
2011,157763,3.0,2000.0
2011,195409,1.1,2000.0
2007,67127,4.5,2000.0
2011,80994,1.6,11933.54
2013,136973,1.2,2000.0
2012,106383,4.4,13425.9
2007,107083,2.8,2108.05
2009,9034,1.4,2000.0
2017,36417,3.6,2000.0
2017,93728,3.8,2000.0
2012,149021,3.3,2000.0
2022,118297,2.3,2084.82
2011,166769,2.7,11741.26
2014,33489,4.8,23417.1
2014,132876,3.1,23129.87
2015,78147,2.6,13249.56
2016,60538,3.8,21158.45
2017,195616,1.3,2000.0
2012,197262,2.2,2000.0
2021,47877,1.9,2000.0
2018,173728,3.7,9600.88
2021,153909,3.4,13222.46
2023,53391,4.0,5799.0
2020,13229,2.7,16946.07
2013,158359,1.7,2000.0
2014,148348,1.7,20415.85
2013,135362,4.6,2810.95
2005,93666,1.3,2000.0
2007,50812,3.4,3192.16
2015,159194,1.9,2000.0
2011,112203,1.9,2000.0
2022,168753,1.4,22387.38
2017,154792,4.9,17881.04
2022,184144,1.2,7760.17
2020,107632,1.6,16363.98
2020,2523,2.5,29940.17
2014,99964,2.8,2000.0
2013,138702,4.8,16072.27
2012,4512,2.0,14392.35
2023,165698,3.9,6851.82
2007,156358,3.6,2029.16
2013,8329,3.1,3196.93
2006,11752,2.1,2000.0
2023,116441,1.6,23760.61
2012,76584,1.7,2000.0
2022,40103,2.4,15411.16
2012,115872,1.5,5730.37
2009,187151,5.0,2935.57
2010,64279,2.8,34947.7
2014,51003,3.2,15138.15
2019,6520,3.5,21808.97
2008,58697,1.8,2000.0
2007,70827,2.9,2000.0
2013,15106,1.3,2000.0
2020,167167,4.9,22437.77
2020,163495,2.9,2000.0
2019,126934,1.1,11040.32
2013,71660,3.4,13938.84
2021,51218,1.4,7695.46
2016,45863,4.2,21803.78
2012,98550,4.8,3558.84
2018,73123,4.7,18753.0
2022,199746,2.7,6554.84
2016,115029,3.9,18716.97
2018,46995,1.6,21477.17
2009,2434,1.3,2000.0
2005,115029,4.3,14084.4
2017,147563,3.8,11503.31
2018,152549,4.6,13702.96
2006,185745,4.7,3595.25
2020,46381,2.4,9416.13
2009,190212,2.3,2000.0
2005,143944,2.8,2000.0
2016,76252,3.7,11165.91
2023,182608,1.0,9522.03
2014,159179,3.1,11030.29
2016,141624,1.1,11588.88
2023,13465,2.8,22991.32
2020,5920,1.3,5493.71
2021,172640,3.2,13120.41
2017,186147,2.3,27769.24
2011,136540,2.9,2000.0
2007,79613,4.8,6634.2
2009,27217,2.4,15144.27
2008,40464,3.9,2000.0
2019,43307,3.7,14924.54
2021,68275,4.5,39382.32
2016,185047,2.3,6275.81
2018,127211,1.2,8628.92
2008,187264,4.9,2000.0
2021,57554,2.4,16362.97
2015,10662,1.8,5788.62
2010,120526,4.7,2000.0
2008,148473,1.8,2000.0
2017,134562,3.1,2000.0
2019,117572,4.0,4099.64
2022,199422,3.9,2000.0
2021,174021,1.1,13925.4
2023,103218,1.8,3271.53
2014,109946,4.6,15164.96
2009,130593,3.2,19167.2
2016,157304,3.7,24107.88
2019,183288,2.6,21652.63
2008,115277,4.0,2000.0
2012,172666,2.2,6428.23
2021,94152,1.9,9973.04
2010,128787,5.0,2000.0
2020,90319,1.6,6723.9
2009,149689,4.9,13697.25
2018,156624,4.7,2000.0
2006,26640,3.9,3893.23
2021,148769,3.3,15630.1
2010,12541,1.0,2322.87
2015,17354,3.5,24586.03
2006,168546,4.1,2000.0
2005,104893,3.9,9720.04
2009,49057,1.7,22592.09
2012,97251,3.2,5078.54
2008,42439,3.2,3202.88
2023,9362,3.6,32098.6
2009,13171,4.3,15963.22
2009,68721,3.8,22658.9
2020,114045,1.6,16937.81
2022,25975,1.1,34905.4
2015,61945,1.5,2000.0
2021,53596,1.2,38906.51
2007,81065,2.7,2000.0
2022,39218,2.1,6262.16
2008,16582,1.0,2000.0
2023,101552,1.3,6430.41
2013,1147,2.6,17791.41
2009,185500,4.8,2000.0
2008,105054,5.0,37259.63
2020,97565,1.2,12827.09
2014,70242,4.3,2000.0
2013,96110,2.9,14406.91
2020,135107,3.5,5254.51
2021,180080,3.0,8461.42
2022,26858,4.7,26015.36
2019,75453,2.9,8066.02
2013,156965,1.7,2000.0
2010,37822,4.1,22841.87
2010,177325,3.1,6224.72
2015,158076,1.5,2000.0
2007,37631,2.8,2000.0
2016,145503,3.7,5358.56
2019,110389,2.2,17593.29
2011,137246,4.6,28065.32
2022,84064,4.4,13453.67
2019,157141,3.3,8939.34
2012,99008,1.2,4801.99
2013,75496,3.3,10434.75
2019,99373,2.7,2000.0
2020,110370,3.9,5884.99
2007,26859,2.1,2193.14
2009,171568,3.4,9648.14
2007,74496,3.2,20591.16
2006,47798,3.1,7536.07
2006,47642,1.5,6152.71
2008,44683,3.0,18952.79
2007,8451,3.2,3148.78
2013,193715,4.7,16581.65
2016,52095,2.8,9617.43
2013,48394,3.6,14624.54
2023,136347,3.3,2000.0
2016,22855,1.8,2000.0
2020,108135,1.7,4725.02
2005,22624,4.0,2000.0
2014,149686,3.1,7484.9
2014,109894,4.6,5151.77
2008,60981,4.6,9750.68
2015,189229,2.2,18475.0
2015,151203,1.4,2000.0
2015,197503,2.4,5449.06
2010,41620,1.3,29162.47
2019,119728,4.1,9486.19
2006,11041,1.6,2000.0
2007,76153,4.5,18447.65
2009,66646,2.7,8104.35
2015,118433,2.1,2000.0
2016,170663,3.0,12335.62
2007,198745,3.4,7250.48
2013,31207,3.8,15002.75
2007,13107,2.4,3518.42
2006,132912,4.9,2261.88
2010,116598,2.7,15662.47
2010,159312,4.3,2000.0
2021,109406,1.1,2000.0
2012,33510,4.1,23497.96
2005,3160,3.2,10292.76
2012,37309,3.6,7311.11
2019,56718,2.5,17640.33
2022,171521,3.2,24754.51
2017,193930,4.7,20066.77
2012,23391,2.5,14567.86
2022,14295,1.4,6515.06
2017,108151,3.9,6166.28
2018,187633,3.0,3870.63
2019,47036,2.7,25973.73
2010,83487,4.1,39351.5
2005,171714,3.2,2000.0
2011,59672,3.5,22434.48
2005,109512,4.7,21010.41
2019,146669,1.2,22422.12
2010,156252,2.0,2000.0
2009,106973,4.6,15034.71
2016,194648,4.2,2000.0
2007,37473,1.8,7562.81
2018,141,1.7,21823.63
2010,4655,4.3,3083.56
2008,182322,3.2,2000.0
2019,109066,4.4,4415.47
2021,62971,4.7,20362.68
2009,94138,1.3,2000.0
2010,169229,4.9,8867.33
2014,127684,3.9,2000.0
2013,25785,4.3,18271.51
2008,138460,3.5,5495.39
2013,92240,2.2,3509.54
2012,52957,3.4,6657.67
2007,102808,3.1,2000.0
2005,33741,4.7,7923.48
2009,101242,3.2,15893.61
2007,85,1.1,18625.33
2008,89643,3.7,2000.0
2023,42756,1.2,20411.38
2019,79975,4.8,26342.8
2023,90571,2.9,8462.54
2020,80611,4.9,17306.54
2012,161467,1.1,2430.4
2018,84428,3.1,11945.2
2009,50296,1.9,2000.0
2005,122516,3.6,2000.0
2023,81247,3.0,8998.8
2009,94000,3.3,9258.86
2007,63927,2.4,4064.71
2021,53816,1.2,8595.49
2011,128852,1.4,20193.83
2021,109756,4.4,30178.01
2017,47972,3.8,6976.72
2018,184869,4.1,8265.87
2016,63716,1.5,5772.64
2015,78978,1.2,2000.0
2005,168106,1.1,2000.0
2007,173385,3.1,2000.0
2016,53282,3.0,16133.12
2013,58568,1.4,12717.55
2006,99495,2.4,15677.33
2018,49135,3.1,2000.0
2009,157180,3.7,12073.49
2007,146942,4.2,2000.0
2016,60661,3.6,2000.0
2016,194900,1.1,2000.0
2011,136993,3.3,2000.0
2005,94744,1.4,2000.0
2007,19895,3.3,13519.49
2015,29215,2.5,8033.83
2017,163428,2.1,10113.96
2014,13461,2.9,6806.68
2023,130942,2.5,10928.49
2008,106328,4.3,7254.6
2009,155328,1.9,7402.72
2015,153955,1.5,2000.0
2013,48916,4.3,6491.57
2017,111336,2.0,2000.0
2021,30671,1.1,11064.12
2019,171999,2.5,14047.33
2017,111611,4.3,31708.06
2015,102932,2.7,20714.46
2005,170356,2.9,2000.0
2012,10130,1.2,34118.63
2009,115703,3.8,13867.77
2020,71693,2.4,2000.0
2008,170198,3.9,2000.0
2023,117271,2.6,25013.91
2022,70675,3.1,18313.32
2006,17311,3.4,2313.57
2017,108007,1.8,2000.0
2020,50889,2.2,18575.64
2012,104883,3.3,24267.55
2023,144704,4.3,31528.22
2007,3038,4.8,9264.21
2023,7219,3.1,25836.99
2021,72036,1.3,8715.44
2013,149177,4.8,25931.62
2021,117454,2.7,9595.99
2005,160350,1.4,2000.0
2008,159067,4.9,2000.0
2019,2825,2.1,5691.48
2016,127301,3.6,9152.72
2021,23054,1.6,2000.0
2016,174766,3.9,23296.83
2020,41178,4.9,42624.8
2017,147860,4.9,4959.85
2015,13077,1.5,2000.0
2019,190270,4.1,12590.61
2020,162085,3.7,7997.46
2010,71694,4.2,25177.78
2015,86341,2.3,10004.05
2019,183921,2.6,4143.31
2009,168906,2.4,2000.0
2007,75563,4.1,24505.67
2006,163997,4.2,2720.44
2005,153367,2.0,2000.0
2019,28253,3.3,27820.13
2006,105347,1.5,2000.0
2010,46853,1.1,4909.33
2016,148261,3.4,19539.35
2020,43154,4.4,11335.22
2018,105539,4.6,24753.76
2008,82423,3.5,3603.27
2012,121924,4.2,23647.33
2016,89646,2.6,12404.27
2018,136255,4.5,22605.06
2017,19023,4.1,13352.87
2009,8957,2.2,4507.24
2016,16620,3.4,23512.64
2014,4491,1.2,11766.64
2023,108500,1.6,19827.62
2017,38728,4.8,12417.25
2013,64650,1.0,2000.0
2015,165639,1.8,2000.0
2009,3387,1.6,2554.5
2017,16025,3.8,20835.06
2014,132518,1.4,2000.0
2022,104673,1.1,14852.9
2019,103896,4.7,13419.54
2016,157682,4.5,27653.66
2008,168053,2.4,6477.64
2009,160381,1.4,6493.36
2012,59388,3.7,3762.52
2009,120747,4.5,9471.64
2005,161506,4.9,2000.0
2022,110930,1.5,26567.47
2023,129442,3.4,19823.64
2023,34226,2.7,19706.99
2014,18406,1.6,14964.16
2013,165788,4.2,11208.95
2005,22989,4.1,2000.0
2007,42580,4.9,2000.0
2017,45731,1.3,7963.14
2010,77541,2.0,2000.0
2010,137933,4.3,2000.0
2022,40039,2.6,27418.69
2009,141425,2.9,33912.39
2021,106171,3.4,19391.87
2007,146702,2.6,6723.09
2009,64050,1.1,2000.0
2007,127281,3.4,2000.0
2017,190173,1.9,2071.54
2019,70254,4.9,24208.8
2021,102454,3.8,18841.0
2019,16907,4.4,10304.35
2009,100785,4.8,12048.58
2018,4484,1.3,2000.0
2015,23194,1.6,2000.0
2018,23886,4.2,24796.95
2011,8537,4.5,27806.14
2007,23399,1.0,2000.0
2014,91810,4.8,20051.99
2015,6892,2.8,2988.93
2010,129579,2.9,7595.62
2009,40544,4.5,25372.67
2017,107617,2.2,15619.87
2016,19267,3.3,8195.01
2023,40396,2.3,33973.5
2023,113204,1.5,39352.29
2009,162412,2.4,6748.51
2013,107478,1.7,2000.0
2008,43404,3.1,2000.0
2019,167300,3.1,6663.27
2007,51736,2.7,2000.0
2011,146709,1.7,5973.35
2018,177252,1.5,2000.0
2018,186771,1.4,2000.0
2013,66843,1.4,7406.36
2007,146652,2.2,4686.25
2013,199460,1.0,2000.0
2008,51376,1.2,2000.0
2021,36212,2.9,24508.14
2010,196292,1.7,2000.0
2020,178476,2.1,14411.8
2022,50403,2.4,8680.92
2017,157319,1.2,2000.0
2011,91126,1.9,2000.0
2007,70277,4.1,5353.41
2010,178574,2.4,2000.0
2007,109710,1.7,3857.56
2016,26607,1.8,20835.28
2009,63543,4.9,16014.43
2021,117117,1.6,6651.84
2014,178073,4.6,2000.0
2011,78294,1.3,3866.45
2008,42191,4.5,2000.0
2014,56957,3.0,5127.21
2011,129658,3.4,2000.0
2015,80614,2.0,2917.24
2012,32802,4.6,9071.57
2012,177103,3.3,10963.56
2009,81940,3.7,2000.0
2009,117000,3.2,25281.56
2011,175503,1.5,3916.35
2008,115144,4.3,2000.0
2006,154743,1.7,2000.0
2023,40668,2.2,19062.69
2006,27573,3.7,11266.2
2020,174614,1.4,8395.88
2016,197670,4.7,12274.55
2019,65258,1.5,18709.09
2014,122608,3.7,2940.36
2010,130687,3.5,2000.0
2017,105431,3.8,18984.09
2010,9782,2.7,14085.48
2006,171934,2.5,2000.0
2018,172078,4.9,3364.37
2022,119529,4.3,16779.54
2010,95615,2.9,2000.0
2023,105953,1.7,30237.82
2018,87087,4.6,2000.0
2017,4774,3.6,15852.03
2012,161787,1.5,2294.34
2009,143252,1.7,2000.0
2017,128782,3.2,22691.41
2010,187472,3.0,2000.0
2023,81964,2.6,30347.65
2015,102674,2.7,28324.89
2020,20148,1.7,7547.69
2009,183256,2.0,3230.09
2016,44342,3.0,13367.74
2021,53479,1.3,2000.0
2006,163925,2.4,2000.0
2014,14066,1.8,21670.61
2019,121469,1.7,2000.0
2023,81084,1.6,5762.95
2021,171067,1.6,23568.41
2023,167131,1.6,10370.78
2023,8779,2.5,9700.33
2017,41562,1.4,20070.13
2017,64627,4.6,31825.44
2020,64981,3.0,2000.0
2007,48294,3.0,7616.86
2008,83176,1.8,2000.0
2011,10353,4.5,24931.63
2007,112123,4.3,2000.0
2013,96406,1.1,2000.0
2012,143943,3.9,13738.63
2022,43377,1.7,12204.75
2018,125902,3.2,24404.43
2009,21670,4.5,31761.19
2007,141383,4.7,9221.81
2014,4955,1.7,2000.0
2015,43360,4.8,2804.84
2021,144394,1.3,39212.34
2012,123689,4.6,15201.36
2013,152,4.1,2000.0
2012,144545,4.7,7949.82
2006,71445,2.5,13926.94
2008,27009,4.8,15698.56
2020,117426,4.3,6005.31
2013,81039,2.3,12106.35
2013,196746,2.4,2000.0
2009,145613,2.4,10472.51
2007,115413,3.4,2000.0
2018,120388,1.7,2748.17
2019,77270,2.7,16502.47
2010,51517,1.3,7808.18
2020,131090,2.4,15455.23
2014,173468,3.7,8696.14
2018,51113,3.4,14081.49
2016,116539,2.3,15494.88
2013,39880,2.0,12021.85
2023,189278,2.3,15119.41
2016,16484,1.3,18631.76
2017,39606,2.0,17888.86
2017,178193,3.8,19186.93
2021,62618,1.7,16089.48
2006,126804,1.6,6870.19
2013,14464,4.4,12760.6
2012,72671,1.9,2167.22
2011,71565,2.0,6915.69
2009,193850,2.9,17703.25
2023,133581,2.9,5224.91
2007,177312,1.7,2000.0
2017,133027,3.2,4867.42
2010,7078,3.8,2000.0
2015,105847,2.9,26045.04
2008,127307,4.6,17524.56
2007,53932,5.0,12311.12
2008,82830,3.1,2000.0
2007,71699,4.9,5805.49
2017,45601,3.6,8269.24
2019,155449,3.1,4439.47
2016,72251,4.5,13861.98
2019,88062,4.9,24264.94
2015,39373,5.0,10991.91
2015,187755,4.0,9251.47
2017,125836,2.9,3722.43
2016,97997,2.2,4406.74
2010,115292,3.2,16636.72
2023,55001,4.1,8996.19
2023,149826,1.1,19568.92
2007,42970,2.1,2000.0
2020,129196,2.4,25267.4
2013,47055,4.1,10140.44
2018,144293,3.5,3026.58
2007,82122,2.7,2000.0
2007,81628,4.7,9412.17
2011,144942,3.2,2000.0
2023,98546,3.9,18689.74
2007,124409,3.6,15272.88
2005,3740,4.4,16336.82
2016,19105,4.2,17029.93
2010,120714,5.0,15870.03
2011,172744,2.5,2000.0
2006,90358,1.7,2000.0
2022,28519,4.0,18587.55
2019,50712,4.5,4751.01
2019,58328,1.2,2000.0
2014,139759,2.3,2000.0
2021,185632,4.2,13935.42
2022,129993,3.7,21894.49
2022,174694,4.0,18761.58
2019,190542,3.2,2000.0
2010,95616,2.5,14131.43
2013,64949,4.2,7155.73
2015,199183,3.2,2000.0
2019,23892,3.1,24256.67
2007,1082,3.9,24797.56
2023,51905,1.8,21586.8
2005,95106,3.3,16031.19
2021,139807,2.2,7465.2
2015,11255,1.1,2000.0
2022,105137,4.0,2000.0
2015,141166,2.9,15214.47
